doc_id,swift_msg_id,commodity,unit_price,market_avg,qty,vessel_id,price_deviation
SHIP_V_1902,sdv-id-HcZyQf,Smartphones,247,300.0,1155,SHIP_V_1902,-0.1766666666666666
SHIP_V_1261,sdv-id-bHgrBl,Smartphones,524,300.0,1846,SHIP_V_1261,0.7466666666666667
SHIP_V_1445,sdv-id-HnkMea,Industrial Chemicals,866,50.0,1991,SHIP_V_1445,16.32
SHIP_V_1960,sdv-id-rcLbvH,Smartphones,670,300.0,1395,SHIP_V_1960,1.2333333333333334
SHIP_V_1580,sdv-id-bFYqtz,Ready-made Garments,83,8.5,1827,SHIP_V_1580,8.764705882352942
SHIP_V_1255,sdv-id-zsDZzF,Smartphones,1352,300.0,1478,SHIP_V_1255,3.506666666666667
SHIP_V_1985,sdv-id-zHpLrv,Raw Jute,563,5.0,1802,SHIP_V_1985,111.6
SHIP_V_1735,sdv-id-qEdAsK,Raw Jute,384,5.0,294,SHIP_V_1735,75.8
SHIP_V_1266,sdv-id-NKPoTP,Industrial Chemicals,316,50.0,1561,SHIP_V_1266,5.32
SHIP_V_1969,sdv-id-rfLDlp,Smartphones,1061,300.0,1593,SHIP_V_1969,2.536666666666666
SHIP_V_1470,sdv-id-VDuTIj,Solar Panels,408,120.0,1860,SHIP_V_1470,2.4
SHIP_V_1695,sdv-id-jmHrWu,Smartphones,1163,300.0,1642,SHIP_V_1695,2.8766666666666665
SHIP_V_1607,sdv-id-kyvZSh,Ready-made Garments,627,8.5,605,SHIP_V_1607,72.76470588235294
SHIP_V_1537,sdv-id-quvNTo,Industrial Chemicals,997,50.0,1877,SHIP_V_1537,18.94
SHIP_V_1460,sdv-id-xhNNgb,Raw Jute,986,5.0,634,SHIP_V_1460,196.2
SHIP_V_1590,sdv-id-lelKfQ,Solar Panels,292,120.0,1939,SHIP_V_1590,1.4333333333333331
SHIP_V_1650,sdv-id-PpziYJ,Ready-made Garments,858,8.5,1112,SHIP_V_1650,99.94117647058825
SHIP_V_1998,sdv-id-sGaOjG,Raw Jute,881,5.0,298,SHIP_V_1998,175.2
SHIP_V_1697,sdv-id-ODkETf,Smartphones,1754,300.0,466,SHIP_V_1697,4.846666666666667
SHIP_V_1142,sdv-id-SZZBmc,Raw Jute,450,5.0,253,SHIP_V_1142,89.0
SHIP_V_1072,sdv-id-UJeuOi,Ready-made Garments,368,8.5,1977,SHIP_V_1072,42.294117647058826
SHIP_V_1855,sdv-id-RLAswq,Ready-made Garments,548,8.5,1012,SHIP_V_1855,63.47058823529411
SHIP_V_1328,sdv-id-dJwooA,Raw Jute,1015,5.0,778,SHIP_V_1328,202.0
SHIP_V_1417,sdv-id-uzwRuG,Ready-made Garments,762,8.5,249,SHIP_V_1417,88.6470588235294
SHIP_V_1466,sdv-id-ahUILm,Smartphones,737,300.0,1656,SHIP_V_1466,1.4566666666666668
SHIP_V_1897,sdv-id-rsvuYw,Smartphones,1772,300.0,800,SHIP_V_1897,4.906666666666666
SHIP_V_1580,sdv-id-ASOjaa,Ready-made Garments,856,8.5,1696,SHIP_V_1580,99.70588235294116
SHIP_V_1170,sdv-id-arnbcZ,Ready-made Garments,179,8.5,491,SHIP_V_1170,20.058823529411764
SHIP_V_1147,sdv-id-RSOkVG,Industrial Chemicals,581,50.0,438,SHIP_V_1147,10.62
SHIP_V_1119,sdv-id-teiLNC,Smartphones,921,300.0,1206,SHIP_V_1119,2.07
SHIP_V_1326,sdv-id-PBLiRX,Industrial Chemicals,748,50.0,1279,SHIP_V_1326,13.96
SHIP_V_1823,sdv-id-mOEXAG,Solar Panels,282,120.0,1912,SHIP_V_1823,1.35
SHIP_V_1975,sdv-id-iECpPc,Smartphones,347,300.0,1712,SHIP_V_1975,0.1566666666666666
SHIP_V_1130,sdv-id-reHVij,Smartphones,205,300.0,1548,SHIP_V_1130,-0.3166666666666666
SHIP_V_1295,sdv-id-EduxQB,Ready-made Garments,667,8.5,1564,SHIP_V_1295,77.47058823529412
SHIP_V_1835,sdv-id-HCnOhT,Industrial Chemicals,1175,50.0,1339,SHIP_V_1835,22.5
SHIP_V_1517,sdv-id-lTYuaP,Smartphones,994,300.0,1943,SHIP_V_1517,2.3133333333333335
SHIP_V_1885,sdv-id-tLuwGT,Ready-made Garments,392,8.5,1584,SHIP_V_1885,45.11764705882353
SHIP_V_1640,sdv-id-nuDxuD,Smartphones,37,300.0,500,SHIP_V_1640,-0.8766666666666667
SHIP_V_1368,sdv-id-fwjddh,Ready-made Garments,162,8.5,1667,SHIP_V_1368,18.058823529411764
SHIP_V_1232,sdv-id-KzCFVN,Solar Panels,185,120.0,1423,SHIP_V_1232,0.5416666666666666
SHIP_V_1538,sdv-id-tXFgVl,Ready-made Garments,193,8.5,1289,SHIP_V_1538,21.705882352941178
SHIP_V_1947,sdv-id-BmwUNA,Solar Panels,414,120.0,1941,SHIP_V_1947,2.45
SHIP_V_1194,sdv-id-InmWQA,Ready-made Garments,1721,8.5,915,SHIP_V_1194,201.47058823529412
SHIP_V_1845,sdv-id-AwtSXZ,Industrial Chemicals,1144,50.0,1241,SHIP_V_1845,21.88
SHIP_V_1025,sdv-id-LQrFOB,Ready-made Garments,282,8.5,1537,SHIP_V_1025,32.1764705882353
SHIP_V_1713,sdv-id-gpxoUB,Industrial Chemicals,230,50.0,136,SHIP_V_1713,3.6
SHIP_V_1010,sdv-id-LXjZxC,Ready-made Garments,161,8.5,1217,SHIP_V_1010,17.941176470588236
SHIP_V_1211,sdv-id-ihWjmS,Smartphones,530,300.0,1952,SHIP_V_1211,0.7666666666666667
SHIP_V_1187,sdv-id-brjjab,Ready-made Garments,1249,8.5,1478,SHIP_V_1187,145.94117647058823
SHIP_V_1978,sdv-id-nScJrP,Solar Panels,155,120.0,846,SHIP_V_1978,0.2916666666666667
SHIP_V_1850,sdv-id-ugysjG,Ready-made Garments,554,8.5,1885,SHIP_V_1850,64.17647058823529
SHIP_V_1997,sdv-id-VECNnx,Solar Panels,2435,120.0,1172,SHIP_V_1997,19.291666666666668
SHIP_V_1526,sdv-id-TGSZmc,Industrial Chemicals,1535,50.0,955,SHIP_V_1526,29.7
SHIP_V_1205,sdv-id-fyQnVN,Smartphones,434,300.0,285,SHIP_V_1205,0.4466666666666666
SHIP_V_1791,sdv-id-QUyrMF,Raw Jute,1144,5.0,485,SHIP_V_1791,227.8
SHIP_V_1636,sdv-id-eEtDqj,Solar Panels,324,120.0,1713,SHIP_V_1636,1.7
SHIP_V_1114,sdv-id-AsKpaE,Raw Jute,73,5.0,1684,SHIP_V_1114,13.6
SHIP_V_1228,sdv-id-GOwsNV,Smartphones,259,300.0,189,SHIP_V_1228,-0.1366666666666666
SHIP_V_1652,sdv-id-QXjKcE,Solar Panels,146,120.0,895,SHIP_V_1652,0.2166666666666666
SHIP_V_1428,sdv-id-mGngQP,Industrial Chemicals,1381,50.0,896,SHIP_V_1428,26.62
SHIP_V_1622,sdv-id-bBKEKe,Industrial Chemicals,1004,50.0,974,SHIP_V_1622,19.08
SHIP_V_1458,sdv-id-qZwYMp,Industrial Chemicals,1158,50.0,1829,SHIP_V_1458,22.16
SHIP_V_1692,sdv-id-ZNiszx,Raw Jute,2233,5.0,1285,SHIP_V_1692,445.6
SHIP_V_1814,sdv-id-ovvCis,Smartphones,2278,300.0,604,SHIP_V_1814,6.593333333333334
SHIP_V_1498,sdv-id-RabGOG,Smartphones,1686,300.0,261,SHIP_V_1498,4.62
SHIP_V_1118,sdv-id-KnsggH,Smartphones,1087,300.0,131,SHIP_V_1118,2.6233333333333335
SHIP_V_1433,sdv-id-zaCthu,Raw Jute,157,5.0,780,SHIP_V_1433,30.4
SHIP_V_1335,sdv-id-XWHvxX,Raw Jute,316,5.0,1706,SHIP_V_1335,62.2
SHIP_V_1879,sdv-id-IUnSLC,Ready-made Garments,106,8.5,411,SHIP_V_1879,11.470588235294118
SHIP_V_1275,sdv-id-dpKSFA,Raw Jute,60,5.0,1045,SHIP_V_1275,11.0
SHIP_V_1561,sdv-id-xOaHig,Smartphones,361,300.0,859,SHIP_V_1561,0.2033333333333333
SHIP_V_1594,sdv-id-QYtaSC,Smartphones,247,300.0,1228,SHIP_V_1594,-0.1766666666666666
SHIP_V_1969,sdv-id-jwwjYI,Smartphones,298,300.0,211,SHIP_V_1969,-0.0066666666666666
SHIP_V_1012,sdv-id-ZvHcgC,Solar Panels,556,120.0,1314,SHIP_V_1012,3.6333333333333337
SHIP_V_1459,sdv-id-StToqy,Solar Panels,632,120.0,115,SHIP_V_1459,4.266666666666667
SHIP_V_1230,sdv-id-ATeuDA,Smartphones,824,300.0,561,SHIP_V_1230,1.7466666666666666
SHIP_V_1655,sdv-id-TyaeFn,Smartphones,673,300.0,1339,SHIP_V_1655,1.2433333333333334
SHIP_V_1927,sdv-id-LRCBWF,Solar Panels,339,120.0,638,SHIP_V_1927,1.825
SHIP_V_1549,sdv-id-lTpOWO,Industrial Chemicals,546,50.0,549,SHIP_V_1549,9.92
SHIP_V_1891,sdv-id-LttFDN,Smartphones,17,300.0,1291,SHIP_V_1891,-0.9433333333333334
SHIP_V_1808,sdv-id-aMaiYM,Industrial Chemicals,1618,50.0,191,SHIP_V_1808,31.36
SHIP_V_1693,sdv-id-rywoRb,Solar Panels,147,120.0,1456,SHIP_V_1693,0.225
SHIP_V_1691,sdv-id-WaJCSd,Smartphones,466,300.0,944,SHIP_V_1691,0.5533333333333333
SHIP_V_1517,sdv-id-dRHhfW,Raw Jute,1215,5.0,1695,SHIP_V_1517,242.0
SHIP_V_1471,sdv-id-dZOIaA,Industrial Chemicals,1886,50.0,1126,SHIP_V_1471,36.72
SHIP_V_1415,sdv-id-qpIwbh,Industrial Chemicals,539,50.0,818,SHIP_V_1415,9.78
SHIP_V_1416,sdv-id-tZdnVh,Smartphones,1466,300.0,534,SHIP_V_1416,3.8866666666666663
SHIP_V_1219,sdv-id-mNjQyn,Industrial Chemicals,100,50.0,1872,SHIP_V_1219,1.0
SHIP_V_1859,sdv-id-DiDjJH,Smartphones,805,300.0,630,SHIP_V_1859,1.6833333333333331
SHIP_V_1630,sdv-id-Qtaqbg,Solar Panels,889,120.0,893,SHIP_V_1630,6.408333333333333
SHIP_V_1504,sdv-id-CyMuiG,Smartphones,796,300.0,783,SHIP_V_1504,1.653333333333333
SHIP_V_1166,sdv-id-ywbaLY,Raw Jute,309,5.0,1751,SHIP_V_1166,60.8
SHIP_V_1050,sdv-id-YmgPMS,Ready-made Garments,126,8.5,953,SHIP_V_1050,13.823529411764708
SHIP_V_1530,sdv-id-HfFtHg,Smartphones,1278,300.0,1286,SHIP_V_1530,3.26
SHIP_V_1863,sdv-id-aUtLxL,Smartphones,457,300.0,1106,SHIP_V_1863,0.5233333333333333
SHIP_V_1212,sdv-id-sHKxhd,Smartphones,857,300.0,290,SHIP_V_1212,1.856666666666667
SHIP_V_1198,sdv-id-aJMeij,Smartphones,837,300.0,1205,SHIP_V_1198,1.79
SHIP_V_1215,sdv-id-mFxLli,Industrial Chemicals,1447,50.0,601,SHIP_V_1215,27.94
SHIP_V_1128,sdv-id-bbfWNy,Industrial Chemicals,919,50.0,359,SHIP_V_1128,17.38
SHIP_V_1005,sdv-id-HMqmDN,Raw Jute,354,5.0,1197,SHIP_V_1005,69.8
SHIP_V_1507,sdv-id-yBctAh,Solar Panels,335,120.0,1149,SHIP_V_1507,1.7916666666666667
SHIP_V_1231,sdv-id-TKqeLm,Smartphones,53,300.0,1383,SHIP_V_1231,-0.8233333333333334
SHIP_V_1477,sdv-id-NEOOka,Ready-made Garments,1277,8.5,847,SHIP_V_1477,149.23529411764707
SHIP_V_1681,sdv-id-RknAlU,Industrial Chemicals,591,50.0,1065,SHIP_V_1681,10.82
SHIP_V_1456,sdv-id-PIfMVp,Ready-made Garments,480,8.5,1827,SHIP_V_1456,55.47058823529411
SHIP_V_1917,sdv-id-EmXIwk,Smartphones,662,300.0,1322,SHIP_V_1917,1.2066666666666668
SHIP_V_1270,sdv-id-sCnbnh,Ready-made Garments,1563,8.5,360,SHIP_V_1270,182.8823529411765
SHIP_V_1285,sdv-id-agstDl,Raw Jute,196,5.0,1223,SHIP_V_1285,38.2
SHIP_V_1219,sdv-id-bJzLbu,Ready-made Garments,816,8.5,1439,SHIP_V_1219,95.0
SHIP_V_1609,sdv-id-ZGDGOA,Solar Panels,887,120.0,1302,SHIP_V_1609,6.391666666666667
SHIP_V_1416,sdv-id-WuxJKx,Smartphones,43,300.0,299,SHIP_V_1416,-0.8566666666666667
SHIP_V_1271,sdv-id-YvRwxj,Ready-made Garments,351,8.5,391,SHIP_V_1271,40.294117647058826
SHIP_V_1172,sdv-id-UKACFs,Industrial Chemicals,1048,50.0,1187,SHIP_V_1172,19.96
SHIP_V_1453,sdv-id-JbKfQi,Smartphones,1107,300.0,497,SHIP_V_1453,2.69
SHIP_V_1325,sdv-id-RqUUqM,Ready-made Garments,2240,8.5,175,SHIP_V_1325,262.52941176470586
SHIP_V_1054,sdv-id-xNrXDK,Industrial Chemicals,451,50.0,696,SHIP_V_1054,8.02
SHIP_V_1399,sdv-id-aEcxzb,Raw Jute,1251,5.0,1750,SHIP_V_1399,249.2
SHIP_V_1186,sdv-id-UtaJmU,Smartphones,751,300.0,1138,SHIP_V_1186,1.5033333333333334
SHIP_V_1489,sdv-id-hwcgtL,Industrial Chemicals,1993,50.0,377,SHIP_V_1489,38.86
SHIP_V_1545,sdv-id-SsqnIf,Smartphones,139,300.0,1661,SHIP_V_1545,-0.5366666666666666
SHIP_V_1547,sdv-id-inqxsq,Raw Jute,326,5.0,1891,SHIP_V_1547,64.2
SHIP_V_1349,sdv-id-XSviyE,Solar Panels,139,120.0,1791,SHIP_V_1349,0.1583333333333333
SHIP_V_1521,sdv-id-gRtzqb,Smartphones,127,300.0,1258,SHIP_V_1521,-0.5766666666666667
SHIP_V_1635,sdv-id-BXsaXP,Raw Jute,608,5.0,914,SHIP_V_1635,120.6
SHIP_V_1610,sdv-id-SnUfKo,Raw Jute,755,5.0,1963,SHIP_V_1610,150.0
SHIP_V_1965,sdv-id-yOKdeI,Industrial Chemicals,316,50.0,685,SHIP_V_1965,5.32
SHIP_V_1897,sdv-id-fDExOr,Ready-made Garments,1924,8.5,246,SHIP_V_1897,225.35294117647055
SHIP_V_1854,sdv-id-yMGoZF,Smartphones,1464,300.0,266,SHIP_V_1854,3.88
SHIP_V_1088,sdv-id-isIFmd,Smartphones,161,300.0,799,SHIP_V_1088,-0.4633333333333333
SHIP_V_1446,sdv-id-FMrZJS,Smartphones,63,300.0,1261,SHIP_V_1446,-0.79
SHIP_V_1532,sdv-id-LORXQz,Industrial Chemicals,2158,50.0,1238,SHIP_V_1532,42.16
SHIP_V_1077,sdv-id-OVtSbV,Industrial Chemicals,393,50.0,421,SHIP_V_1077,6.86
SHIP_V_1819,sdv-id-jUJRIn,Industrial Chemicals,2221,50.0,301,SHIP_V_1819,43.42
SHIP_V_1265,sdv-id-WIiZDL,Ready-made Garments,448,8.5,1820,SHIP_V_1265,51.705882352941174
SHIP_V_1082,sdv-id-ilqnHr,Ready-made Garments,527,8.5,890,SHIP_V_1082,61.0
SHIP_V_1233,sdv-id-auBVBR,Industrial Chemicals,924,50.0,797,SHIP_V_1233,17.48
SHIP_V_1840,sdv-id-SwQMjG,Solar Panels,845,120.0,521,SHIP_V_1840,6.041666666666667
SHIP_V_1391,sdv-id-RCkxRg,Smartphones,194,300.0,176,SHIP_V_1391,-0.3533333333333333
SHIP_V_1338,sdv-id-svYOJr,Ready-made Garments,401,8.5,1107,SHIP_V_1338,46.1764705882353
SHIP_V_1265,sdv-id-ivygQg,Ready-made Garments,1862,8.5,1031,SHIP_V_1265,218.05882352941177
SHIP_V_1116,sdv-id-RvvHzz,Smartphones,683,300.0,1918,SHIP_V_1116,1.2766666666666666
SHIP_V_1839,sdv-id-WJkBxE,Solar Panels,62,120.0,1142,SHIP_V_1839,-0.4833333333333333
SHIP_V_1798,sdv-id-FMIlHE,Smartphones,484,300.0,1046,SHIP_V_1798,0.6133333333333333
SHIP_V_1319,sdv-id-xNQZFS,Smartphones,101,300.0,517,SHIP_V_1319,-0.6633333333333333
SHIP_V_1943,sdv-id-UKKpVe,Raw Jute,798,5.0,159,SHIP_V_1943,158.6
SHIP_V_1349,sdv-id-AgAQHG,Solar Panels,139,120.0,1844,SHIP_V_1349,0.1583333333333333
SHIP_V_1132,sdv-id-DZCQbD,Solar Panels,1269,120.0,658,SHIP_V_1132,9.575
SHIP_V_1284,sdv-id-IZqYJI,Smartphones,608,300.0,655,SHIP_V_1284,1.0266666666666666
SHIP_V_1308,sdv-id-ovglxJ,Ready-made Garments,931,8.5,1706,SHIP_V_1308,108.52941176470588
SHIP_V_1508,sdv-id-YrGfwt,Industrial Chemicals,1537,50.0,668,SHIP_V_1508,29.74
SHIP_V_1031,sdv-id-kdNDMg,Raw Jute,435,5.0,1611,SHIP_V_1031,86.0
SHIP_V_1306,sdv-id-ZewfMJ,Solar Panels,1430,120.0,939,SHIP_V_1306,10.916666666666666
SHIP_V_1307,sdv-id-JfAquu,Ready-made Garments,1545,8.5,807,SHIP_V_1307,180.76470588235293
SHIP_V_1173,sdv-id-BdcvyO,Smartphones,498,300.0,160,SHIP_V_1173,0.66
SHIP_V_1073,sdv-id-LoQfRw,Smartphones,2031,300.0,1529,SHIP_V_1073,5.77
SHIP_V_1871,sdv-id-IsGskT,Industrial Chemicals,957,50.0,188,SHIP_V_1871,18.14
SHIP_V_1951,sdv-id-BCmuUP,Industrial Chemicals,401,50.0,1839,SHIP_V_1951,7.02
SHIP_V_1574,sdv-id-WeNnpC,Solar Panels,1219,120.0,1109,SHIP_V_1574,9.158333333333331
SHIP_V_1289,sdv-id-EdRRmQ,Smartphones,1327,300.0,628,SHIP_V_1289,3.4233333333333333
SHIP_V_1725,sdv-id-oKTFSL,Smartphones,633,300.0,655,SHIP_V_1725,1.11
SHIP_V_1039,sdv-id-sNepGL,Industrial Chemicals,1522,50.0,950,SHIP_V_1039,29.44
SHIP_V_1868,sdv-id-fJuLrJ,Industrial Chemicals,794,50.0,1669,SHIP_V_1868,14.88
SHIP_V_1625,sdv-id-RRZjEg,Solar Panels,252,120.0,840,SHIP_V_1625,1.1
SHIP_V_1285,sdv-id-lOYkup,Solar Panels,1530,120.0,850,SHIP_V_1285,11.75
SHIP_V_1761,sdv-id-oAKtFS,Solar Panels,993,120.0,387,SHIP_V_1761,7.275
SHIP_V_1790,sdv-id-qMOftk,Ready-made Garments,95,8.5,1695,SHIP_V_1790,10.176470588235292
SHIP_V_1993,sdv-id-tPQSHK,Industrial Chemicals,1376,50.0,272,SHIP_V_1993,26.52
SHIP_V_1105,sdv-id-TEMmFR,Industrial Chemicals,613,50.0,1300,SHIP_V_1105,11.26
SHIP_V_1069,sdv-id-KIieHl,Smartphones,800,300.0,1100,SHIP_V_1069,1.6666666666666667
SHIP_V_1619,sdv-id-FIjhbH,Solar Panels,1039,120.0,1296,SHIP_V_1619,7.658333333333333
SHIP_V_1460,sdv-id-UceQUV,Solar Panels,2283,120.0,328,SHIP_V_1460,18.025
SHIP_V_1778,sdv-id-BVSAFo,Industrial Chemicals,1334,50.0,257,SHIP_V_1778,25.68
SHIP_V_1279,sdv-id-gggOri,Smartphones,284,300.0,822,SHIP_V_1279,-0.0533333333333333
SHIP_V_1690,sdv-id-vwogBA,Industrial Chemicals,759,50.0,1818,SHIP_V_1690,14.18
SHIP_V_1443,sdv-id-eYzfbR,Ready-made Garments,1067,8.5,769,SHIP_V_1443,124.52941176470588
SHIP_V_1228,sdv-id-WNMpSG,Solar Panels,822,120.0,447,SHIP_V_1228,5.85
SHIP_V_1646,sdv-id-FfyByo,Raw Jute,1024,5.0,1896,SHIP_V_1646,203.8
SHIP_V_1032,sdv-id-SbLUNd,Raw Jute,47,5.0,406,SHIP_V_1032,8.4
SHIP_V_1583,sdv-id-wUjtlL,Raw Jute,593,5.0,1984,SHIP_V_1583,117.6
SHIP_V_1123,sdv-id-hQeUTZ,Industrial Chemicals,556,50.0,1334,SHIP_V_1123,10.12
SHIP_V_1603,sdv-id-UlIXNB,Industrial Chemicals,848,50.0,681,SHIP_V_1603,15.96
SHIP_V_1388,sdv-id-BTLArD,Industrial Chemicals,1002,50.0,792,SHIP_V_1388,19.04
SHIP_V_1199,sdv-id-Zkadza,Solar Panels,566,120.0,1457,SHIP_V_1199,3.716666666666667
SHIP_V_1129,sdv-id-EccnPu,Ready-made Garments,2140,8.5,1156,SHIP_V_1129,250.76470588235293
SHIP_V_1872,sdv-id-HTctnQ,Solar Panels,183,120.0,1380,SHIP_V_1872,0.525
SHIP_V_1185,sdv-id-YLAMjE,Ready-made Garments,306,8.5,122,SHIP_V_1185,35.0
SHIP_V_1096,sdv-id-gzpdkV,Smartphones,1312,300.0,402,SHIP_V_1096,3.3733333333333335
SHIP_V_1279,sdv-id-fcGaMq,Ready-made Garments,1405,8.5,1307,SHIP_V_1279,164.2941176470588
SHIP_V_1517,sdv-id-ERadia,Raw Jute,1485,5.0,1479,SHIP_V_1517,296.0
SHIP_V_1827,sdv-id-PoZHJR,Industrial Chemicals,735,50.0,1139,SHIP_V_1827,13.7
SHIP_V_1562,sdv-id-KPEuTl,Smartphones,781,300.0,407,SHIP_V_1562,1.6033333333333333
SHIP_V_1733,sdv-id-qYsROB,Ready-made Garments,931,8.5,1118,SHIP_V_1733,108.52941176470588
SHIP_V_1541,sdv-id-snGkcu,Solar Panels,379,120.0,1131,SHIP_V_1541,2.158333333333333
SHIP_V_1150,sdv-id-FPmYsN,Industrial Chemicals,809,50.0,405,SHIP_V_1150,15.18
SHIP_V_1123,sdv-id-ACVWuH,Ready-made Garments,1251,8.5,755,SHIP_V_1123,146.1764705882353
SHIP_V_1920,sdv-id-uwjfTF,Industrial Chemicals,1168,50.0,610,SHIP_V_1920,22.36
SHIP_V_1909,sdv-id-FrqPvH,Industrial Chemicals,196,50.0,393,SHIP_V_1909,2.92
SHIP_V_1013,sdv-id-URCLvn,Ready-made Garments,290,8.5,1778,SHIP_V_1013,33.11764705882353
SHIP_V_1710,sdv-id-QaiyOg,Smartphones,2034,300.0,867,SHIP_V_1710,5.78
SHIP_V_1347,sdv-id-MYUTdo,Ready-made Garments,57,8.5,902,SHIP_V_1347,5.705882352941177
SHIP_V_1629,sdv-id-GrmHqE,Raw Jute,1686,5.0,219,SHIP_V_1629,336.2
SHIP_V_1673,sdv-id-RpBjam,Solar Panels,670,120.0,1097,SHIP_V_1673,4.583333333333333
SHIP_V_1278,sdv-id-IPXcrz,Smartphones,456,300.0,479,SHIP_V_1278,0.52
SHIP_V_1869,sdv-id-UPlndN,Industrial Chemicals,983,50.0,507,SHIP_V_1869,18.66
SHIP_V_1997,sdv-id-LnRbIQ,Industrial Chemicals,1126,50.0,1073,SHIP_V_1997,21.52
SHIP_V_1262,sdv-id-xQPpge,Raw Jute,1943,5.0,834,SHIP_V_1262,387.6
SHIP_V_1228,sdv-id-SABCSE,Industrial Chemicals,2570,50.0,1184,SHIP_V_1228,50.4
SHIP_V_1314,sdv-id-IXzHBC,Solar Panels,48,120.0,920,SHIP_V_1314,-0.6
