doc_id,swift_msg_id,commodity,unit_price,market_avg,qty,vessel_id,price_deviation
SHIP_V_1042,sdv-id-FpZngq,Raw Jute,49,5.0,1016,SHIP_V_1042,8.8
SHIP_V_1971,sdv-id-HjpTLb,Raw Jute,605,5.0,1967,SHIP_V_1971,120.0
SHIP_V_1495,sdv-id-HZeDXj,Smartphones,1472,300.0,285,SHIP_V_1495,3.9066666666666667
SHIP_V_1201,sdv-id-rQAkkY,Raw Jute,1177,5.0,1719,SHIP_V_1201,234.4
SHIP_V_1600,sdv-id-SNQnAK,Smartphones,1340,300.0,1148,SHIP_V_1600,3.466666666666667
SHIP_V_1655,sdv-id-dmfxDU,Raw Jute,240,5.0,1729,SHIP_V_1655,47.0
SHIP_V_1533,sdv-id-dmXxpQ,Raw Jute,1284,5.0,1483,SHIP_V_1533,255.8
SHIP_V_1873,sdv-id-mxSIdC,Ready-made Garments,234,8.5,1453,SHIP_V_1873,26.529411764705884
SHIP_V_1154,sdv-id-qJanDs,Solar Panels,361,120.0,509,SHIP_V_1154,2.0083333333333333
SHIP_V_1641,sdv-id-TorXZQ,Solar Panels,55,120.0,253,SHIP_V_1641,-0.5416666666666666
SHIP_V_1025,sdv-id-KysrEl,Raw Jute,488,5.0,849,SHIP_V_1025,96.6
SHIP_V_1461,sdv-id-OCNvwJ,Ready-made Garments,345,8.5,1985,SHIP_V_1461,39.588235294117645
SHIP_V_1132,sdv-id-pqspiD,Ready-made Garments,56,8.5,394,SHIP_V_1132,5.588235294117647
SHIP_V_1136,sdv-id-ubKfSm,Smartphones,1239,300.0,199,SHIP_V_1136,3.13
SHIP_V_1262,sdv-id-amFXoH,Industrial Chemicals,1415,50.0,1492,SHIP_V_1262,27.3
SHIP_V_1833,sdv-id-bXlvbH,Raw Jute,915,5.0,888,SHIP_V_1833,182.0
SHIP_V_1212,sdv-id-HBbeTd,Solar Panels,631,120.0,721,SHIP_V_1212,4.258333333333334
SHIP_V_1523,sdv-id-IKKlFj,Raw Jute,353,5.0,1861,SHIP_V_1523,69.6
SHIP_V_1354,sdv-id-xbXjVM,Solar Panels,1982,120.0,1497,SHIP_V_1354,15.516666666666667
SHIP_V_1726,sdv-id-gQVsAo,Industrial Chemicals,250,50.0,1153,SHIP_V_1726,4.0
SHIP_V_1738,sdv-id-sAnukt,Smartphones,153,300.0,912,SHIP_V_1738,-0.49
SHIP_V_1150,sdv-id-PsYFxp,Solar Panels,365,120.0,1841,SHIP_V_1150,2.0416666666666665
SHIP_V_1737,sdv-id-rTRGvq,Smartphones,422,300.0,1125,SHIP_V_1737,0.4066666666666667
SHIP_V_1062,sdv-id-yfvMVs,Solar Panels,224,120.0,1971,SHIP_V_1062,0.8666666666666667
SHIP_V_1187,sdv-id-SseGwh,Smartphones,290,300.0,1712,SHIP_V_1187,-0.03333333333333333
SHIP_V_1758,sdv-id-uRERjQ,Industrial Chemicals,1956,50.0,1843,SHIP_V_1758,38.12
SHIP_V_1499,sdv-id-hUJRaa,Industrial Chemicals,117,50.0,645,SHIP_V_1499,1.34
SHIP_V_1222,sdv-id-UDXzuD,Industrial Chemicals,801,50.0,1839,SHIP_V_1222,15.02
SHIP_V_1097,sdv-id-InBqfh,Smartphones,1746,300.0,331,SHIP_V_1097,4.82
SHIP_V_1186,sdv-id-lAJvkL,Industrial Chemicals,746,50.0,389,SHIP_V_1186,13.92
SHIP_V_1138,sdv-id-lBKKsE,Raw Jute,923,5.0,442,SHIP_V_1138,183.6
SHIP_V_1857,sdv-id-DRrxMg,Raw Jute,193,5.0,532,SHIP_V_1857,37.6
SHIP_V_1314,sdv-id-HnSxBC,Smartphones,225,300.0,1770,SHIP_V_1314,-0.25
SHIP_V_1598,sdv-id-RniEPm,Raw Jute,776,5.0,538,SHIP_V_1598,154.2
SHIP_V_1031,sdv-id-aObYgo,Raw Jute,845,5.0,1641,SHIP_V_1031,168.0
SHIP_V_1579,sdv-id-HikLaz,Ready-made Garments,149,8.5,1044,SHIP_V_1579,16.529411764705884
SHIP_V_1823,sdv-id-Iacicj,Solar Panels,41,120.0,916,SHIP_V_1823,-0.6583333333333333
SHIP_V_1932,sdv-id-DZgSFn,Raw Jute,873,5.0,723,SHIP_V_1932,173.6
SHIP_V_1108,sdv-id-wIfcYA,Ready-made Garments,426,8.5,850,SHIP_V_1108,49.11764705882353
SHIP_V_1134,sdv-id-lwUoFa,Solar Panels,289,120.0,1052,SHIP_V_1134,1.4083333333333334
SHIP_V_1111,sdv-id-mCQaoC,Smartphones,1389,300.0,510,SHIP_V_1111,3.63
SHIP_V_1680,sdv-id-JFDLhg,Ready-made Garments,459,8.5,1054,SHIP_V_1680,53.0
SHIP_V_1593,sdv-id-Dhluin,Ready-made Garments,369,8.5,963,SHIP_V_1593,42.411764705882355
SHIP_V_1720,sdv-id-zMTXyT,Industrial Chemicals,401,50.0,1409,SHIP_V_1720,7.02
SHIP_V_1590,sdv-id-NlZxRy,Industrial Chemicals,1957,50.0,455,SHIP_V_1590,38.14
SHIP_V_1677,sdv-id-gOijaV,Smartphones,368,300.0,1840,SHIP_V_1677,0.22666666666666666
SHIP_V_1925,sdv-id-FfFJxB,Smartphones,500,300.0,392,SHIP_V_1925,0.6666666666666666
SHIP_V_1731,sdv-id-bOffcQ,Industrial Chemicals,145,50.0,849,SHIP_V_1731,1.9
SHIP_V_1496,sdv-id-UqAnqW,Smartphones,1772,300.0,782,SHIP_V_1496,4.906666666666666
SHIP_V_1183,sdv-id-DfnKUN,Solar Panels,1190,120.0,1226,SHIP_V_1183,8.916666666666666
SHIP_V_1020,sdv-id-pQQFwK,Solar Panels,518,120.0,1913,SHIP_V_1020,3.316666666666667
SHIP_V_1348,sdv-id-QpFQsv,Raw Jute,618,5.0,1251,SHIP_V_1348,122.6
SHIP_V_1574,sdv-id-QyFifJ,Raw Jute,475,5.0,1796,SHIP_V_1574,94.0
SHIP_V_1125,sdv-id-VHdBHo,Ready-made Garments,795,8.5,164,SHIP_V_1125,92.52941176470588
SHIP_V_1100,sdv-id-SZfDkS,Ready-made Garments,719,8.5,1292,SHIP_V_1100,83.58823529411765
SHIP_V_1168,sdv-id-AySGol,Industrial Chemicals,1129,50.0,601,SHIP_V_1168,21.58
SHIP_V_1689,sdv-id-JmxDSq,Raw Jute,1221,5.0,832,SHIP_V_1689,243.2
SHIP_V_1759,sdv-id-lYkUsu,Smartphones,280,300.0,1608,SHIP_V_1759,-0.06666666666666667
SHIP_V_1552,sdv-id-umiutQ,Raw Jute,262,5.0,569,SHIP_V_1552,51.4
SHIP_V_1357,sdv-id-mIXKLO,Industrial Chemicals,251,50.0,1709,SHIP_V_1357,4.02
SHIP_V_1240,sdv-id-ydiWAs,Industrial Chemicals,1121,50.0,1739,SHIP_V_1240,21.42
SHIP_V_1946,sdv-id-jIQwGG,Ready-made Garments,728,8.5,980,SHIP_V_1946,84.6470588235294
SHIP_V_1386,sdv-id-vagiii,Solar Panels,158,120.0,453,SHIP_V_1386,0.31666666666666665
SHIP_V_1070,sdv-id-TgchNL,Raw Jute,311,5.0,572,SHIP_V_1070,61.2
SHIP_V_1137,sdv-id-HTOakA,Smartphones,348,300.0,417,SHIP_V_1137,0.16
SHIP_V_1830,sdv-id-BWNSzZ,Ready-made Garments,2078,8.5,481,SHIP_V_1830,243.47058823529412
SHIP_V_1349,sdv-id-DgLKPi,Ready-made Garments,390,8.5,185,SHIP_V_1349,44.88235294117647
SHIP_V_1148,sdv-id-HgCUEp,Smartphones,111,300.0,1012,SHIP_V_1148,-0.63
SHIP_V_1137,sdv-id-ANqLkR,Smartphones,554,300.0,110,SHIP_V_1137,0.8466666666666667
SHIP_V_1815,sdv-id-gTrMle,Smartphones,219,300.0,168,SHIP_V_1815,-0.27
SHIP_V_1450,sdv-id-ATXcSW,Solar Panels,489,120.0,1239,SHIP_V_1450,3.075
SHIP_V_1423,sdv-id-mYiYOB,Ready-made Garments,340,8.5,1753,SHIP_V_1423,39.0
SHIP_V_1023,sdv-id-rcqutu,Solar Panels,247,120.0,884,SHIP_V_1023,1.0583333333333333
SHIP_V_1096,sdv-id-fBAyBj,Solar Panels,820,120.0,1357,SHIP_V_1096,5.833333333333333
SHIP_V_1403,sdv-id-kuzFRr,Solar Panels,229,120.0,1418,SHIP_V_1403,0.9083333333333333
SHIP_V_1399,sdv-id-dGbSMS,Raw Jute,125,5.0,1943,SHIP_V_1399,24.0
SHIP_V_1891,sdv-id-SwQNDg,Industrial Chemicals,113,50.0,1619,SHIP_V_1891,1.26
SHIP_V_1044,sdv-id-BeUXQn,Solar Panels,1319,120.0,423,SHIP_V_1044,9.991666666666667
SHIP_V_1973,sdv-id-fiIpgE,Industrial Chemicals,1117,50.0,136,SHIP_V_1973,21.34
SHIP_V_1060,sdv-id-pevFrg,Raw Jute,498,5.0,458,SHIP_V_1060,98.6
SHIP_V_1038,sdv-id-GHbwSy,Ready-made Garments,114,8.5,1906,SHIP_V_1038,12.411764705882353
SHIP_V_1262,sdv-id-LkdoHv,Smartphones,934,300.0,1119,SHIP_V_1262,2.1133333333333333
SHIP_V_1121,sdv-id-MoJVzg,Smartphones,2141,300.0,722,SHIP_V_1121,6.136666666666667
SHIP_V_1894,sdv-id-Ezppwn,Raw Jute,1655,5.0,777,SHIP_V_1894,330.0
SHIP_V_1606,sdv-id-zPSlRx,Ready-made Garments,9,8.5,654,SHIP_V_1606,0.058823529411764705
SHIP_V_1003,sdv-id-MaLaDi,Industrial Chemicals,883,50.0,1109,SHIP_V_1003,16.66
SHIP_V_1093,sdv-id-dPpAQd,Solar Panels,49,120.0,1716,SHIP_V_1093,-0.5916666666666667
SHIP_V_1988,sdv-id-BckGFj,Smartphones,6,300.0,1999,SHIP_V_1988,-0.98
SHIP_V_1567,sdv-id-AAWqRk,Solar Panels,385,120.0,324,SHIP_V_1567,2.2083333333333335
SHIP_V_1406,sdv-id-qGerPJ,Ready-made Garments,3270,8.5,317,SHIP_V_1406,383.70588235294116
SHIP_V_1096,sdv-id-KrqyCo,Raw Jute,815,5.0,1804,SHIP_V_1096,162.0
SHIP_V_1825,sdv-id-HIlSnx,Industrial Chemicals,337,50.0,1935,SHIP_V_1825,5.74
SHIP_V_1398,sdv-id-tvWwDr,Solar Panels,66,120.0,1862,SHIP_V_1398,-0.45
SHIP_V_1544,sdv-id-oXdrEx,Solar Panels,92,120.0,1828,SHIP_V_1544,-0.23333333333333334
SHIP_V_1362,sdv-id-bSzXvd,Solar Panels,811,120.0,1822,SHIP_V_1362,5.758333333333334
SHIP_V_1189,sdv-id-QUyWvd,Smartphones,30,300.0,1328,SHIP_V_1189,-0.9
SHIP_V_1936,sdv-id-vPtyVs,Ready-made Garments,328,8.5,1845,SHIP_V_1936,37.588235294117645
SHIP_V_1200,sdv-id-KEiVor,Ready-made Garments,952,8.5,758,SHIP_V_1200,111.0
SHIP_V_1849,sdv-id-eddBTk,Ready-made Garments,223,8.5,813,SHIP_V_1849,25.235294117647058
SHIP_V_1905,sdv-id-mouTCc,Raw Jute,1381,5.0,574,SHIP_V_1905,275.2
SHIP_V_1794,sdv-id-tOvEla,Smartphones,440,300.0,770,SHIP_V_1794,0.4666666666666667
SHIP_V_1158,sdv-id-XaPHVM,Industrial Chemicals,253,50.0,955,SHIP_V_1158,4.06
SHIP_V_1839,sdv-id-nByBcI,Raw Jute,747,5.0,1513,SHIP_V_1839,148.4
SHIP_V_1676,sdv-id-pOhgus,Ready-made Garments,517,8.5,1341,SHIP_V_1676,59.8235294117647
SHIP_V_1229,sdv-id-SIwLtu,Solar Panels,235,120.0,1432,SHIP_V_1229,0.9583333333333334
SHIP_V_1944,sdv-id-HFsNUw,Industrial Chemicals,516,50.0,1547,SHIP_V_1944,9.32
SHIP_V_1915,sdv-id-CcNIsS,Ready-made Garments,980,8.5,770,SHIP_V_1915,114.29411764705883
SHIP_V_1552,sdv-id-pSNpOr,Ready-made Garments,578,8.5,1918,SHIP_V_1552,67.0
SHIP_V_1796,sdv-id-wMvuxa,Industrial Chemicals,560,50.0,889,SHIP_V_1796,10.2
SHIP_V_1053,sdv-id-TYejhq,Industrial Chemicals,942,50.0,827,SHIP_V_1053,17.84
SHIP_V_1937,sdv-id-BfUdhU,Smartphones,1374,300.0,590,SHIP_V_1937,3.58
SHIP_V_1520,sdv-id-jMRxJv,Smartphones,2064,300.0,1634,SHIP_V_1520,5.88
SHIP_V_1501,sdv-id-HALeaa,Ready-made Garments,193,8.5,1235,SHIP_V_1501,21.705882352941178
SHIP_V_1003,sdv-id-KRcbZT,Raw Jute,922,5.0,531,SHIP_V_1003,183.4
SHIP_V_1428,sdv-id-EjmTxr,Ready-made Garments,2144,8.5,670,SHIP_V_1428,251.23529411764707
SHIP_V_1148,sdv-id-xtEIGX,Smartphones,2339,300.0,769,SHIP_V_1148,6.796666666666667
SHIP_V_1578,sdv-id-KwTmnW,Raw Jute,1134,5.0,1878,SHIP_V_1578,225.8
SHIP_V_1444,sdv-id-GHSYjL,Raw Jute,104,5.0,1351,SHIP_V_1444,19.8
SHIP_V_1168,sdv-id-oCyKYC,Solar Panels,217,120.0,545,SHIP_V_1168,0.8083333333333333
SHIP_V_1879,sdv-id-fhTTgS,Industrial Chemicals,2420,50.0,1578,SHIP_V_1879,47.4
SHIP_V_1225,sdv-id-vhWTsN,Solar Panels,219,120.0,1648,SHIP_V_1225,0.825
SHIP_V_1629,sdv-id-gTwubU,Smartphones,1362,300.0,460,SHIP_V_1629,3.54
SHIP_V_1937,sdv-id-HYcsJR,Ready-made Garments,183,8.5,1819,SHIP_V_1937,20.529411764705884
SHIP_V_1404,sdv-id-jdZbyC,Raw Jute,2390,5.0,917,SHIP_V_1404,477.0
SHIP_V_1571,sdv-id-dYshVy,Industrial Chemicals,1338,50.0,869,SHIP_V_1571,25.76
SHIP_V_1712,sdv-id-IATEed,Industrial Chemicals,274,50.0,1106,SHIP_V_1712,4.48
SHIP_V_1136,sdv-id-MVJBKP,Ready-made Garments,571,8.5,1662,SHIP_V_1136,66.17647058823529
SHIP_V_1334,sdv-id-VknqUk,Smartphones,302,300.0,1737,SHIP_V_1334,0.006666666666666667
SHIP_V_1321,sdv-id-ybbVIu,Smartphones,974,300.0,1380,SHIP_V_1321,2.2466666666666666
SHIP_V_1025,sdv-id-dYjrfL,Solar Panels,116,120.0,594,SHIP_V_1025,-0.03333333333333333
SHIP_V_1874,sdv-id-jHcWOP,Smartphones,1214,300.0,369,SHIP_V_1874,3.046666666666667
SHIP_V_1096,sdv-id-dpAPZl,Ready-made Garments,814,8.5,964,SHIP_V_1096,94.76470588235294
SHIP_V_1365,sdv-id-UQCsVy,Solar Panels,2241,120.0,975,SHIP_V_1365,17.675
SHIP_V_1515,sdv-id-UBoLqH,Industrial Chemicals,722,50.0,897,SHIP_V_1515,13.44
SHIP_V_1281,sdv-id-fDhhsL,Raw Jute,2030,5.0,1154,SHIP_V_1281,405.0
SHIP_V_1072,sdv-id-KkaCTJ,Raw Jute,555,5.0,1734,SHIP_V_1072,110.0
SHIP_V_1120,sdv-id-SOwgRJ,Ready-made Garments,101,8.5,933,SHIP_V_1120,10.882352941176471
SHIP_V_1572,sdv-id-RHYsNY,Smartphones,1905,300.0,1833,SHIP_V_1572,5.35
SHIP_V_1512,sdv-id-ERnigt,Industrial Chemicals,1576,50.0,110,SHIP_V_1512,30.52
SHIP_V_1853,sdv-id-yHYotr,Industrial Chemicals,712,50.0,1742,SHIP_V_1853,13.24
SHIP_V_1321,sdv-id-YOMRkx,Ready-made Garments,1626,8.5,192,SHIP_V_1321,190.2941176470588
SHIP_V_1224,sdv-id-foIJgp,Ready-made Garments,187,8.5,1212,SHIP_V_1224,21.0
SHIP_V_1651,sdv-id-UFCqbv,Raw Jute,10,5.0,464,SHIP_V_1651,1.0
SHIP_V_1340,sdv-id-wKFeuk,Solar Panels,591,120.0,524,SHIP_V_1340,3.925
SHIP_V_1249,sdv-id-jvJXtE,Solar Panels,223,120.0,277,SHIP_V_1249,0.8583333333333333
SHIP_V_1426,sdv-id-JLvrnm,Raw Jute,327,5.0,141,SHIP_V_1426,64.4
SHIP_V_1342,sdv-id-bgcHHZ,Industrial Chemicals,929,50.0,158,SHIP_V_1342,17.58
SHIP_V_1431,sdv-id-cFnFyK,Smartphones,1602,300.0,335,SHIP_V_1431,4.34
SHIP_V_1249,sdv-id-YTYijC,Smartphones,401,300.0,718,SHIP_V_1249,0.33666666666666667
SHIP_V_1749,sdv-id-MDoqTx,Ready-made Garments,987,8.5,263,SHIP_V_1749,115.11764705882354
SHIP_V_1316,sdv-id-ASgtaO,Smartphones,328,300.0,1194,SHIP_V_1316,0.09333333333333334
SHIP_V_1996,sdv-id-VBFLCE,Solar Panels,804,120.0,841,SHIP_V_1996,5.7
SHIP_V_1794,sdv-id-LGBAvM,Solar Panels,25,120.0,1751,SHIP_V_1794,-0.7916666666666666
SHIP_V_1554,sdv-id-TkvYsT,Smartphones,333,300.0,1062,SHIP_V_1554,0.11
SHIP_V_1514,sdv-id-TKSFMa,Industrial Chemicals,800,50.0,703,SHIP_V_1514,15.0
SHIP_V_1335,sdv-id-KQOjXU,Smartphones,31,300.0,293,SHIP_V_1335,-0.8966666666666666
SHIP_V_1188,sdv-id-jUBdZi,Industrial Chemicals,1431,50.0,1411,SHIP_V_1188,27.62
SHIP_V_1534,sdv-id-bOlhfE,Industrial Chemicals,316,50.0,904,SHIP_V_1534,5.32
SHIP_V_1467,sdv-id-qtCTQT,Solar Panels,14,120.0,1880,SHIP_V_1467,-0.8833333333333333
SHIP_V_1473,sdv-id-FqwUkp,Industrial Chemicals,609,50.0,1224,SHIP_V_1473,11.18
SHIP_V_1524,sdv-id-aCglWd,Industrial Chemicals,475,50.0,1002,SHIP_V_1524,8.5
SHIP_V_1989,sdv-id-GCmfsT,Ready-made Garments,423,8.5,1839,SHIP_V_1989,48.76470588235294
SHIP_V_1242,sdv-id-DMIKJF,Raw Jute,879,5.0,171,SHIP_V_1242,174.8
SHIP_V_1355,sdv-id-jABHPZ,Smartphones,1271,300.0,854,SHIP_V_1355,3.236666666666667
SHIP_V_1534,sdv-id-VGJsQF,Solar Panels,1739,120.0,1962,SHIP_V_1534,13.491666666666667
SHIP_V_1568,sdv-id-Alpilw,Smartphones,1764,300.0,1611,SHIP_V_1568,4.88
SHIP_V_1937,sdv-id-ZaTCVl,Smartphones,1857,300.0,900,SHIP_V_1937,5.19
SHIP_V_1553,sdv-id-idlRjE,Solar Panels,2142,120.0,974,SHIP_V_1553,16.85
SHIP_V_1704,sdv-id-uAKCuq,Smartphones,518,300.0,1765,SHIP_V_1704,0.7266666666666667
SHIP_V_1114,sdv-id-eZTQoo,Ready-made Garments,1451,8.5,606,SHIP_V_1114,169.7058823529412
SHIP_V_1141,sdv-id-ndneAh,Ready-made Garments,948,8.5,331,SHIP_V_1141,110.52941176470588
SHIP_V_1306,sdv-id-oGnPXy,Raw Jute,2023,5.0,1794,SHIP_V_1306,403.6
SHIP_V_1456,sdv-id-ptKuoS,Industrial Chemicals,989,50.0,258,SHIP_V_1456,18.78
SHIP_V_1553,sdv-id-boRFyx,Industrial Chemicals,1884,50.0,327,SHIP_V_1553,36.68
SHIP_V_1753,sdv-id-NuSyYu,Smartphones,1263,300.0,1343,SHIP_V_1753,3.21
SHIP_V_1148,sdv-id-cSYryk,Solar Panels,359,120.0,750,SHIP_V_1148,1.9916666666666667
SHIP_V_1837,sdv-id-dxZXhL,Industrial Chemicals,498,50.0,389,SHIP_V_1837,8.96
SHIP_V_1453,sdv-id-dOmuBI,Raw Jute,1509,5.0,142,SHIP_V_1453,300.8
SHIP_V_1286,sdv-id-nhJaVF,Solar Panels,446,120.0,509,SHIP_V_1286,2.716666666666667
SHIP_V_1145,sdv-id-bFkTaJ,Raw Jute,706,5.0,1008,SHIP_V_1145,140.2
SHIP_V_1178,sdv-id-SKazDl,Solar Panels,209,120.0,1218,SHIP_V_1178,0.7416666666666667
SHIP_V_1664,sdv-id-euwSJs,Industrial Chemicals,260,50.0,1574,SHIP_V_1664,4.2
SHIP_V_1793,sdv-id-FCqkoI,Industrial Chemicals,393,50.0,1541,SHIP_V_1793,6.86
SHIP_V_1655,sdv-id-gfNrHF,Raw Jute,550,5.0,1571,SHIP_V_1655,109.0
SHIP_V_1353,sdv-id-NrMueP,Industrial Chemicals,168,50.0,858,SHIP_V_1353,2.36
SHIP_V_1493,sdv-id-XdFMiS,Industrial Chemicals,52,50.0,1787,SHIP_V_1493,0.04
SHIP_V_1251,sdv-id-AIrzoQ,Industrial Chemicals,1359,50.0,528,SHIP_V_1251,26.18
SHIP_V_1957,sdv-id-sQtZQw,Solar Panels,391,120.0,658,SHIP_V_1957,2.2583333333333333
SHIP_V_1156,sdv-id-nykpdN,Industrial Chemicals,630,50.0,421,SHIP_V_1156,11.6
SHIP_V_1088,sdv-id-WZZXik,Smartphones,274,300.0,1429,SHIP_V_1088,-0.08666666666666667
SHIP_V_1306,sdv-id-hIzWcs,Smartphones,488,300.0,1762,SHIP_V_1306,0.6266666666666667
SHIP_V_1466,sdv-id-KHbAkw,Ready-made Garments,454,8.5,1639,SHIP_V_1466,52.411764705882355
SHIP_V_1878,sdv-id-aEPBTy,Ready-made Garments,65,8.5,603,SHIP_V_1878,6.647058823529412
SHIP_V_1467,sdv-id-GODVdL,Industrial Chemicals,554,50.0,1300,SHIP_V_1467,10.08
SHIP_V_1417,sdv-id-LTdIcw,Ready-made Garments,179,8.5,707,SHIP_V_1417,20.058823529411764
SHIP_V_1894,sdv-id-isoLaP,Ready-made Garments,332,8.5,1090,SHIP_V_1894,38.05882352941177
SHIP_V_1278,sdv-id-aRYUlg,Smartphones,1114,300.0,516,SHIP_V_1278,2.7133333333333334
SHIP_V_1620,sdv-id-HgkSjW,Raw Jute,198,5.0,174,SHIP_V_1620,38.6
SHIP_V_1926,sdv-id-SLUNGK,Smartphones,819,300.0,1222,SHIP_V_1926,1.73
SHIP_V_1310,sdv-id-ofPrCb,Industrial Chemicals,1833,50.0,1422,SHIP_V_1310,35.66
SHIP_V_1601,sdv-id-OAvSSk,Raw Jute,979,5.0,288,SHIP_V_1601,194.8
SHIP_V_1300,sdv-id-FMerrB,Ready-made Garments,1843,8.5,1611,SHIP_V_1300,215.8235294117647
SHIP_V_1558,sdv-id-jRYXvb,Industrial Chemicals,888,50.0,1448,SHIP_V_1558,16.76
SHIP_V_1147,sdv-id-mWNRrw,Smartphones,913,300.0,1879,SHIP_V_1147,2.0433333333333334
SHIP_V_1045,sdv-id-iAheaj,Smartphones,2236,300.0,1562,SHIP_V_1045,6.453333333333333
SHIP_V_1698,sdv-id-dXgUto,Ready-made Garments,1900,8.5,396,SHIP_V_1698,222.52941176470588
