txn_id,account_id,bank_id,amount,currency,timestamp,is_dormant_flag,label
TXN_5040,ACC_141,BANK_UK_02,17472,USD,2026-01-02 04:35:00,0,0
TXN_5041,ACC_137,BANK_UK_01,87165,USD,2026-02-18 14:59:00,0,0
TXN_5042,ACC_288,BANK_BD_02,47250,USD,2026-01-18 17:27:00,0,0
TXN_5043,ACC_161,BANK_UK_02,23688,USD,2026-03-25 15:10:00,0,0
TXN_5044,ACC_101,BANK_BD_01,56304,USD,2026-02-04 09:09:00,0,0
TXN_5045,ACC_128,BANK_BD_02,26466,USD,2026-01-07 03:28:00,0,0
TXN_5046,ACC_160,BANK_BD_02,27783,USD,2026-02-25 16:07:00,0,0
TXN_5047,ACC_215,BANK_UK_01,56196,USD,2026-02-02 12:26:00,0,0
TXN_5048,ACC_108,BANK_BD_01,17618,USD,2026-01-07 15:53:00,0,0
TXN_5049,ACC_290,BANK_BD_02,12210,USD,2026-03-18 22:36:00,0,0
TXN_5050,ACC_112,BANK_BD_01,13040,USD,2026-01-17 18:33:00,0,0
TXN_5051,ACC_198,BANK_UK_02,81066,USD,2026-02-02 08:37:00,0,0
TXN_5052,ACC_280,BANK_UK_01,19120,USD,2026-04-01 06:34:00,0,0
TXN_5053,ACC_274,BANK_BD_02,57225,USD,2026-02-22 18:24:00,0,0
TXN_5054,ACC_197,BANK_UK_01,43095,USD,2026-02-12 01:55:00,0,0
TXN_5055,ACC_179,BANK_BD_01,43622,USD,2026-01-29 17:47:00,0,0
TXN_5056,ACC_151,BANK_UK_01,61280,USD,2026-01-02 18:33:00,0,0
TXN_5057,ACC_127,BANK_UK_02,5876,USD,2026-04-01 10:03:00,0,0
TXN_5058,ACC_132,BANK_UK_01,69135,USD,2026-02-09 12:27:00,0,0
TXN_5059,ACC_249,BANK_BD_02,67770,USD,2026-01-04 13:46:00,0,0
TXN_5060,ACC_106,BANK_UK_02,50422,USD,2026-03-30 05:29:00,0,0
TXN_5061,ACC_184,BANK_BD_02,88990,USD,2026-02-16 08:27:00,0,0
TXN_5062,ACC_141,BANK_BD_02,26163,USD,2026-02-16 11:59:00,0,0
TXN_5063,ACC_202,BANK_BD_01,21456,USD,2026-02-07 08:06:00,0,0
TXN_5064,ACC_222,BANK_UK_01,21372,USD,2026-03-05 20:38:00,0,0
TXN_5065,ACC_131,BANK_UK_02,29600,USD,2026-02-22 00:47:00,0,0
TXN_5066,ACC_281,BANK_BD_01,63250,USD,2026-02-02 18:31:00,0,0
TXN_5067,ACC_116,BANK_UK_02,27302,USD,2026-03-12 13:21:00,0,0
TXN_5068,ACC_110,BANK_UK_02,27252,USD,2026-02-12 08:35:00,0,0
TXN_5069,ACC_185,BANK_UK_02,13800,USD,2026-02-13 20:35:00,0,0
TXN_5070,ACC_151,BANK_UK_02,26946,USD,2026-02-07 02:37:00,0,0
TXN_5071,ACC_253,BANK_BD_01,4350,USD,2026-02-21 03:40:00,0,0
TXN_5072,ACC_149,BANK_BD_02,38896,USD,2026-01-09 21:05:00,0,0
TXN_5073,ACC_106,BANK_BD_01,43692,USD,2026-03-19 11:18:00,0,0
TXN_5074,ACC_180,BANK_BD_02,1494904,USD,2026-02-24 22:26:00,1,1
TXN_5075,ACC_116,BANK_BD_01,34323,USD,2026-02-12 05:31:00,0,0
TXN_5076,ACC_298,BANK_BD_01,120000,USD,2026-02-25 04:05:00,0,0
TXN_5077,ACC_116,BANK_BD_02,29800,USD,2026-03-01 15:38:00,0,0
TXN_5078,ACC_262,BANK_BD_01,3637440,USD,2026-03-18 17:19:00,1,1
TXN_5079,ACC_237,BANK_BD_01,64860,USD,2026-02-08 21:58:00,0,0
TXN_5080,ACC_196,BANK_UK_02,85277,USD,2026-02-05 14:46:00,0,0
TXN_5081,ACC_191,BANK_BD_02,55742,USD,2026-02-23 18:06:00,0,0
TXN_5082,ACC_244,BANK_BD_02,41412,USD,2026-03-09 00:33:00,0,0
TXN_5083,ACC_105,BANK_UK_02,46695,USD,2026-02-13 07:00:00,0,0
TXN_5084,ACC_142,BANK_BD_01,45816,USD,2026-03-06 02:06:00,0,0
TXN_5085,ACC_105,BANK_UK_01,59940,USD,2026-03-28 05:12:00,0,0
TXN_5086,ACC_238,BANK_UK_02,20889,USD,2026-01-27 16:42:00,0,0
TXN_5087,ACC_109,BANK_BD_02,29727,USD,2026-03-22 06:46:00,0,0
TXN_5088,ACC_282,BANK_UK_01,722142,USD,2026-03-02 06:17:00,1,1
TXN_5089,ACC_292,BANK_UK_01,86944,USD,2026-03-13 17:21:00,0,0
TXN_5090,ACC_160,BANK_UK_02,42288,USD,2026-01-27 02:20:00,0,0
TXN_5091,ACC_196,BANK_UK_02,4590,USD,2026-03-28 12:46:00,0,0
TXN_5092,ACC_292,BANK_UK_01,22338,USD,2026-03-04 08:41:00,0,0
TXN_5093,ACC_238,BANK_BD_01,113680,USD,2026-01-09 22:39:00,0,0
TXN_5094,ACC_145,BANK_BD_02,55347,USD,2026-03-13 14:31:00,0,0
TXN_5095,ACC_274,BANK_BD_01,45708,USD,2026-01-20 18:26:00,0,0
TXN_5096,ACC_134,BANK_BD_02,3119144,USD,2026-01-07 14:11:00,1,1
TXN_5097,ACC_162,BANK_UK_02,2544,USD,2026-01-29 03:51:00,1,1
TXN_5098,ACC_114,BANK_UK_02,108960,USD,2026-03-29 13:03:00,0,0
TXN_5099,ACC_283,BANK_UK_02,45024,USD,2026-01-04 17:47:00,0,0
TXN_5100,ACC_150,BANK_BD_01,35560,USD,2026-01-22 12:10:00,0,0
TXN_5101,ACC_115,BANK_BD_02,21978,USD,2026-03-20 16:19:00,0,0
TXN_5102,ACC_273,BANK_BD_02,5216,USD,2026-01-20 22:05:00,0,0
TXN_5103,ACC_149,BANK_BD_02,42016,USD,2026-02-02 13:10:00,0,0
TXN_5104,ACC_266,BANK_BD_01,24912,USD,2026-01-02 22:48:00,0,0
TXN_5105,ACC_237,BANK_UK_01,42592,USD,2026-01-04 06:32:00,0,0
TXN_5106,ACC_180,BANK_BD_01,29040,USD,2026-02-25 10:04:00,0,0
TXN_5107,ACC_180,BANK_UK_01,77056,USD,2026-01-02 12:23:00,0,0
TXN_5108,ACC_122,BANK_UK_02,19140,USD,2026-01-02 14:15:00,0,0
TXN_5109,ACC_246,BANK_BD_01,3672,USD,2026-02-03 09:22:00,0,0
TXN_5110,ACC_274,BANK_UK_02,38080,USD,2026-01-10 12:03:00,0,0
TXN_5111,ACC_278,BANK_BD_02,39644,USD,2026-01-21 04:04:00,0,0
TXN_5112,ACC_117,BANK_UK_02,48444,USD,2026-03-13 00:30:00,0,0
TXN_5113,ACC_132,BANK_BD_02,44256,USD,2026-03-09 13:09:00,0,0
TXN_5114,ACC_183,BANK_BD_01,11577,USD,2026-01-07 05:10:00,0,0
TXN_5115,ACC_174,BANK_BD_02,35420,USD,2026-04-01 02:41:00,0,0
TXN_5116,ACC_256,BANK_UK_01,1539567,USD,2026-01-04 17:38:00,1,1
TXN_5117,ACC_276,BANK_BD_02,44370,USD,2026-03-27 09:21:00,0,0
TXN_5118,ACC_245,BANK_UK_01,29756,USD,2026-02-27 15:26:00,0,0
TXN_5119,ACC_149,BANK_UK_01,52290,USD,2026-01-19 12:24:00,0,0
TXN_5120,ACC_138,BANK_BD_02,42975,USD,2026-03-09 13:09:00,0,0
TXN_5121,ACC_297,BANK_BD_01,43704,USD,2026-02-16 02:43:00,0,0
TXN_5122,ACC_180,BANK_UK_01,87132,USD,2026-01-17 18:12:00,0,0
TXN_5123,ACC_176,BANK_BD_01,34918,USD,2026-02-14 04:09:00,0,0
TXN_5124,ACC_295,BANK_UK_02,3888,USD,2026-03-27 15:14:00,0,0
TXN_5125,ACC_257,BANK_BD_02,95368,USD,2026-03-04 00:57:00,0,0
TXN_5126,ACC_297,BANK_UK_01,31978,USD,2026-01-23 22:32:00,0,0
TXN_5127,ACC_206,BANK_UK_01,4563,USD,2026-02-18 22:57:00,1,1
TXN_5128,ACC_222,BANK_UK_02,14274,USD,2026-03-15 10:55:00,0,0
TXN_5129,ACC_181,BANK_BD_01,2556,USD,2026-01-19 11:20:00,1,1
TXN_5130,ACC_107,BANK_UK_01,9308,USD,2026-02-09 06:48:00,0,0
TXN_5131,ACC_252,BANK_BD_01,30960,USD,2026-01-12 02:29:00,0,0
TXN_5132,ACC_110,BANK_BD_01,61072,USD,2026-03-18 07:12:00,0,0
TXN_5133,ACC_213,BANK_BD_01,3616471,USD,2026-02-02 17:35:00,1,1
TXN_5134,ACC_190,BANK_BD_02,95460,USD,2026-03-24 15:05:00,0,0
TXN_5135,ACC_158,BANK_UK_01,7544,USD,2026-03-26 11:56:00,1,1
TXN_5136,ACC_259,BANK_BD_02,50690,USD,2026-03-12 18:38:00,0,0
TXN_5137,ACC_259,BANK_BD_02,9786,USD,2026-02-25 11:38:00,0,0
TXN_5138,ACC_271,BANK_UK_02,27360,USD,2026-03-22 23:36:00,0,0
TXN_5139,ACC_108,BANK_UK_01,2254,USD,2026-02-26 17:06:00,1,1
TXN_5140,ACC_239,BANK_UK_02,49808,USD,2026-01-14 01:44:00,0,0
TXN_5141,ACC_214,BANK_UK_02,16960,USD,2026-01-05 21:06:00,0,0
TXN_5142,ACC_121,BANK_UK_02,26758,USD,2026-02-14 02:45:00,0,0
TXN_5143,ACC_277,BANK_UK_02,2496,USD,2026-01-28 23:21:00,0,0
TXN_5144,ACC_105,BANK_UK_02,16646,USD,2026-03-04 18:15:00,0,0
TXN_5145,ACC_150,BANK_UK_02,63504,USD,2026-02-09 08:41:00,0,0
TXN_5146,ACC_163,BANK_UK_02,30940,USD,2026-01-05 16:41:00,0,0
TXN_5147,ACC_260,BANK_UK_01,47790,USD,2026-02-28 22:25:00,0,0
TXN_5148,ACC_250,BANK_UK_02,65250,USD,2026-02-22 23:16:00,0,0
TXN_5149,ACC_167,BANK_BD_02,32595,USD,2026-01-08 13:29:00,0,0
TXN_5150,ACC_233,BANK_UK_02,82733,USD,2026-01-12 20:31:00,0,0
TXN_5151,ACC_287,BANK_UK_02,47544,USD,2026-02-26 17:33:00,0,0
TXN_5152,ACC_178,BANK_BD_01,97053,USD,2026-01-14 00:28:00,0,0
TXN_5153,ACC_163,BANK_UK_01,8729,USD,2026-02-21 04:10:00,0,0
TXN_5154,ACC_281,BANK_BD_02,36478,USD,2026-01-26 21:24:00,0,0
TXN_5155,ACC_146,BANK_UK_01,59796,USD,2026-01-18 08:23:00,0,0
TXN_5156,ACC_127,BANK_UK_01,20808,USD,2026-03-01 15:36:00,0,0
TXN_5157,ACC_259,BANK_UK_02,22000,USD,2026-02-10 01:19:00,0,0
TXN_5158,ACC_177,BANK_BD_01,40137,USD,2026-03-23 21:15:00,0,0
TXN_5159,ACC_211,BANK_UK_01,7614,USD,2026-03-13 06:31:00,0,0
TXN_5160,ACC_110,BANK_UK_02,79581,USD,2026-01-02 10:07:00,0,0
TXN_5161,ACC_259,BANK_UK_01,1252216,USD,2026-02-14 04:17:00,1,1
TXN_5162,ACC_198,BANK_UK_01,49660,USD,2026-03-16 16:43:00,0,0
TXN_5163,ACC_212,BANK_BD_02,65520,USD,2026-03-11 22:51:00,0,0
TXN_5164,ACC_144,BANK_BD_01,29300,USD,2026-03-06 14:52:00,0,0
TXN_5165,ACC_105,BANK_BD_02,32800,USD,2026-02-14 14:25:00,0,0
TXN_5166,ACC_258,BANK_BD_02,38420,USD,2026-01-11 10:29:00,0,0
TXN_5167,ACC_212,BANK_UK_01,2540516,USD,2026-02-15 22:56:00,1,1
TXN_5168,ACC_212,BANK_BD_01,77039,USD,2026-01-24 13:50:00,0,0
TXN_5169,ACC_248,BANK_BD_01,45838,USD,2026-01-07 23:55:00,0,0
TXN_5170,ACC_142,BANK_UK_01,37622,USD,2026-02-28 10:57:00,0,0
TXN_5171,ACC_220,BANK_BD_01,10994,USD,2026-02-20 00:36:00,0,0
TXN_5172,ACC_233,BANK_BD_01,21280,USD,2026-02-17 11:54:00,0,0
TXN_5173,ACC_288,BANK_BD_02,14325,USD,2026-03-21 10:23:00,0,0
TXN_5174,ACC_132,BANK_UK_01,6440,USD,2026-02-11 07:39:00,1,1
TXN_5175,ACC_220,BANK_UK_02,38640,USD,2026-01-16 21:45:00,0,0
TXN_5176,ACC_257,BANK_UK_02,2864488,USD,2026-03-28 05:07:00,1,1
TXN_5177,ACC_155,BANK_UK_01,80685,USD,2026-02-23 23:23:00,0,0
TXN_5178,ACC_176,BANK_BD_01,49543,USD,2026-03-20 20:39:00,0,0
TXN_5179,ACC_267,BANK_UK_02,31360,USD,2026-02-23 13:30:00,0,0
TXN_5180,ACC_171,BANK_UK_01,3040,USD,2026-02-22 14:09:00,1,1
TXN_5181,ACC_166,BANK_UK_02,44428,USD,2026-02-22 18:06:00,0,0
TXN_5182,ACC_239,BANK_UK_01,13554,USD,2026-01-01 06:44:00,0,0
TXN_5183,ACC_224,BANK_BD_02,23232,USD,2026-01-08 14:55:00,0,0
TXN_5184,ACC_110,BANK_BD_01,6407,USD,2026-01-10 09:26:00,0,0
TXN_5185,ACC_249,BANK_BD_01,2309790,USD,2026-03-17 15:25:00,1,1
TXN_5186,ACC_128,BANK_UK_02,2265,USD,2026-03-03 09:52:00,1,1
TXN_5187,ACC_148,BANK_UK_02,5864,USD,2026-03-25 00:44:00,1,1
TXN_5188,ACC_142,BANK_UK_01,13632,USD,2026-03-07 18:01:00,0,0
TXN_5189,ACC_107,BANK_BD_01,3032778,USD,2026-01-26 19:12:00,1,1
TXN_5190,ACC_193,BANK_BD_02,27268,USD,2026-02-13 03:21:00,0,0
TXN_5191,ACC_242,BANK_BD_01,3725172,USD,2026-03-09 07:42:00,1,1
TXN_5192,ACC_201,BANK_UK_01,100856,USD,2026-03-08 16:47:00,0,0
TXN_5193,ACC_295,BANK_UK_01,76356,USD,2026-03-26 19:58:00,0,0
TXN_5194,ACC_194,BANK_UK_02,109984,USD,2026-02-07 13:00:00,0,0
TXN_5195,ACC_142,BANK_BD_02,65104,USD,2026-03-28 13:07:00,0,0
TXN_5196,ACC_160,BANK_BD_02,48024,USD,2026-01-20 15:30:00,0,0
TXN_5197,ACC_120,BANK_BD_01,36478,USD,2026-03-08 01:28:00,0,0
TXN_5198,ACC_175,BANK_BD_02,1648,USD,2026-02-16 18:41:00,0,0
TXN_5199,ACC_131,BANK_UK_02,37011,USD,2026-03-01 16:07:00,0,0
TXN_5200,ACC_253,BANK_UK_01,16635,USD,2026-01-25 18:55:00,0,0
TXN_5201,ACC_277,BANK_UK_02,12152,USD,2026-03-19 13:44:00,0,0
TXN_5202,ACC_225,BANK_BD_01,1425440,USD,2026-02-08 11:48:00,1,1
TXN_5203,ACC_241,BANK_UK_01,23232,USD,2026-01-29 23:45:00,0,0
TXN_5204,ACC_159,BANK_UK_01,30000,USD,2026-01-23 13:46:00,0,0
TXN_5205,ACC_117,BANK_BD_02,30672,USD,2026-01-05 09:14:00,0,0
TXN_5206,ACC_233,BANK_BD_02,16920,USD,2026-02-26 05:51:00,0,0
TXN_5207,ACC_264,BANK_BD_01,27650,USD,2026-03-10 23:18:00,0,0
TXN_5208,ACC_185,BANK_BD_02,62370,USD,2026-01-17 16:20:00,0,0
TXN_5209,ACC_185,BANK_BD_01,3345848,USD,2026-01-17 07:50:00,1,1
TXN_5210,ACC_173,BANK_BD_01,30134,USD,2026-03-26 10:52:00,0,0
TXN_5211,ACC_253,BANK_BD_01,47552,USD,2026-01-28 07:28:00,0,0
TXN_5212,ACC_239,BANK_BD_01,25965,USD,2026-02-26 14:28:00,0,0
TXN_5213,ACC_214,BANK_UK_01,39707,USD,2026-01-26 10:17:00,0,0
TXN_5214,ACC_101,BANK_BD_01,14055,USD,2026-03-29 20:41:00,0,0
TXN_5215,ACC_258,BANK_UK_02,32340,USD,2026-03-04 21:57:00,0,0
TXN_5216,ACC_278,BANK_UK_02,16711,USD,2026-03-22 21:50:00,0,0
TXN_5217,ACC_265,BANK_BD_01,64124,USD,2026-03-22 06:03:00,0,0
TXN_5218,ACC_226,BANK_BD_01,74235,USD,2026-01-07 23:26:00,0,0
TXN_5219,ACC_146,BANK_BD_01,12352,USD,2026-03-01 22:41:00,0,0
TXN_5220,ACC_180,BANK_BD_02,48840,USD,2026-01-21 03:11:00,0,0
TXN_5221,ACC_160,BANK_BD_02,64844,USD,2026-02-17 11:29:00,0,0
TXN_5222,ACC_105,BANK_UK_02,8565,USD,2026-02-09 02:21:00,0,0
TXN_5223,ACC_231,BANK_UK_02,16555,USD,2026-03-23 07:49:00,0,0
TXN_5224,ACC_170,BANK_UK_01,43424,USD,2026-03-15 05:03:00,0,0
TXN_5225,ACC_215,BANK_UK_01,50386,USD,2026-03-06 06:40:00,0,0
TXN_5226,ACC_243,BANK_UK_01,60621,USD,2026-02-08 22:40:00,0,0
TXN_5227,ACC_116,BANK_UK_02,59619,USD,2026-01-30 00:14:00,0,0
TXN_5228,ACC_142,BANK_UK_01,68760,USD,2026-01-06 06:46:00,0,0
TXN_5229,ACC_271,BANK_BD_01,23504,USD,2026-03-09 08:26:00,0,0
TXN_5230,ACC_125,BANK_UK_02,22520,USD,2026-03-29 18:04:00,0,0
TXN_5231,ACC_166,BANK_BD_01,2739632,USD,2026-01-07 17:19:00,1,1
TXN_5232,ACC_275,BANK_BD_01,9384,USD,2026-01-28 14:27:00,0,0
TXN_5233,ACC_135,BANK_BD_02,622370,USD,2026-03-21 20:57:00,1,1
TXN_5234,ACC_191,BANK_BD_02,5490,USD,2026-03-03 07:23:00,0,0
TXN_5235,ACC_121,BANK_UK_02,7540,USD,2026-03-04 16:54:00,0,0
TXN_5236,ACC_125,BANK_BD_02,42050,USD,2026-03-28 03:41:00,0,0
TXN_5237,ACC_289,BANK_UK_02,1399440,USD,2026-01-03 16:20:00,1,1
TXN_5238,ACC_209,BANK_BD_02,74828,USD,2026-03-16 16:20:00,0,0
TXN_5239,ACC_204,BANK_BD_01,18791,USD,2026-01-05 11:41:00,0,0
TXN_5240,ACC_216,BANK_UK_02,52440,USD,2026-02-23 06:20:00,0,0
TXN_5241,ACC_190,BANK_UK_01,21315,USD,2026-01-15 00:54:00,0,0
TXN_5242,ACC_233,BANK_UK_02,52920,USD,2026-02-04 12:17:00,0,0
TXN_5243,ACC_108,BANK_BD_02,91155,USD,2026-01-22 00:12:00,0,0
TXN_5244,ACC_202,BANK_UK_02,26620,USD,2026-03-21 18:42:00,0,0
TXN_5245,ACC_203,BANK_UK_01,22748,USD,2026-03-04 05:12:00,0,0
TXN_5246,ACC_191,BANK_BD_02,26946,USD,2026-02-15 19:55:00,0,0
TXN_5247,ACC_185,BANK_BD_01,28845,USD,2026-01-16 13:04:00,0,0
TXN_5248,ACC_282,BANK_UK_02,24459,USD,2026-03-27 13:03:00,0,0
TXN_5249,ACC_172,BANK_UK_01,53812,USD,2026-03-26 17:18:00,0,0
TXN_5250,ACC_112,BANK_BD_02,16524,USD,2026-03-09 14:14:00,0,0
TXN_5251,ACC_142,BANK_UK_01,20020,USD,2026-01-06 00:15:00,0,0
TXN_5252,ACC_217,BANK_UK_02,9256,USD,2026-02-27 18:31:00,0,0
TXN_5253,ACC_268,BANK_BD_01,21709,USD,2026-03-10 09:03:00,0,0
TXN_5254,ACC_144,BANK_BD_02,21303,USD,2026-03-03 19:43:00,0,0
TXN_5255,ACC_134,BANK_BD_01,77616,USD,2026-03-26 07:15:00,0,0
TXN_5256,ACC_123,BANK_UK_02,16300,USD,2026-03-04 03:33:00,0,0
TXN_5257,ACC_181,BANK_UK_02,53760,USD,2026-03-05 19:10:00,0,0
TXN_5258,ACC_163,BANK_BD_01,5400,USD,2026-03-20 13:54:00,0,0
TXN_5259,ACC_129,BANK_BD_01,14732,USD,2026-01-19 13:01:00,0,0
TXN_5260,ACC_271,BANK_BD_01,34320,USD,2026-03-28 22:11:00,0,0
TXN_5261,ACC_209,BANK_UK_01,1140053,USD,2026-01-26 14:24:00,1,1
TXN_5262,ACC_208,BANK_BD_02,20178,USD,2026-03-22 06:54:00,0,0
TXN_5263,ACC_198,BANK_BD_02,5060,USD,2026-02-24 16:55:00,1,1
TXN_5264,ACC_101,BANK_UK_02,47600,USD,2026-03-02 04:43:00,0,0
TXN_5265,ACC_205,BANK_UK_02,26001,USD,2026-03-02 09:24:00,0,0
TXN_5266,ACC_286,BANK_UK_02,3694068,USD,2026-03-14 02:47:00,1,1
TXN_5267,ACC_285,BANK_UK_01,35721,USD,2026-01-24 14:55:00,0,0
TXN_5268,ACC_299,BANK_BD_02,7560,USD,2026-03-22 18:16:00,0,0
TXN_5269,ACC_192,BANK_UK_02,2447704,USD,2026-01-13 15:21:00,1,1
TXN_5270,ACC_131,BANK_UK_01,19740,USD,2026-02-06 02:30:00,0,0
TXN_5271,ACC_177,BANK_BD_01,3836205,USD,2026-02-08 00:32:00,1,1
TXN_5272,ACC_114,BANK_BD_01,31919,USD,2026-02-16 20:59:00,0,0
TXN_5273,ACC_249,BANK_UK_02,5390,USD,2026-03-11 12:32:00,1,1
TXN_5274,ACC_220,BANK_BD_01,34317,USD,2026-01-29 03:12:00,0,0
TXN_5275,ACC_221,BANK_BD_02,39173,USD,2026-01-23 04:58:00,0,0
TXN_5276,ACC_264,BANK_UK_01,113316,USD,2026-02-23 21:07:00,0,0
TXN_5277,ACC_176,BANK_UK_01,7860,USD,2026-01-20 22:55:00,0,0
TXN_5278,ACC_241,BANK_BD_02,55389,USD,2026-01-29 18:37:00,0,0
TXN_5279,ACC_230,BANK_BD_01,38691,USD,2026-03-01 09:36:00,0,0
TXN_5280,ACC_192,BANK_BD_01,8400,USD,2026-01-21 12:26:00,0,0
TXN_5281,ACC_256,BANK_BD_02,76380,USD,2026-01-09 06:58:00,0,0
TXN_5282,ACC_288,BANK_UK_02,6358,USD,2026-03-08 20:07:00,0,0
TXN_5283,ACC_146,BANK_UK_02,3825680,USD,2026-02-13 00:52:00,1,1
TXN_5284,ACC_173,BANK_UK_02,1179612,USD,2026-03-02 06:36:00,1,1
TXN_5285,ACC_211,BANK_UK_02,53955,USD,2026-02-11 21:51:00,0,0
TXN_5286,ACC_190,BANK_BD_01,17226,USD,2026-01-11 02:22:00,0,0
TXN_5287,ACC_273,BANK_UK_02,31728,USD,2026-02-09 20:15:00,0,0
TXN_5288,ACC_218,BANK_UK_01,2350131,USD,2026-03-14 08:39:00,1,1
TXN_5289,ACC_239,BANK_BD_02,60606,USD,2026-02-02 13:48:00,0,0
TXN_5290,ACC_236,BANK_UK_01,99550,USD,2026-01-31 17:37:00,0,0
TXN_5291,ACC_222,BANK_UK_01,1171896,USD,2026-01-21 18:28:00,1,1
TXN_5292,ACC_219,BANK_BD_01,50148,USD,2026-02-13 15:33:00,0,0
TXN_5293,ACC_299,BANK_UK_02,1904,USD,2026-01-02 00:21:00,1,1
TXN_5294,ACC_166,BANK_BD_01,74214,USD,2026-01-14 08:30:00,0,0
TXN_5295,ACC_101,BANK_UK_01,16337,USD,2026-02-23 22:07:00,0,0
TXN_5296,ACC_192,BANK_BD_02,97656,USD,2026-01-31 20:52:00,0,0
TXN_5297,ACC_159,BANK_UK_02,26880,USD,2026-03-25 09:50:00,0,0
TXN_5298,ACC_209,BANK_UK_01,7876,USD,2026-01-31 23:11:00,0,0
TXN_5299,ACC_294,BANK_BD_02,11682,USD,2026-01-04 22:36:00,0,0
TXN_5300,ACC_185,BANK_BD_02,5778,USD,2026-03-04 17:37:00,0,0
TXN_5301,ACC_216,BANK_UK_02,9635,USD,2026-01-23 14:19:00,1,1
TXN_5302,ACC_273,BANK_BD_02,61975,USD,2026-03-31 00:32:00,0,0
TXN_5303,ACC_208,BANK_BD_02,56052,USD,2026-01-24 09:27:00,0,0
TXN_5304,ACC_211,BANK_UK_02,936840,USD,2026-01-28 07:10:00,1,1
TXN_5305,ACC_212,BANK_BD_02,31878,USD,2026-01-04 05:52:00,0,0
TXN_5306,ACC_220,BANK_UK_02,35620,USD,2026-04-01 19:47:00,0,0
TXN_5307,ACC_123,BANK_UK_02,41244,USD,2026-03-28 20:33:00,0,0
