txn_id,account_id,device_id_hash,ip_address,proxy_vpn_flag,login_entropy_score
TXN_5051,ACC_198,DEV_HASH_003,103.72.42.246,0,0.11483826586746279
TXN_5052,ACC_280,DEV_HASH_023,103.48.227.23,0,0.04126434770120921
TXN_5053,ACC_274,DEV_HASH_002,103.116.139.180,0,0.1556893999424809
TXN_5054,ACC_197,DEV_HASH_005,103.11.20.8,0,0.17427415505009408
TXN_5055,ACC_179,DEV_HASH_008,103.128.160.10,0,0.22233613367287774
TXN_5056,ACC_151,DEV_HASH_003,103.93.166.65,0,0.23893503641800798
TXN_5057,ACC_127,DEV_HASH_011,103.159.130.233,0,0.060471507203602164
TXN_5058,ACC_132,DEV_HASH_018,103.29.54.184,0,0.0332613426641991
TXN_5059,ACC_249,DEV_HASH_006,103.8.68.235,0,0.19521900447669344
TXN_5060,ACC_106,DEV_HASH_038,103.231.79.240,0,0.012301888599028778
TXN_5061,ACC_184,DEV_HASH_025,103.94.119.164,0,0.0448109820510109
TXN_5062,ACC_141,DEV_HASH_014,103.246.64.71,0,0.1417948618138306
TXN_5063,ACC_202,DEV_HASH_048,103.94.159.99,0,0.16288150984840144
TXN_5064,ACC_222,DEV_HASH_048,103.213.140.63,0,0.03475035617881178
TXN_5065,ACC_131,DEV_HASH_004,103.210.130.135,0,0.1683400812298076
TXN_5066,ACC_281,DEV_HASH_022,103.125.145.237,0,0.11438915470219994
TXN_5067,ACC_116,DEV_HASH_041,103.107.142.5,0,0.21455733914108424
TXN_5068,ACC_110,DEV_HASH_046,103.178.41.98,0,0.1829237900909507
TXN_5069,ACC_185,DEV_HASH_041,103.240.34.115,0,0.08364166831043157
TXN_5070,ACC_151,DEV_HASH_011,103.35.18.37,0,0.14564551893090338
TXN_5071,ACC_253,DEV_HASH_041,103.82.20.80,0,0.10839411281376239
TXN_5072,ACC_149,DEV_HASH_005,103.179.199.241,0,0.08425476152551047
TXN_5073,ACC_106,DEV_HASH_037,103.54.9.107,0,0.15351697388860036
TXN_5074,ACC_180,DEV_HASH_001,103.71.133.194,1,0.7290499758943765
TXN_5075,ACC_116,DEV_HASH_036,103.74.114.71,0,0.125178136169606
TXN_5076,ACC_298,DEV_HASH_034,103.7.202.40,0,0.13304402183218525
TXN_5077,ACC_116,DEV_HASH_027,103.231.245.148,0,0.21155759395309448
TXN_5078,ACC_262,DEV_HASH_002,103.229.86.112,1,0.9221379065651276
TXN_5079,ACC_237,DEV_HASH_043,103.5.102.227,0,0.13852958065127993
TXN_5080,ACC_196,DEV_HASH_041,103.204.220.157,0,0.2018670278443755
TXN_5081,ACC_191,DEV_HASH_035,103.8.248.58,0,0.09226814480792662
TXN_5082,ACC_244,DEV_HASH_031,103.3.142.13,0,0.01872420660265181
TXN_5083,ACC_105,DEV_HASH_040,103.70.7.4,0,0.08908648047286982
TXN_5084,ACC_142,DEV_HASH_042,103.186.157.77,0,0.0992119079360528
TXN_5085,ACC_105,DEV_HASH_041,103.186.215.153,0,0.21102500725618706
TXN_5086,ACC_238,DEV_HASH_041,103.160.136.55,0,0.06637853765246621
TXN_5087,ACC_109,DEV_HASH_044,103.175.59.124,0,0.10435232071924329
TXN_5088,ACC_282,DEV_HASH_005,103.170.76.156,1,0.9420859061452552
TXN_5089,ACC_292,DEV_HASH_027,103.166.25.3,0,0.10222144176355503
TXN_5090,ACC_160,DEV_HASH_004,103.183.246.242,0,0.20047363150317274
TXN_5091,ACC_196,DEV_HASH_023,103.171.239.173,0,0.04524125605835461
TXN_5092,ACC_292,DEV_HASH_020,103.171.81.69,0,0.16130301356910165
TXN_5093,ACC_238,DEV_HASH_039,103.29.203.83,0,0.051157072448489826
TXN_5094,ACC_145,DEV_HASH_023,103.2.1.127,0,0.15252924607267232
TXN_5095,ACC_274,DEV_HASH_016,103.128.80.180,0,0.029858490518091835
TXN_5096,ACC_134,DEV_HASH_001,103.137.225.87,1,0.7203915257954083
TXN_5097,ACC_162,DEV_HASH_002,103.57.114.187,1,0.7284838873262371
TXN_5098,ACC_114,DEV_HASH_014,103.197.70.85,0,0.22757288067091877
TXN_5099,ACC_283,DEV_HASH_036,103.99.205.28,0,0.02693313806578513
TXN_5100,ACC_150,DEV_HASH_039,103.236.197.243,0,0.05048596427432457
TXN_5101,ACC_115,DEV_HASH_033,103.47.232.163,0,0.24168034114371503
TXN_5102,ACC_273,DEV_HASH_039,103.104.221.112,0,0.017364827078023712
TXN_5103,ACC_149,DEV_HASH_040,103.213.15.161,0,0.19460219248336627
TXN_5104,ACC_266,DEV_HASH_039,103.221.23.123,0,0.17216295875251175
TXN_5105,ACC_237,DEV_HASH_036,103.61.161.25,0,0.02359002927474048
TXN_5106,ACC_180,DEV_HASH_037,103.30.195.189,0,0.10319092482211571
TXN_5107,ACC_180,DEV_HASH_012,103.1.210.237,0,0.16924982267589428
TXN_5108,ACC_122,DEV_HASH_031,103.165.147.210,0,0.02691022596338117
TXN_5109,ACC_246,DEV_HASH_033,103.87.239.14,0,0.1838120937051605
TXN_5110,ACC_274,DEV_HASH_040,103.159.11.194,0,0.2306941628234698
TXN_5111,ACC_278,DEV_HASH_019,103.205.92.1,0,0.05436213438913295
TXN_5112,ACC_117,DEV_HASH_042,103.39.129.164,0,0.06190779418708975
TXN_5113,ACC_132,DEV_HASH_025,103.158.80.178,0,0.15100437575759096
TXN_5114,ACC_183,DEV_HASH_020,103.170.114.219,0,0.0998303320275543
TXN_5115,ACC_174,DEV_HASH_036,103.20.11.217,0,0.06553241073059954
TXN_5116,ACC_256,DEV_HASH_003,103.84.222.1,1,0.7255821608366421
TXN_5117,ACC_276,DEV_HASH_008,103.238.205.27,0,0.20339785250359982
TXN_5118,ACC_245,DEV_HASH_027,103.14.211.224,0,0.19572994573344532
TXN_5119,ACC_149,DEV_HASH_030,103.179.211.233,0,0.02976127735179309
TXN_5120,ACC_138,DEV_HASH_027,103.106.99.174,0,0.016416211031876734
TXN_5121,ACC_297,DEV_HASH_022,103.181.21.135,0,0.053296295413058525
TXN_5122,ACC_180,DEV_HASH_011,103.166.155.170,0,0.19020956389316088
TXN_5123,ACC_176,DEV_HASH_010,103.178.230.94,0,0.10808834890275637
TXN_5124,ACC_295,DEV_HASH_026,103.214.168.188,0,0.16749497128180257
TXN_5125,ACC_257,DEV_HASH_036,103.161.49.57,0,0.12019900313532
TXN_5126,ACC_297,DEV_HASH_002,103.183.184.110,0,0.057088563676697325
TXN_5127,ACC_206,DEV_HASH_005,103.234.204.137,1,0.7127169045554458
TXN_5128,ACC_222,DEV_HASH_016,103.11.209.98,0,0.10409507562469045
TXN_5129,ACC_181,DEV_HASH_002,103.208.6.118,1,0.9392367210068814
TXN_5130,ACC_107,DEV_HASH_013,103.212.110.38,0,0.11022132530608987
TXN_5131,ACC_252,DEV_HASH_030,103.170.17.24,0,0.1519182574701669
TXN_5132,ACC_110,DEV_HASH_016,103.42.15.203,0,0.06856667557488809
TXN_5133,ACC_213,DEV_HASH_003,103.114.97.112,1,0.9394911100891565
TXN_5134,ACC_190,DEV_HASH_002,103.136.5.138,0,0.2470764391822891
TXN_5135,ACC_158,DEV_HASH_002,103.192.79.199,1,0.9671012780873485
TXN_5136,ACC_259,DEV_HASH_047,103.73.184.117,0,0.1685991470871866
TXN_5137,ACC_259,DEV_HASH_031,103.49.123.194,0,0.20655722510455085
TXN_5138,ACC_271,DEV_HASH_010,103.24.138.116,0,0.04483710498755796
TXN_5139,ACC_108,DEV_HASH_004,103.207.3.82,1,0.826907958756731
TXN_5140,ACC_239,DEV_HASH_044,103.175.161.170,0,0.09013071088522567
TXN_5141,ACC_214,DEV_HASH_034,103.51.98.141,0,0.2395352313387985
TXN_5142,ACC_121,DEV_HASH_040,103.161.234.36,0,0.21047641197405603
TXN_5143,ACC_277,DEV_HASH_003,103.104.171.147,0,0.05687943376183144
TXN_5144,ACC_105,DEV_HASH_009,103.212.184.145,0,0.10073636986676819
TXN_5145,ACC_150,DEV_HASH_034,103.144.67.62,0,0.1980751209281763
TXN_5146,ACC_163,DEV_HASH_032,103.197.37.15,0,0.16542523774738485
TXN_5147,ACC_260,DEV_HASH_033,103.128.86.247,0,0.08457058392203883
TXN_5148,ACC_250,DEV_HASH_049,103.105.186.240,0,0.1434965615884113
TXN_5149,ACC_167,DEV_HASH_026,103.187.111.60,0,0.09215329803300577
TXN_5150,ACC_233,DEV_HASH_025,103.91.181.41,0,0.2243317367015237
TXN_5151,ACC_287,DEV_HASH_037,103.184.55.21,0,0.031637454952658205
TXN_5152,ACC_178,DEV_HASH_035,103.79.177.107,0,0.1189093340598515
TXN_5153,ACC_163,DEV_HASH_029,103.235.124.181,0,0.17482038943470257
TXN_5154,ACC_281,DEV_HASH_045,103.154.192.29,0,0.01624509286054103
TXN_5155,ACC_146,DEV_HASH_048,103.26.101.150,0,0.1432640437940876
TXN_5156,ACC_127,DEV_HASH_027,103.250.237.250,0,0.08500286839515898
TXN_5157,ACC_259,DEV_HASH_024,103.227.198.137,0,0.2096976039432537
TXN_5158,ACC_177,DEV_HASH_010,103.153.48.197,0,0.07967853939667732
TXN_5159,ACC_211,DEV_HASH_030,103.5.158.160,0,0.16379965081419912
TXN_5160,ACC_110,DEV_HASH_031,103.26.217.116,0,0.22754304677014037
TXN_5161,ACC_259,DEV_HASH_003,103.241.5.182,1,0.9434187469851284
TXN_5162,ACC_198,DEV_HASH_034,103.61.236.3,0,0.1235142758470221
TXN_5163,ACC_212,DEV_HASH_012,103.145.248.164,0,0.17723045700596426
TXN_5164,ACC_144,DEV_HASH_008,103.13.192.209,0,0.14550215735047553
TXN_5165,ACC_105,DEV_HASH_029,103.200.27.126,0,0.06459575223934438
TXN_5166,ACC_258,DEV_HASH_037,103.204.53.211,0,0.05019192418350404
TXN_5167,ACC_212,DEV_HASH_002,103.96.173.141,1,0.7225023084422346
TXN_5168,ACC_212,DEV_HASH_028,103.106.144.196,0,0.04011307614811274
TXN_5169,ACC_248,DEV_HASH_022,103.157.27.56,0,0.08575921688449493
TXN_5170,ACC_142,DEV_HASH_009,103.133.183.9,0,0.045664273104441745
TXN_5171,ACC_220,DEV_HASH_007,103.200.121.8,0,0.15737941223120944
TXN_5172,ACC_233,DEV_HASH_032,103.86.73.31,0,0.01509529060077349
TXN_5173,ACC_288,DEV_HASH_030,103.176.162.171,0,0.09291183209614014
TXN_5174,ACC_132,DEV_HASH_004,103.201.49.141,1,0.8142709323998701
TXN_5175,ACC_220,DEV_HASH_031,103.241.24.182,0,0.02990062972677781
TXN_5176,ACC_257,DEV_HASH_004,103.138.3.92,1,0.9748153162554489
TXN_5177,ACC_155,DEV_HASH_038,103.238.164.33,0,0.2138654809503609
TXN_5178,ACC_176,DEV_HASH_038,103.208.190.75,0,0.24489091982507494
TXN_5179,ACC_267,DEV_HASH_034,103.66.33.166,0,0.05067944860120737
TXN_5180,ACC_171,DEV_HASH_005,103.179.164.155,1,0.8543935737287335
TXN_5181,ACC_166,DEV_HASH_039,103.236.35.226,0,0.030586328323227392
TXN_5182,ACC_239,DEV_HASH_038,103.197.193.218,0,0.11738448666649305
TXN_5183,ACC_224,DEV_HASH_032,103.47.15.172,0,0.2290858186955694
TXN_5184,ACC_110,DEV_HASH_040,103.145.214.36,0,0.07691702047216134
TXN_5185,ACC_249,DEV_HASH_004,103.58.26.156,1,0.8929000081574091
TXN_5186,ACC_128,DEV_HASH_004,103.16.174.144,1,0.8756466108606669
TXN_5187,ACC_148,DEV_HASH_002,103.61.131.55,1,0.700956069699033
TXN_5188,ACC_142,DEV_HASH_021,103.117.78.187,0,0.03399763726054311
TXN_5189,ACC_107,DEV_HASH_003,103.50.93.109,1,0.8091798780479419
TXN_5190,ACC_193,DEV_HASH_047,103.56.44.103,0,0.04747919812331133
TXN_5191,ACC_242,DEV_HASH_002,103.9.203.215,1,0.7108811269096225
TXN_5192,ACC_201,DEV_HASH_017,103.131.66.81,0,0.014192737571772982
TXN_5193,ACC_295,DEV_HASH_025,103.86.192.101,0,0.17457088993567058
TXN_5194,ACC_194,DEV_HASH_046,103.99.177.190,0,0.19921424372972588
TXN_5195,ACC_142,DEV_HASH_003,103.162.151.117,0,0.19024114454677138
TXN_5196,ACC_160,DEV_HASH_004,103.64.202.86,0,0.20462137383767165
TXN_5197,ACC_120,DEV_HASH_034,103.103.43.80,0,0.16582700263384606
TXN_5198,ACC_175,DEV_HASH_045,103.37.165.83,0,0.14833869331659033
TXN_5199,ACC_131,DEV_HASH_048,103.137.43.170,0,0.20329495283720245
TXN_5200,ACC_253,DEV_HASH_002,103.112.91.233,0,0.07956367681805221
TXN_5201,ACC_277,DEV_HASH_031,103.135.198.116,0,0.08560701412359749
TXN_5202,ACC_225,DEV_HASH_004,103.168.212.118,1,0.9475005866291563
TXN_5203,ACC_241,DEV_HASH_034,103.38.89.213,0,0.04130839171495609
TXN_5204,ACC_159,DEV_HASH_020,103.60.239.130,0,0.043307901548213686
TXN_5205,ACC_117,DEV_HASH_036,103.139.232.63,0,0.17777950759387448
TXN_5206,ACC_233,DEV_HASH_014,103.44.116.32,0,0.15726861161145236
TXN_5207,ACC_264,DEV_HASH_029,103.110.76.107,0,0.03692390983635896
TXN_5208,ACC_185,DEV_HASH_027,103.71.221.49,0,0.030947514265352596
TXN_5209,ACC_185,DEV_HASH_005,103.209.171.196,1,0.7860730647014703
TXN_5210,ACC_173,DEV_HASH_028,103.124.59.217,0,0.22987316969123545
TXN_5211,ACC_253,DEV_HASH_029,103.182.235.228,0,0.24578739782823378
TXN_5212,ACC_239,DEV_HASH_024,103.222.217.129,0,0.20531103101236248
TXN_5213,ACC_214,DEV_HASH_022,103.154.57.67,0,0.18239312497217833
TXN_5214,ACC_101,DEV_HASH_038,103.31.79.50,0,0.137961161127113
TXN_5215,ACC_258,DEV_HASH_014,103.204.175.10,0,0.10756482013072793
TXN_5216,ACC_278,DEV_HASH_023,103.179.221.207,0,0.2092349550472063
TXN_5217,ACC_265,DEV_HASH_006,103.145.49.85,0,0.04203862260507885
TXN_5218,ACC_226,DEV_HASH_003,103.243.21.198,0,0.1828422517624094
TXN_5219,ACC_146,DEV_HASH_049,103.104.138.167,0,0.04809167779464138
TXN_5220,ACC_180,DEV_HASH_030,103.31.173.158,0,0.07273834906411042
TXN_5221,ACC_160,DEV_HASH_012,103.149.249.91,0,0.1665831251428017
TXN_5222,ACC_105,DEV_HASH_033,103.118.17.106,0,0.2053597665102461
TXN_5223,ACC_231,DEV_HASH_007,103.5.124.214,0,0.08590102435426951
TXN_5224,ACC_170,DEV_HASH_042,103.187.10.65,0,0.2301117452745837
TXN_5225,ACC_215,DEV_HASH_010,103.142.173.108,0,0.1756366362517712
TXN_5226,ACC_243,DEV_HASH_045,103.212.219.63,0,0.07159048034382809
TXN_5227,ACC_116,DEV_HASH_018,103.26.9.127,0,0.013658947745823644
TXN_5228,ACC_142,DEV_HASH_035,103.26.176.227,0,0.0768308629406836
TXN_5229,ACC_271,DEV_HASH_036,103.93.60.212,0,0.06758161430221249
TXN_5230,ACC_125,DEV_HASH_017,103.176.221.40,0,0.08699442330304856
TXN_5231,ACC_166,DEV_HASH_003,103.21.156.86,1,0.9053160015020251
TXN_5232,ACC_275,DEV_HASH_047,103.172.212.100,0,0.18817395802596584
TXN_5233,ACC_135,DEV_HASH_002,103.197.250.156,1,0.7010294499298211
TXN_5234,ACC_191,DEV_HASH_006,103.214.221.22,0,0.09346465276827852
TXN_5235,ACC_121,DEV_HASH_042,103.95.9.87,0,0.1373519259635133
TXN_5236,ACC_125,DEV_HASH_032,103.154.200.12,0,0.049507284236515806
TXN_5237,ACC_289,DEV_HASH_005,103.123.139.35,1,0.8566302911070138
TXN_5238,ACC_209,DEV_HASH_009,103.17.184.63,0,0.10208570474688704
TXN_5239,ACC_204,DEV_HASH_047,103.227.204.71,0,0.2394835071481486
TXN_5240,ACC_216,DEV_HASH_037,103.162.216.44,0,0.06840864912365585
TXN_5241,ACC_190,DEV_HASH_038,103.166.78.75,0,0.07921140950340391
TXN_5242,ACC_233,DEV_HASH_031,103.38.240.133,0,0.08265137893733716
TXN_5243,ACC_108,DEV_HASH_013,103.208.159.116,0,0.0443345829981563
TXN_5244,ACC_202,DEV_HASH_025,103.201.140.21,0,0.12372717882575618
TXN_5245,ACC_203,DEV_HASH_013,103.72.94.203,0,0.09994655028223587
TXN_5246,ACC_191,DEV_HASH_019,103.52.239.179,0,0.1317037319992109
TXN_5247,ACC_185,DEV_HASH_012,103.49.99.248,0,0.05653081269987652
TXN_5248,ACC_282,DEV_HASH_037,103.212.167.116,0,0.14682289774295346
TXN_5249,ACC_172,DEV_HASH_043,103.205.101.219,0,0.07550937149738364
TXN_5250,ACC_112,DEV_HASH_037,103.188.34.198,0,0.038247655814919915
TXN_5251,ACC_142,DEV_HASH_047,103.8.198.77,0,0.06462997781276951
TXN_5252,ACC_217,DEV_HASH_041,103.230.84.187,0,0.13444249542617515
TXN_5253,ACC_268,DEV_HASH_008,103.108.24.144,0,0.13187027551065067
TXN_5254,ACC_144,DEV_HASH_043,103.106.44.130,0,0.12244601077011345
TXN_5255,ACC_134,DEV_HASH_020,103.46.166.231,0,0.12340639833555865
TXN_5256,ACC_123,DEV_HASH_039,103.42.155.239,0,0.12470620696473293
TXN_5257,ACC_181,DEV_HASH_024,103.13.205.66,0,0.13495971574463103
TXN_5258,ACC_163,DEV_HASH_011,103.169.31.219,0,0.20819663545823766
TXN_5259,ACC_129,DEV_HASH_048,103.155.223.169,0,0.1305889742678268
TXN_5260,ACC_271,DEV_HASH_021,103.232.1.249,0,0.23120589047060894
TXN_5261,ACC_209,DEV_HASH_001,103.86.51.14,1,0.8368954295392785
TXN_5262,ACC_208,DEV_HASH_025,103.157.170.17,0,0.14196842737293552
TXN_5263,ACC_198,DEV_HASH_001,103.41.207.172,1,0.8433519356755184
TXN_5264,ACC_101,DEV_HASH_030,103.205.192.223,0,0.23919930127363118
TXN_5265,ACC_205,DEV_HASH_045,103.38.51.155,0,0.24550597892761764
TXN_5266,ACC_286,DEV_HASH_003,103.222.27.167,1,0.8150993188838186
TXN_5267,ACC_285,DEV_HASH_018,103.133.200.123,0,0.22802932728946074
TXN_5268,ACC_299,DEV_HASH_039,103.184.234.42,0,0.1791897408773137
TXN_5269,ACC_192,DEV_HASH_004,103.137.207.213,1,0.9312645311814745
TXN_5270,ACC_131,DEV_HASH_030,103.244.226.73,0,0.17503500691864662
TXN_5271,ACC_177,DEV_HASH_004,103.243.127.65,1,0.7739974403097759
TXN_5272,ACC_114,DEV_HASH_004,103.176.240.50,0,0.17166402475401668
TXN_5273,ACC_249,DEV_HASH_003,103.173.115.5,1,0.8343245281572236
TXN_5274,ACC_220,DEV_HASH_026,103.220.211.119,0,0.12416987653766741
TXN_5275,ACC_221,DEV_HASH_047,103.82.4.205,0,0.12877122961489706
TXN_5276,ACC_264,DEV_HASH_042,103.85.162.36,0,0.040389385203861115
TXN_5277,ACC_176,DEV_HASH_016,103.201.43.119,0,0.13013466852499087
TXN_5278,ACC_241,DEV_HASH_002,103.93.174.213,0,0.1008348466603813
TXN_5279,ACC_230,DEV_HASH_013,103.227.184.140,0,0.07452413769822788
TXN_5280,ACC_192,DEV_HASH_025,103.36.93.62,0,0.20544661075034884
TXN_5281,ACC_256,DEV_HASH_037,103.194.40.91,0,0.08820287303718875
TXN_5282,ACC_288,DEV_HASH_006,103.186.136.198,0,0.046809638774700874
TXN_5283,ACC_146,DEV_HASH_005,103.38.204.153,1,0.8748389884115733
TXN_5284,ACC_173,DEV_HASH_001,103.229.149.213,1,0.8192646454737895
TXN_5285,ACC_211,DEV_HASH_042,103.241.127.218,0,0.24348905467764928
TXN_5286,ACC_190,DEV_HASH_020,103.122.5.51,0,0.07229117114866652
TXN_5287,ACC_273,DEV_HASH_036,103.165.226.4,0,0.13492932363139643
TXN_5288,ACC_218,DEV_HASH_001,103.122.227.96,1,0.7911987550107905
TXN_5289,ACC_239,DEV_HASH_020,103.8.245.246,0,0.025394095350757605
TXN_5290,ACC_236,DEV_HASH_014,103.249.13.183,0,0.2338511551694975
TXN_5291,ACC_222,DEV_HASH_005,103.43.195.206,1,0.9222021317902971
TXN_5292,ACC_219,DEV_HASH_004,103.168.132.133,0,0.20216935448465873
TXN_5293,ACC_299,DEV_HASH_002,103.130.190.84,1,0.9720952292819007
TXN_5294,ACC_166,DEV_HASH_033,103.115.12.31,0,0.16738169723584267
TXN_5295,ACC_101,DEV_HASH_016,103.164.15.82,0,0.023466460473239296
TXN_5296,ACC_192,DEV_HASH_046,103.73.85.9,0,0.16654254224938955
TXN_5297,ACC_159,DEV_HASH_043,103.30.21.138,0,0.19978306876805232
TXN_5298,ACC_209,DEV_HASH_049,103.45.101.181,0,0.18247555529566575
TXN_5299,ACC_294,DEV_HASH_020,103.97.169.29,0,0.11474784703680935
TXN_5300,ACC_185,DEV_HASH_005,103.197.98.54,0,0.154669794748381
TXN_5301,ACC_216,DEV_HASH_005,103.107.133.185,1,0.8273933882125234
TXN_5302,ACC_273,DEV_HASH_002,103.49.137.217,0,0.062224200840806605
TXN_5303,ACC_208,DEV_HASH_037,103.115.249.149,0,0.2101645600262058
TXN_5304,ACC_211,DEV_HASH_005,103.217.148.5,1,0.7989683780489111
TXN_5305,ACC_212,DEV_HASH_034,103.146.152.18,0,0.14151203486015912
TXN_5306,ACC_220,DEV_HASH_004,103.17.3.125,0,0.2496877485262697
TXN_5307,ACC_123,DEV_HASH_045,103.227.53.157,0,0.08271424819265588
TXN_5308,ACC_236,DEV_HASH_040,103.195.169.53,0,0.08967785846845058
TXN_5309,ACC_164,DEV_HASH_023,103.6.62.8,0,0.024436615216405083
TXN_5310,ACC_295,DEV_HASH_002,103.108.185.152,1,0.734262837622542
TXN_5311,ACC_115,DEV_HASH_017,103.169.88.132,0,0.1411401602410926
TXN_5312,ACC_199,DEV_HASH_044,103.79.224.109,0,0.01408185985702895
TXN_5313,ACC_250,DEV_HASH_048,103.89.193.53,0,0.24674211727069073
TXN_5314,ACC_251,DEV_HASH_037,103.223.226.53,0,0.07442300940357864
TXN_5315,ACC_117,DEV_HASH_041,103.21.135.226,0,0.23732653559416922
TXN_5316,ACC_278,DEV_HASH_003,103.153.86.243,0,0.1251166266685844
TXN_5317,ACC_290,DEV_HASH_028,103.132.47.87,0,0.18707965343230085
TXN_5318,ACC_135,DEV_HASH_010,103.152.175.43,0,0.16463404293390174
TXN_5319,ACC_175,DEV_HASH_010,103.53.47.79,0,0.05618964326593812
TXN_5320,ACC_158,DEV_HASH_026,103.111.123.191,0,0.09102904818657033
TXN_5321,ACC_281,DEV_HASH_009,103.126.210.151,0,0.19507818902631266
TXN_5322,ACC_178,DEV_HASH_036,103.96.92.147,0,0.15344570822676062
TXN_5323,ACC_215,DEV_HASH_026,103.103.250.135,0,0.12728875966494543
TXN_5324,ACC_275,DEV_HASH_045,103.212.200.239,0,0.05875703423228327
TXN_5325,ACC_239,DEV_HASH_015,103.93.112.192,0,0.22338171006211932
TXN_5326,ACC_294,DEV_HASH_018,103.18.213.133,0,0.16207909447128965
TXN_5327,ACC_196,DEV_HASH_036,103.217.236.146,0,0.01481370955556674
TXN_5328,ACC_184,DEV_HASH_001,103.118.236.28,1,0.9032484357390639
TXN_5329,ACC_133,DEV_HASH_005,103.12.237.4,0,0.12925747057006207
TXN_5330,ACC_243,DEV_HASH_040,103.19.56.179,0,0.16051930239224882
