txn_id,account_id,bank_id,amount,currency,timestamp,is_dormant_flag,label
sdv-id-CiQJjK,ACC_236,BANK_UK_01,342310.3652605609,USD,2026-01-10 09:42:08,0,0
sdv-id-sZaOmw,ACC_203,BANK_UK_01,27641.277925269584,USD,2026-01-27 22:31:52,0,0
sdv-id-sxKiUQ,ACC_110,BANK_BD_01,295698.26387951314,USD,2026-04-01 17:55:59,1,0
sdv-id-iHrFSi,ACC_185,BANK_BD_02,11214.797489565302,USD,2026-03-22 02:31:03,0,0
sdv-id-ZYGRxW,ACC_103,BANK_BD_02,269980.5130998664,USD,2026-01-14 09:01:55,0,0
sdv-id-ZcAoIg,ACC_128,BANK_UK_02,175407.42981268643,USD,2026-02-21 22:46:59,0,1
sdv-id-GyVBqW,ACC_221,BANK_BD_02,886126.3928877548,USD,2026-01-15 05:33:07,0,0
sdv-id-QrqkrD,ACC_189,BANK_BD_01,19658.547962725832,USD,2026-03-01 11:05:10,0,0
sdv-id-oQZrsO,ACC_258,BANK_UK_01,29165.153056805193,USD,2026-02-10 05:01:56,0,0
sdv-id-XTJAED,ACC_297,BANK_BD_02,474516.805443856,USD,2026-03-05 01:15:54,0,0
sdv-id-WPfcfk,ACC_116,BANK_BD_02,437892.9993123143,USD,2026-01-10 05:25:13,0,0
sdv-id-ZtxfJu,ACC_202,BANK_BD_02,1251.817279239619,USD,2026-01-01 10:58:46,0,0
sdv-id-HLkkyn,ACC_101,BANK_BD_02,115660.5853699063,USD,2026-03-08 12:09:58,1,0
sdv-id-HpVjJZ,ACC_290,BANK_BD_01,11271.166849444004,USD,2026-01-23 21:53:14,0,0
sdv-id-XNJdtU,ACC_238,BANK_BD_01,717759.5857171711,USD,2026-02-07 23:23:45,1,0
sdv-id-AIqSlD,ACC_280,BANK_UK_02,332313.7171841411,USD,2026-01-02 12:22:54,0,1
sdv-id-wTLfBX,ACC_150,BANK_UK_01,9828.875825480958,USD,2026-02-03 18:45:58,0,0
sdv-id-PMcoRX,ACC_117,BANK_BD_01,202133.5731347629,USD,2026-02-08 09:29:58,0,0
sdv-id-uWQVBW,ACC_117,BANK_UK_01,158028.91643939173,USD,2026-01-10 14:19:55,0,0
sdv-id-MslVHP,ACC_168,BANK_UK_02,38420.34510360263,USD,2026-02-25 01:32:09,0,0
sdv-id-ZSGyQf,ACC_289,BANK_BD_02,450413.4073445504,USD,2026-02-11 06:34:35,0,0
sdv-id-TrOYsb,ACC_224,BANK_UK_01,22730.40330875993,USD,2026-03-04 09:04:19,0,0
sdv-id-CbRtzv,ACC_164,BANK_UK_01,178113.30104507963,USD,2026-03-13 13:11:13,0,0
sdv-id-PYcOVq,ACC_221,BANK_BD_01,2597.6354801553307,USD,2026-01-06 21:45:27,0,0
sdv-id-Waaslq,ACC_299,BANK_UK_01,190578.43917994061,USD,2026-03-12 08:23:45,1,0
sdv-id-gQFhzP,ACC_134,BANK_BD_01,17486.01732596417,USD,2026-01-13 05:32:46,0,0
sdv-id-JKcCxQ,ACC_240,BANK_UK_01,386282.0154205894,USD,2026-03-31 21:49:13,0,0
sdv-id-bOLOCX,ACC_108,BANK_UK_01,4350.127399087653,USD,2026-02-19 21:56:14,0,0
sdv-id-yzPnTf,ACC_271,BANK_UK_02,462157.47704506485,USD,2026-01-26 00:41:20,0,0
sdv-id-DtEtpz,ACC_178,BANK_BD_02,62198.87133947015,USD,2026-01-03 02:16:18,0,0
sdv-id-QzBlia,ACC_121,BANK_UK_01,1274.98365493848,USD,2026-03-21 06:58:13,0,0
sdv-id-iWQJBp,ACC_181,BANK_UK_01,114901.33945983685,USD,2026-03-08 16:48:30,0,0
sdv-id-rOxscH,ACC_253,BANK_BD_02,27240.394811293765,USD,2026-01-11 22:47:21,0,0
sdv-id-ttawsG,ACC_199,BANK_UK_02,44652.06262317815,USD,2026-02-17 22:41:37,0,0
sdv-id-LPnayA,ACC_158,BANK_BD_02,1480.865712959163,USD,2026-03-31 10:10:38,0,0
sdv-id-VbzZiq,ACC_120,BANK_UK_02,9215.82073021599,USD,2026-01-11 14:50:48,0,0
sdv-id-YANvEa,ACC_236,BANK_UK_01,29012.066201741527,USD,2026-03-14 06:02:00,0,0
sdv-id-RnnATu,ACC_119,BANK_UK_02,31082.6677231429,USD,2026-01-04 17:53:47,0,0
sdv-id-BemcBU,ACC_203,BANK_UK_01,126648.88341833455,USD,2026-02-07 09:43:09,1,0
sdv-id-IJgKWA,ACC_172,BANK_UK_01,919.4025709595624,USD,2026-02-05 12:22:43,0,0
sdv-id-TqiUiz,ACC_248,BANK_BD_02,467698.8517319131,USD,2026-02-13 10:24:53,1,0
sdv-id-BmCHRj,ACC_131,BANK_UK_02,9594.947924197731,USD,2026-03-13 09:40:51,0,1
sdv-id-tvWhPv,ACC_228,BANK_UK_02,38772.87128186043,USD,2026-02-17 02:43:20,0,0
sdv-id-phKauK,ACC_277,BANK_UK_02,878822.0319892329,USD,2026-01-17 09:45:33,1,0
sdv-id-JqFcCZ,ACC_243,BANK_UK_01,476613.20245376776,USD,2026-01-12 05:22:38,0,0
sdv-id-IAJELq,ACC_104,BANK_UK_01,2204.9104692157107,USD,2026-01-28 01:13:04,1,0
sdv-id-zjHCfT,ACC_215,BANK_UK_02,85191.49213223152,USD,2026-03-03 11:58:36,0,0
sdv-id-dEDjvK,ACC_131,BANK_BD_01,209297.46150449853,USD,2026-03-25 08:31:25,1,0
sdv-id-fBZnAg,ACC_166,BANK_BD_01,5307.601739578946,USD,2026-02-16 18:33:31,0,1
sdv-id-hlMqDx,ACC_154,BANK_UK_02,1111.60290456827,USD,2026-01-30 07:27:55,0,0
sdv-id-wxHFFs,ACC_272,BANK_BD_02,520579.706015736,USD,2026-02-25 09:56:47,1,0
sdv-id-NfGoLB,ACC_229,BANK_UK_01,444805.6698656807,USD,2026-02-15 08:06:09,0,0
sdv-id-AZKYoY,ACC_193,BANK_BD_02,217043.83362112014,USD,2026-01-22 19:49:33,0,0
sdv-id-dNmwuK,ACC_188,BANK_BD_01,165602.50568460434,USD,2026-03-01 05:13:52,1,0
sdv-id-btStSh,ACC_206,BANK_UK_02,11081.066126475793,USD,2026-03-11 10:26:08,0,0
sdv-id-tEIxWz,ACC_114,BANK_BD_01,67138.49228115383,USD,2026-02-20 01:08:13,0,0
sdv-id-wwVyHm,ACC_103,BANK_BD_02,147943.2980011996,USD,2026-03-23 00:02:22,0,0
sdv-id-YtQuan,ACC_261,BANK_UK_01,76404.13156619587,USD,2026-02-27 20:05:07,1,0
sdv-id-NTwZPF,ACC_189,BANK_BD_02,50549.52251214802,USD,2026-01-21 03:02:31,0,0
sdv-id-JNmljh,ACC_275,BANK_UK_02,1444.4280225341495,USD,2026-02-28 16:05:09,0,0
sdv-id-YcjoYQ,ACC_278,BANK_BD_01,1452.733341523075,USD,2026-02-02 08:56:46,0,1
sdv-id-bWGMXm,ACC_199,BANK_UK_02,28449.152492764533,USD,2026-02-22 10:09:08,0,0
sdv-id-mlDdXy,ACC_160,BANK_BD_02,2064.0309692516603,USD,2026-03-09 23:28:06,0,0
sdv-id-yxYSjL,ACC_135,BANK_UK_02,126795.76821158385,USD,2026-01-05 21:40:04,0,0
sdv-id-CkKZzv,ACC_104,BANK_BD_02,151968.3020130802,USD,2026-03-17 11:46:41,0,0
sdv-id-EUebhZ,ACC_274,BANK_BD_02,1222052.0138229213,USD,2026-03-06 04:55:31,0,0
sdv-id-NBqWwI,ACC_224,BANK_UK_02,594615.2647445254,USD,2026-01-22 06:41:19,0,0
sdv-id-sYWaln,ACC_114,BANK_BD_01,181698.75771824984,USD,2026-01-07 10:21:20,0,0
sdv-id-ahWkiv,ACC_274,BANK_UK_01,1766.462116575104,USD,2026-03-24 11:30:55,0,0
sdv-id-WNcwlx,ACC_248,BANK_BD_02,130702.05173138871,USD,2026-03-10 13:51:21,0,0
sdv-id-MAMYkP,ACC_117,BANK_BD_01,542303.3450364762,USD,2026-03-01 12:17:53,0,0
sdv-id-IZrDmc,ACC_249,BANK_BD_01,185914.86411001245,USD,2026-03-18 12:22:37,0,1
sdv-id-raXtLE,ACC_264,BANK_UK_01,473888.58826875035,USD,2026-03-11 22:23:44,0,1
sdv-id-HeGuiL,ACC_262,BANK_UK_02,76777.2371601907,USD,2026-01-12 23:22:18,0,0
sdv-id-qJRiFK,ACC_273,BANK_UK_01,1165.9681820063108,USD,2026-03-16 20:30:37,0,0
sdv-id-bAXZWQ,ACC_178,BANK_UK_01,289668.08407036524,USD,2026-01-14 09:18:25,0,0
sdv-id-EWkvyZ,ACC_222,BANK_BD_02,248296.93804804355,USD,2026-03-12 15:39:41,0,0
sdv-id-JNrPzr,ACC_280,BANK_BD_01,143212.85172569586,USD,2026-02-03 03:47:14,0,1
sdv-id-JtdEdf,ACC_127,BANK_BD_01,77907.20371468496,USD,2026-02-25 17:13:49,0,0
sdv-id-vRKkbK,ACC_208,BANK_BD_01,23932.366548331465,USD,2026-01-09 03:11:18,0,0
sdv-id-uGPcNM,ACC_104,BANK_BD_02,20369.862271205544,USD,2026-01-20 00:27:10,0,0
sdv-id-ttGxjd,ACC_125,BANK_UK_01,431049.14862866816,USD,2026-03-11 17:03:14,0,0
sdv-id-OFFkfk,ACC_273,BANK_UK_01,15039.22363650356,USD,2026-01-05 03:57:40,0,0
sdv-id-YGruGT,ACC_146,BANK_UK_01,859692.5163093023,USD,2026-01-28 03:44:13,0,0
sdv-id-zURVIi,ACC_260,BANK_UK_02,52931.746331234586,USD,2026-03-17 04:30:32,0,0
sdv-id-LNRtro,ACC_168,BANK_UK_02,3381.805783359223,USD,2026-03-22 05:48:30,0,0
sdv-id-XOFFiB,ACC_110,BANK_BD_01,2102.9160651688426,USD,2026-02-28 15:38:55,0,0
sdv-id-PiPEqs,ACC_281,BANK_UK_02,637503.6251002438,USD,2026-02-04 07:21:07,1,0
sdv-id-cnCfWz,ACC_149,BANK_BD_02,24257.974789586235,USD,2026-03-02 04:19:15,0,0
sdv-id-WChhBD,ACC_104,BANK_BD_02,375342.1786444754,USD,2026-02-08 03:20:32,0,0
sdv-id-ktANpY,ACC_155,BANK_BD_02,7679.54348324298,USD,2026-03-29 23:27:11,0,0
sdv-id-vkCnEy,ACC_250,BANK_UK_02,102712.57339600525,USD,2026-03-18 00:10:29,0,0
sdv-id-UkigSM,ACC_196,BANK_BD_02,28794.10651568484,USD,2026-02-16 20:57:46,0,0
sdv-id-JENHrA,ACC_201,BANK_UK_01,542760.3812076614,USD,2026-03-31 11:19:16,0,0
sdv-id-xTlGsI,ACC_158,BANK_UK_01,5216.461404581278,USD,2026-01-25 21:52:07,0,0
sdv-id-xOkEKz,ACC_225,BANK_UK_02,160993.6876451625,USD,2026-02-11 01:31:21,0,0
sdv-id-ZJtjDU,ACC_282,BANK_UK_01,19681.121148897942,USD,2026-02-13 22:38:11,1,0
sdv-id-McJTYT,ACC_116,BANK_BD_02,1440.0143774915741,USD,2026-01-30 14:54:07,0,0
sdv-id-OleMsC,ACC_110,BANK_UK_01,518894.15509291436,USD,2026-02-10 23:35:39,1,1
sdv-id-yzgBur,ACC_185,BANK_BD_01,1180.061918681264,USD,2026-02-15 18:22:00,0,0
sdv-id-iqQTZd,ACC_283,BANK_UK_02,644319.1646381,USD,2026-01-29 06:10:41,0,0
sdv-id-KGctrR,ACC_177,BANK_BD_02,12273.322232538743,USD,2026-03-12 03:39:03,0,0
sdv-id-zezyad,ACC_108,BANK_UK_02,129688.22093612344,USD,2026-02-22 05:03:59,0,0
sdv-id-ZMvZSo,ACC_221,BANK_UK_02,57881.31836414187,USD,2026-01-14 05:15:43,0,0
sdv-id-imzdrz,ACC_165,BANK_UK_01,934.0674815864112,USD,2026-03-02 08:31:47,0,0
sdv-id-KBSugE,ACC_118,BANK_BD_02,159039.64623616324,USD,2026-03-05 00:40:23,0,1
sdv-id-pQleER,ACC_100,BANK_BD_02,936.8937364083529,USD,2026-02-05 13:11:35,1,0
sdv-id-AYLXED,ACC_297,BANK_BD_01,8291.6660601935,USD,2026-02-06 22:49:23,0,0
sdv-id-DbHjdt,ACC_167,BANK_BD_02,559618.14107681,USD,2026-02-03 02:36:06,0,1
sdv-id-EYzZUF,ACC_253,BANK_BD_02,2701.6842209597503,USD,2026-01-02 23:18:30,0,0
sdv-id-sMDAlO,ACC_142,BANK_BD_02,8819.429690304933,USD,2026-01-13 04:34:34,0,0
sdv-id-QMcRfH,ACC_261,BANK_UK_01,173118.06938196905,USD,2026-02-20 18:07:33,0,0
sdv-id-hmhvQf,ACC_147,BANK_UK_02,2161.9068400329843,USD,2026-02-21 00:51:57,0,0
sdv-id-IReuSf,ACC_252,BANK_BD_02,52962.70920896491,USD,2026-03-22 19:01:07,0,0
sdv-id-WKdxcw,ACC_210,BANK_UK_02,92607.34042438261,USD,2026-02-12 18:21:00,0,0
sdv-id-KBeHkl,ACC_189,BANK_BD_01,251193.66617865203,USD,2026-02-15 17:07:23,0,0
sdv-id-MWFlAv,ACC_188,BANK_UK_02,72092.26145940572,USD,2026-03-15 07:39:00,0,0
sdv-id-binzqA,ACC_146,BANK_UK_02,125842.42825635971,USD,2026-03-26 09:21:45,1,1
sdv-id-pGaaqQ,ACC_104,BANK_BD_02,10938.10430549439,USD,2026-01-04 11:44:53,0,0
sdv-id-nXVdFc,ACC_130,BANK_UK_01,89821.84403766268,USD,2026-03-24 16:10:36,0,0
sdv-id-KJFdBf,ACC_249,BANK_UK_02,1874609.8705637972,USD,2026-01-02 18:20:59,0,0
sdv-id-rhvpYm,ACC_229,BANK_UK_01,41754.015746566016,USD,2026-01-21 08:21:49,0,0
sdv-id-yTHcMx,ACC_123,BANK_BD_01,178194.65935312628,USD,2026-02-16 22:48:06,0,0
sdv-id-vdmrzj,ACC_164,BANK_UK_01,30246.044644998412,USD,2026-02-19 02:02:47,0,0
sdv-id-shubnd,ACC_120,BANK_BD_02,724800.7114626642,USD,2026-01-12 13:39:48,0,1
sdv-id-CbKJju,ACC_235,BANK_BD_02,134315.29504756228,USD,2026-03-04 19:41:46,0,0
sdv-id-eUTRjM,ACC_221,BANK_UK_01,117356.58720168434,USD,2026-03-01 01:20:07,0,1
sdv-id-cEhFdv,ACC_249,BANK_UK_02,342516.4912503844,USD,2026-02-19 00:07:57,0,0
sdv-id-bsKSBd,ACC_253,BANK_BD_02,27887.540814089036,USD,2026-03-23 10:20:27,0,0
sdv-id-wIaixJ,ACC_233,BANK_UK_01,271707.36920517427,USD,2026-03-30 13:45:28,0,0
sdv-id-SsYgDd,ACC_101,BANK_BD_02,340593.83572914783,USD,2026-02-02 20:28:26,0,0
sdv-id-OpCkDZ,ACC_211,BANK_UK_01,11080.757688972693,USD,2026-03-20 16:11:39,0,0
sdv-id-IFnOCh,ACC_246,BANK_BD_01,2215486.777028343,USD,2026-03-27 13:39:21,0,0
sdv-id-IYxRzy,ACC_164,BANK_UK_02,20737.218756279017,USD,2026-03-30 02:51:27,0,0
sdv-id-gQjBcF,ACC_220,BANK_UK_01,34781.44014071677,USD,2026-03-11 13:10:38,0,0
sdv-id-gyMtsN,ACC_167,BANK_UK_02,12242.069887135294,USD,2026-01-07 05:07:23,0,0
sdv-id-OSJcmi,ACC_299,BANK_BD_02,55964.316386507424,USD,2026-03-08 07:17:11,0,0
sdv-id-gdQFkv,ACC_130,BANK_BD_02,87380.62925710707,USD,2026-02-28 16:10:03,0,0
sdv-id-eQNtcD,ACC_158,BANK_UK_02,500688.11124695995,USD,2026-01-02 12:46:35,0,0
sdv-id-UtcdmX,ACC_288,BANK_BD_02,133024.47282105687,USD,2026-03-17 03:15:52,0,0
sdv-id-ruMorw,ACC_245,BANK_BD_01,26603.328994450618,USD,2026-01-09 19:55:30,0,1
sdv-id-rMfiin,ACC_146,BANK_UK_01,1113.3059330575902,USD,2026-03-04 17:13:03,0,0
sdv-id-Rxtrgc,ACC_258,BANK_BD_01,25405.171644443984,USD,2026-01-04 09:08:56,0,0
sdv-id-xgpQTw,ACC_292,BANK_BD_02,68220.60445220447,USD,2026-02-10 04:51:55,0,0
sdv-id-fWZIxK,ACC_238,BANK_UK_01,74506.98715851958,USD,2026-02-09 06:57:46,0,0
sdv-id-cGaiRC,ACC_251,BANK_UK_01,152718.19632269774,USD,2026-01-01 08:16:44,0,0
sdv-id-tbcJGn,ACC_137,BANK_BD_02,4296.218133488822,USD,2026-03-24 12:04:07,1,0
sdv-id-pIoDWL,ACC_125,BANK_UK_01,78421.27239779176,USD,2026-03-20 18:02:08,1,1
sdv-id-kRaIOe,ACC_258,BANK_BD_01,745078.0407403901,USD,2026-01-14 09:36:42,0,0
sdv-id-rqeKbH,ACC_166,BANK_BD_01,19986.896892173452,USD,2026-02-18 02:28:15,1,0
sdv-id-pAtlWF,ACC_190,BANK_BD_02,987906.4098225031,USD,2026-03-10 08:34:19,0,1
sdv-id-bWETyq,ACC_130,BANK_BD_02,1223657.7885522076,USD,2026-02-04 18:43:15,0,0
sdv-id-FXVpKJ,ACC_173,BANK_BD_02,921.2327488675027,USD,2026-01-12 18:22:23,0,0
sdv-id-jzlSdn,ACC_230,BANK_BD_01,517915.6987526646,USD,2026-01-08 14:17:29,0,0
sdv-id-DfNZRm,ACC_202,BANK_BD_02,477482.1566984683,USD,2026-03-10 23:50:19,0,1
sdv-id-LYIeHw,ACC_167,BANK_BD_01,15585.467632960774,USD,2026-01-02 06:11:15,0,0
sdv-id-KUosHA,ACC_273,BANK_BD_02,270244.24496021005,USD,2026-02-26 08:12:02,0,0
sdv-id-hURNiv,ACC_117,BANK_BD_01,115973.48394531802,USD,2026-02-02 03:51:11,0,0
sdv-id-zwwYQg,ACC_299,BANK_UK_02,271492.9243628663,USD,2026-03-01 04:17:40,1,0
sdv-id-kOZFht,ACC_241,BANK_UK_02,935.6825161283351,USD,2026-03-13 23:35:54,0,0
sdv-id-REszsP,ACC_120,BANK_UK_01,187811.69248601596,USD,2026-01-26 17:59:50,1,0
sdv-id-cDOVIn,ACC_272,BANK_UK_02,35000.33637865217,USD,2026-01-01 10:04:43,0,0
sdv-id-RmqCla,ACC_191,BANK_UK_01,460553.24867947993,USD,2026-01-26 03:43:10,0,0
sdv-id-TpyYJi,ACC_297,BANK_UK_02,108906.2691250762,USD,2026-01-09 19:27:19,0,0
sdv-id-EFAxze,ACC_176,BANK_BD_02,21123.06803900614,USD,2026-02-12 13:26:31,0,1
sdv-id-OOGobd,ACC_122,BANK_BD_02,13445.965729491656,USD,2026-03-08 03:49:04,0,1
sdv-id-XmoSJr,ACC_127,BANK_BD_02,122738.55770652588,USD,2026-03-25 17:46:33,0,0
sdv-id-CljSwi,ACC_200,BANK_BD_01,183029.07967383147,USD,2026-02-10 11:31:35,0,0
sdv-id-XxDEMw,ACC_100,BANK_UK_01,456824.6093714238,USD,2026-01-19 22:27:22,1,1
sdv-id-JuBHtE,ACC_299,BANK_BD_01,507338.3522777149,USD,2026-01-03 10:44:02,0,0
sdv-id-HeTMWP,ACC_113,BANK_UK_01,519798.24813258776,USD,2026-02-11 16:37:48,0,0
sdv-id-ToYigF,ACC_101,BANK_BD_02,1902.8865353523101,USD,2026-01-17 03:09:53,0,0
sdv-id-jnZdpY,ACC_222,BANK_BD_01,575894.6076808156,USD,2026-01-29 20:24:27,0,1
sdv-id-FpZngq,ACC_287,BANK_BD_02,990.0546718813067,USD,2026-03-14 17:39:33,0,0
sdv-id-uyJdyX,ACC_287,BANK_BD_01,217089.5986261712,USD,2026-02-28 07:26:48,0,0
sdv-id-AwbGsF,ACC_224,BANK_BD_02,10515.204627188963,USD,2026-02-26 16:09:05,0,1
sdv-id-HjpTLb,ACC_118,BANK_UK_02,294530.2637032987,USD,2026-01-15 00:32:01,0,0
sdv-id-sJYwaP,ACC_190,BANK_UK_01,11445.041652665737,USD,2026-03-05 02:36:28,0,0
sdv-id-sjJNxT,ACC_172,BANK_BD_02,929.6310690325629,USD,2026-01-30 18:09:17,0,0
sdv-id-nsmaxx,ACC_164,BANK_BD_02,3786.679817002759,USD,2026-02-18 02:53:36,0,0
sdv-id-HZeDXj,ACC_122,BANK_UK_01,428585.16159273137,USD,2026-01-04 01:19:06,0,0
sdv-id-rQAkkY,ACC_194,BANK_BD_01,384950.1905782844,USD,2026-02-11 09:46:03,0,1
sdv-id-SNQnAK,ACC_145,BANK_BD_02,428616.2527906348,USD,2026-03-30 15:24:15,0,0
sdv-id-WLMKEh,ACC_158,BANK_BD_01,583710.5802282961,USD,2026-02-10 08:56:57,0,0
sdv-id-dmfxDU,ACC_162,BANK_BD_01,34411.15210132959,USD,2026-01-20 19:06:08,0,0
sdv-id-cVgnxq,ACC_278,BANK_BD_02,252525.43518635584,USD,2026-01-11 21:26:02,0,1
sdv-id-dmXxpQ,ACC_258,BANK_BD_01,274750.1206399096,USD,2026-03-24 09:49:37,0,0
sdv-id-JFlsxd,ACC_179,BANK_UK_01,32571.81370144482,USD,2026-03-29 13:58:38,0,0
sdv-id-mxSIdC,ACC_284,BANK_BD_01,8863.536255707038,USD,2026-02-10 23:10:40,0,0
sdv-id-qJanDs,ACC_117,BANK_UK_02,10250.960829408976,USD,2026-03-25 01:24:03,0,0
sdv-id-mcBvcF,ACC_142,BANK_BD_02,73386.2015463798,USD,2026-01-05 14:22:48,0,0
sdv-id-moikNX,ACC_185,BANK_UK_01,274785.0136181501,USD,2026-01-07 07:39:03,0,1
sdv-id-TorXZQ,ACC_201,BANK_BD_01,941.0511494529469,USD,2026-03-21 20:42:35,0,0
sdv-id-KysrEl,ACC_295,BANK_BD_01,19295.04798015091,USD,2026-01-10 10:06:42,0,0
