txn_id,ship_id,hs_code,commodity,unit_price,quantity,amount,origin_port
TXN_5032,SHIP_V_1032,851713,Smartphones,2885,457,1318445,Dhaka
TXN_5033,SHIP_V_1033,382499,Industrial Chemicals,55,237,13035,Singapore
TXN_5034,SHIP_V_1034,854143,Solar Panels,52,106,5512,Southampton
TXN_5035,SHIP_V_1035,851713,Smartphones,2,1454,2908,Southampton
TXN_5036,SHIP_V_1036,851713,Smartphones,60,1244,74640,Southampton
TXN_5037,SHIP_V_1037,382499,Industrial Chemicals,1,1969,1969,Singapore
TXN_5038,SHIP_V_1038,610910,Ready-made Garments,19,1402,26638,Chittagong
TXN_5039,SHIP_V_1039,610910,Ready-made Garments,58,1628,94424,Southampton
TXN_5040,SHIP_V_1040,851713,Smartphones,16,1092,17472,Southampton
TXN_5041,SHIP_V_1041,610910,Ready-made Garments,45,1937,87165,Port of London
TXN_5042,SHIP_V_1042,610910,Ready-made Garments,30,1575,47250,Dhaka
TXN_5043,SHIP_V_1043,854143,Solar Panels,28,846,23688,Chittagong
TXN_5044,SHIP_V_1044,610910,Ready-made Garments,48,1173,56304,Port of London
TXN_5045,SHIP_V_1045,610910,Ready-made Garments,33,802,26466,Port of London
TXN_5046,SHIP_V_1046,854143,Solar Panels,21,1323,27783,Southampton
TXN_5047,SHIP_V_1047,382499,Industrial Chemicals,36,1561,56196,Chittagong
TXN_5048,SHIP_V_1048,854143,Solar Panels,23,766,17618,Dhaka
TXN_5049,SHIP_V_1049,382499,Industrial Chemicals,33,370,12210,Port of London
TXN_5050,SHIP_V_1050,530310,Raw Jute,40,326,13040,Chittagong
TXN_5051,SHIP_V_1051,610910,Ready-made Garments,59,1374,81066,Singapore
TXN_5052,SHIP_V_1052,851713,Smartphones,40,478,19120,Dhaka
TXN_5053,SHIP_V_1053,854143,Solar Panels,35,1635,57225,Chittagong
TXN_5054,SHIP_V_1054,530310,Raw Jute,39,1105,43095,Port of London
TXN_5055,SHIP_V_1055,851713,Smartphones,34,1283,43622,Dhaka
TXN_5056,SHIP_V_1056,610910,Ready-made Garments,32,1915,61280,Dhaka
TXN_5057,SHIP_V_1057,382499,Industrial Chemicals,52,113,5876,Southampton
TXN_5058,SHIP_V_1058,530310,Raw Jute,55,1257,69135,Dhaka
TXN_5059,SHIP_V_1059,382499,Industrial Chemicals,45,1506,67770,Singapore
TXN_5060,SHIP_V_1060,530310,Raw Jute,34,1483,50422,Dhaka
TXN_5061,SHIP_V_1061,382499,Industrial Chemicals,55,1618,88990,Singapore
TXN_5062,SHIP_V_1062,610910,Ready-made Garments,19,1377,26163,Southampton
TXN_5063,SHIP_V_1063,382499,Industrial Chemicals,16,1341,21456,Chittagong
TXN_5064,SHIP_V_1064,530310,Raw Jute,39,548,21372,Southampton
TXN_5065,SHIP_V_1065,610910,Ready-made Garments,32,925,29600,Southampton
TXN_5066,SHIP_V_1066,610910,Ready-made Garments,55,1150,63250,Chittagong
TXN_5067,SHIP_V_1067,851713,Smartphones,22,1241,27302,Dhaka
TXN_5068,SHIP_V_1068,530310,Raw Jute,18,1514,27252,Port of London
TXN_5069,SHIP_V_1069,610910,Ready-made Garments,30,460,13800,Port of London
TXN_5070,SHIP_V_1070,610910,Ready-made Garments,27,998,26946,Singapore
TXN_5071,SHIP_V_1071,851713,Smartphones,29,150,4350,Singapore
TXN_5072,SHIP_V_1072,854143,Solar Panels,44,884,38896,Port of London
TXN_5073,SHIP_V_1073,610910,Ready-made Garments,22,1986,43692,Southampton
TXN_5074,SHIP_V_1074,851713,Smartphones,2789,536,1494904,Singapore
TXN_5075,SHIP_V_1075,530310,Raw Jute,51,673,34323,Chittagong
TXN_5076,SHIP_V_1076,530310,Raw Jute,60,2000,120000,Dhaka
TXN_5077,SHIP_V_1077,530310,Raw Jute,40,745,29800,Chittagong
TXN_5078,SHIP_V_1078,382499,Industrial Chemicals,4210,864,3637440,Port of London
TXN_5079,SHIP_V_1079,610910,Ready-made Garments,46,1410,64860,Singapore
TXN_5080,SHIP_V_1080,854143,Solar Panels,53,1609,85277,Port of London
TXN_5081,SHIP_V_1081,382499,Industrial Chemicals,47,1186,55742,Port of London
TXN_5082,SHIP_V_1082,530310,Raw Jute,58,714,41412,Chittagong
TXN_5083,SHIP_V_1083,382499,Industrial Chemicals,33,1415,46695,Dhaka
TXN_5084,SHIP_V_1084,851713,Smartphones,23,1992,45816,Southampton
TXN_5085,SHIP_V_1085,382499,Industrial Chemicals,37,1620,59940,Dhaka
TXN_5086,SHIP_V_1086,610910,Ready-made Garments,33,633,20889,Port of London
TXN_5087,SHIP_V_1087,854143,Solar Panels,27,1101,29727,Dhaka
TXN_5088,SHIP_V_1088,382499,Industrial Chemicals,2322,311,722142,Dhaka
TXN_5089,SHIP_V_1089,854143,Solar Panels,44,1976,86944,Chittagong
TXN_5090,SHIP_V_1090,610910,Ready-made Garments,48,881,42288,Dhaka
TXN_5091,SHIP_V_1091,382499,Industrial Chemicals,45,102,4590,Dhaka
TXN_5092,SHIP_V_1092,610910,Ready-made Garments,34,657,22338,Port of London
TXN_5093,SHIP_V_1093,854143,Solar Panels,58,1960,113680,Dhaka
TXN_5094,SHIP_V_1094,854143,Solar Panels,57,971,55347,Singapore
TXN_5095,SHIP_V_1095,610910,Ready-made Garments,39,1172,45708,Chittagong
TXN_5096,SHIP_V_1096,851713,Smartphones,4088,763,3119144,Chittagong
TXN_5097,SHIP_V_1097,851713,Smartphones,3,848,2544,Southampton
TXN_5098,SHIP_V_1098,530310,Raw Jute,60,1816,108960,Chittagong
TXN_5099,SHIP_V_1099,530310,Raw Jute,32,1407,45024,Dhaka
TXN_5100,SHIP_V_1100,854143,Solar Panels,35,1016,35560,Chittagong
TXN_5101,SHIP_V_1101,854143,Solar Panels,54,407,21978,Southampton
TXN_5102,SHIP_V_1102,530310,Raw Jute,16,326,5216,Port of London
TXN_5103,SHIP_V_1103,851713,Smartphones,32,1313,42016,Chittagong
TXN_5104,SHIP_V_1104,530310,Raw Jute,16,1557,24912,Dhaka
TXN_5105,SHIP_V_1105,530310,Raw Jute,32,1331,42592,Singapore
TXN_5106,SHIP_V_1106,854143,Solar Panels,24,1210,29040,Southampton
TXN_5107,SHIP_V_1107,610910,Ready-made Garments,56,1376,77056,Singapore
TXN_5108,SHIP_V_1108,854143,Solar Panels,20,957,19140,Chittagong
TXN_5109,SHIP_V_1109,610910,Ready-made Garments,34,108,3672,Chittagong
TXN_5110,SHIP_V_1110,610910,Ready-made Garments,35,1088,38080,Singapore
TXN_5111,SHIP_V_1111,530310,Raw Jute,22,1802,39644,Southampton
TXN_5112,SHIP_V_1112,854143,Solar Panels,44,1101,48444,Dhaka
TXN_5113,SHIP_V_1113,854143,Solar Panels,24,1844,44256,Southampton
TXN_5114,SHIP_V_1114,851713,Smartphones,51,227,11577,Dhaka
TXN_5115,SHIP_V_1115,382499,Industrial Chemicals,46,770,35420,Dhaka
TXN_5116,SHIP_V_1116,851713,Smartphones,2061,747,1539567,Chittagong
TXN_5117,SHIP_V_1117,610910,Ready-made Garments,34,1305,44370,Southampton
TXN_5118,SHIP_V_1118,610910,Ready-made Garments,43,692,29756,Southampton
TXN_5119,SHIP_V_1119,854143,Solar Panels,35,1494,52290,Singapore
TXN_5120,SHIP_V_1120,530310,Raw Jute,45,955,42975,Port of London
TXN_5121,SHIP_V_1121,854143,Solar Panels,36,1214,43704,Dhaka
TXN_5122,SHIP_V_1122,530310,Raw Jute,53,1644,87132,Port of London
TXN_5123,SHIP_V_1123,851713,Smartphones,34,1027,34918,Chittagong
TXN_5124,SHIP_V_1124,382499,Industrial Chemicals,36,108,3888,Port of London
TXN_5125,SHIP_V_1125,851713,Smartphones,52,1834,95368,Southampton
TXN_5126,SHIP_V_1126,610910,Ready-made Garments,59,542,31978,Singapore
TXN_5127,SHIP_V_1127,382499,Industrial Chemicals,3,1521,4563,Port of London
TXN_5128,SHIP_V_1128,382499,Industrial Chemicals,18,793,14274,Dhaka
TXN_5129,SHIP_V_1129,851713,Smartphones,3,852,2556,Southampton
TXN_5130,SHIP_V_1130,610910,Ready-made Garments,52,179,9308,Chittagong
TXN_5131,SHIP_V_1131,610910,Ready-made Garments,18,1720,30960,Chittagong
TXN_5132,SHIP_V_1132,854143,Solar Panels,44,1388,61072,Chittagong
TXN_5133,SHIP_V_1133,851713,Smartphones,4373,827,3616471,Dhaka
TXN_5134,SHIP_V_1134,610910,Ready-made Garments,60,1591,95460,Singapore
TXN_5135,SHIP_V_1135,382499,Industrial Chemicals,4,1886,7544,Port of London
TXN_5136,SHIP_V_1136,382499,Industrial Chemicals,37,1370,50690,Dhaka
TXN_5137,SHIP_V_1137,854143,Solar Panels,21,466,9786,Port of London
TXN_5138,SHIP_V_1138,530310,Raw Jute,19,1440,27360,Chittagong
TXN_5139,SHIP_V_1139,851713,Smartphones,2,1127,2254,Dhaka
TXN_5140,SHIP_V_1140,851713,Smartphones,44,1132,49808,Singapore
TXN_5141,SHIP_V_1141,610910,Ready-made Garments,53,320,16960,Southampton
TXN_5142,SHIP_V_1142,530310,Raw Jute,34,787,26758,Port of London
TXN_5143,SHIP_V_1143,851713,Smartphones,24,104,2496,Southampton
TXN_5144,SHIP_V_1144,854143,Solar Panels,41,406,16646,Chittagong
TXN_5145,SHIP_V_1145,530310,Raw Jute,42,1512,63504,Singapore
TXN_5146,SHIP_V_1146,610910,Ready-made Garments,28,1105,30940,Chittagong
TXN_5147,SHIP_V_1147,854143,Solar Panels,30,1593,47790,Dhaka
TXN_5148,SHIP_V_1148,854143,Solar Panels,50,1305,65250,Singapore
TXN_5149,SHIP_V_1149,851713,Smartphones,41,795,32595,Chittagong
TXN_5150,SHIP_V_1150,610910,Ready-made Garments,53,1561,82733,Southampton
TXN_5151,SHIP_V_1151,851713,Smartphones,42,1132,47544,Dhaka
TXN_5152,SHIP_V_1152,382499,Industrial Chemicals,51,1903,97053,Port of London
TXN_5153,SHIP_V_1153,854143,Solar Panels,29,301,8729,Singapore
TXN_5154,SHIP_V_1154,610910,Ready-made Garments,46,793,36478,Dhaka
TXN_5155,SHIP_V_1155,854143,Solar Panels,44,1359,59796,Dhaka
TXN_5156,SHIP_V_1156,851713,Smartphones,18,1156,20808,Singapore
TXN_5157,SHIP_V_1157,851713,Smartphones,44,500,22000,Singapore
TXN_5158,SHIP_V_1158,851713,Smartphones,51,787,40137,Southampton
TXN_5159,SHIP_V_1159,382499,Industrial Chemicals,54,141,7614,Port of London
TXN_5160,SHIP_V_1160,530310,Raw Jute,41,1941,79581,Southampton
TXN_5161,SHIP_V_1161,851713,Smartphones,1652,758,1252216,Chittagong
TXN_5162,SHIP_V_1162,382499,Industrial Chemicals,52,955,49660,Singapore
TXN_5163,SHIP_V_1163,851713,Smartphones,45,1456,65520,Chittagong
TXN_5164,SHIP_V_1164,530310,Raw Jute,50,586,29300,Chittagong
TXN_5165,SHIP_V_1165,610910,Ready-made Garments,20,1640,32800,Dhaka
TXN_5166,SHIP_V_1166,382499,Industrial Chemicals,34,1130,38420,Port of London
TXN_5167,SHIP_V_1167,382499,Industrial Chemicals,3982,638,2540516,Chittagong
TXN_5168,SHIP_V_1168,854143,Solar Panels,41,1879,77039,Dhaka
TXN_5169,SHIP_V_1169,851713,Smartphones,43,1066,45838,Southampton
TXN_5170,SHIP_V_1170,610910,Ready-made Garments,26,1447,37622,Singapore
TXN_5171,SHIP_V_1171,530310,Raw Jute,23,478,10994,Southampton
TXN_5172,SHIP_V_1172,854143,Solar Panels,28,760,21280,Southampton
TXN_5173,SHIP_V_1173,382499,Industrial Chemicals,15,955,14325,Port of London
TXN_5174,SHIP_V_1174,851713,Smartphones,4,1610,6440,Singapore
TXN_5175,SHIP_V_1175,530310,Raw Jute,28,1380,38640,Singapore
TXN_5176,SHIP_V_1176,382499,Industrial Chemicals,3028,946,2864488,Southampton
TXN_5177,SHIP_V_1177,382499,Industrial Chemicals,45,1793,80685,Dhaka
TXN_5178,SHIP_V_1178,610910,Ready-made Garments,37,1339,49543,Dhaka
TXN_5179,SHIP_V_1179,610910,Ready-made Garments,40,784,31360,Port of London
TXN_5180,SHIP_V_1180,851713,Smartphones,2,1520,3040,Dhaka
TXN_5181,SHIP_V_1181,610910,Ready-made Garments,29,1532,44428,Chittagong
TXN_5182,SHIP_V_1182,610910,Ready-made Garments,18,753,13554,Singapore
TXN_5183,SHIP_V_1183,530310,Raw Jute,44,528,23232,Dhaka
TXN_5184,SHIP_V_1184,610910,Ready-made Garments,43,149,6407,Southampton
TXN_5185,SHIP_V_1185,851713,Smartphones,3570,647,2309790,Port of London
TXN_5186,SHIP_V_1186,851713,Smartphones,3,755,2265,Chittagong
TXN_5187,SHIP_V_1187,382499,Industrial Chemicals,4,1466,5864,Dhaka
TXN_5188,SHIP_V_1188,530310,Raw Jute,48,284,13632,Port of London
TXN_5189,SHIP_V_1189,851713,Smartphones,3423,886,3032778,Singapore
TXN_5190,SHIP_V_1190,610910,Ready-made Garments,17,1604,27268,Chittagong
TXN_5191,SHIP_V_1191,382499,Industrial Chemicals,4499,828,3725172,Port of London
TXN_5192,SHIP_V_1192,530310,Raw Jute,56,1801,100856,Port of London
TXN_5193,SHIP_V_1193,851713,Smartphones,42,1818,76356,Southampton
TXN_5194,SHIP_V_1194,530310,Raw Jute,56,1964,109984,Dhaka
TXN_5195,SHIP_V_1195,854143,Solar Panels,52,1252,65104,Southampton
TXN_5196,SHIP_V_1196,851713,Smartphones,29,1656,48024,Southampton
TXN_5197,SHIP_V_1197,854143,Solar Panels,23,1586,36478,Dhaka
TXN_5198,SHIP_V_1198,530310,Raw Jute,16,103,1648,Southampton
TXN_5199,SHIP_V_1199,851713,Smartphones,39,949,37011,Singapore
TXN_5200,SHIP_V_1200,851713,Smartphones,15,1109,16635,Port of London
TXN_5201,SHIP_V_1201,851713,Smartphones,28,434,12152,Southampton
TXN_5202,SHIP_V_1202,851713,Smartphones,2416,590,1425440,Southampton
TXN_5203,SHIP_V_1203,530310,Raw Jute,32,726,23232,Dhaka
TXN_5204,SHIP_V_1204,854143,Solar Panels,60,500,30000,Southampton
TXN_5205,SHIP_V_1205,610910,Ready-made Garments,16,1917,30672,Singapore
TXN_5206,SHIP_V_1206,851713,Smartphones,47,360,16920,Dhaka
TXN_5207,SHIP_V_1207,382499,Industrial Chemicals,50,553,27650,Southampton
TXN_5208,SHIP_V_1208,530310,Raw Jute,54,1155,62370,Chittagong
TXN_5209,SHIP_V_1209,382499,Industrial Chemicals,4334,772,3345848,Chittagong
TXN_5210,SHIP_V_1210,530310,Raw Jute,38,793,30134,Southampton
TXN_5211,SHIP_V_1211,851713,Smartphones,32,1486,47552,Dhaka
TXN_5212,SHIP_V_1212,530310,Raw Jute,45,577,25965,Dhaka
TXN_5213,SHIP_V_1213,530310,Raw Jute,59,673,39707,Singapore
TXN_5214,SHIP_V_1214,851713,Smartphones,15,937,14055,Southampton
TXN_5215,SHIP_V_1215,610910,Ready-made Garments,49,660,32340,Southampton
TXN_5216,SHIP_V_1216,854143,Solar Panels,17,983,16711,Singapore
TXN_5217,SHIP_V_1217,851713,Smartphones,34,1886,64124,Port of London
TXN_5218,SHIP_V_1218,854143,Solar Panels,49,1515,74235,Port of London
TXN_5219,SHIP_V_1219,610910,Ready-made Garments,16,772,12352,Dhaka
TXN_5220,SHIP_V_1220,610910,Ready-made Garments,33,1480,48840,Dhaka
TXN_5221,SHIP_V_1221,851713,Smartphones,43,1508,64844,Port of London
TXN_5222,SHIP_V_1222,530310,Raw Jute,15,571,8565,Chittagong
TXN_5223,SHIP_V_1223,854143,Solar Panels,55,301,16555,Port of London
TXN_5224,SHIP_V_1224,382499,Industrial Chemicals,32,1357,43424,Chittagong
TXN_5225,SHIP_V_1225,610910,Ready-made Garments,59,854,50386,Port of London
TXN_5226,SHIP_V_1226,382499,Industrial Chemicals,33,1837,60621,Southampton
TXN_5227,SHIP_V_1227,530310,Raw Jute,51,1169,59619,Southampton
TXN_5228,SHIP_V_1228,851713,Smartphones,36,1910,68760,Singapore
TXN_5229,SHIP_V_1229,610910,Ready-made Garments,16,1469,23504,Port of London
TXN_5230,SHIP_V_1230,610910,Ready-made Garments,20,1126,22520,Southampton
TXN_5231,SHIP_V_1231,382499,Industrial Chemicals,3208,854,2739632,Singapore
TXN_5232,SHIP_V_1232,610910,Ready-made Garments,34,276,9384,Singapore
TXN_5233,SHIP_V_1233,382499,Industrial Chemicals,2615,238,622370,Port of London
TXN_5234,SHIP_V_1234,854143,Solar Panels,45,122,5490,Chittagong
TXN_5235,SHIP_V_1235,530310,Raw Jute,58,130,7540,Port of London
TXN_5236,SHIP_V_1236,530310,Raw Jute,58,725,42050,Dhaka
TXN_5237,SHIP_V_1237,382499,Industrial Chemicals,2380,588,1399440,Port of London
TXN_5238,SHIP_V_1238,851713,Smartphones,52,1439,74828,Chittagong
TXN_5239,SHIP_V_1239,382499,Industrial Chemicals,19,989,18791,Chittagong
TXN_5240,SHIP_V_1240,854143,Solar Panels,46,1140,52440,Dhaka
TXN_5241,SHIP_V_1241,530310,Raw Jute,49,435,21315,Southampton
TXN_5242,SHIP_V_1242,382499,Industrial Chemicals,35,1512,52920,Port of London
TXN_5243,SHIP_V_1243,851713,Smartphones,59,1545,91155,Southampton
TXN_5244,SHIP_V_1244,530310,Raw Jute,22,1210,26620,Singapore
TXN_5245,SHIP_V_1245,382499,Industrial Chemicals,44,517,22748,Chittagong
TXN_5246,SHIP_V_1246,854143,Solar Panels,54,499,26946,Southampton
TXN_5247,SHIP_V_1247,382499,Industrial Chemicals,15,1923,28845,Singapore
TXN_5248,SHIP_V_1248,851713,Smartphones,31,789,24459,Port of London
TXN_5249,SHIP_V_1249,610910,Ready-made Garments,44,1223,53812,Port of London
TXN_5250,SHIP_V_1250,530310,Raw Jute,54,306,16524,Port of London
TXN_5251,SHIP_V_1251,530310,Raw Jute,20,1001,20020,Dhaka
TXN_5252,SHIP_V_1252,854143,Solar Panels,52,178,9256,Dhaka
TXN_5253,SHIP_V_1253,854143,Solar Panels,17,1277,21709,Port of London
TXN_5254,SHIP_V_1254,530310,Raw Jute,27,789,21303,Dhaka
TXN_5255,SHIP_V_1255,851713,Smartphones,44,1764,77616,Port of London
TXN_5256,SHIP_V_1256,851713,Smartphones,25,652,16300,Southampton
TXN_5257,SHIP_V_1257,854143,Solar Panels,30,1792,53760,Southampton
TXN_5258,SHIP_V_1258,851713,Smartphones,36,150,5400,Dhaka
TXN_5259,SHIP_V_1259,851713,Smartphones,58,254,14732,Chittagong
TXN_5260,SHIP_V_1260,610910,Ready-made Garments,20,1716,34320,Chittagong
TXN_5261,SHIP_V_1261,382499,Industrial Chemicals,2473,461,1140053,Chittagong
TXN_5262,SHIP_V_1262,851713,Smartphones,57,354,20178,Port of London
TXN_5263,SHIP_V_1263,851713,Smartphones,5,1012,5060,Dhaka
TXN_5264,SHIP_V_1264,530310,Raw Jute,35,1360,47600,Dhaka
TXN_5265,SHIP_V_1265,854143,Solar Panels,27,963,26001,Chittagong
TXN_5266,SHIP_V_1266,382499,Industrial Chemicals,4494,822,3694068,Singapore
TXN_5267,SHIP_V_1267,530310,Raw Jute,21,1701,35721,Singapore
TXN_5268,SHIP_V_1268,851713,Smartphones,60,126,7560,Port of London
TXN_5269,SHIP_V_1269,851713,Smartphones,3052,802,2447704,Singapore
TXN_5270,SHIP_V_1270,530310,Raw Jute,60,329,19740,Dhaka
TXN_5271,SHIP_V_1271,382499,Industrial Chemicals,4707,815,3836205,Chittagong
TXN_5272,SHIP_V_1272,854143,Solar Panels,59,541,31919,Dhaka
TXN_5273,SHIP_V_1273,382499,Industrial Chemicals,5,1078,5390,Chittagong
TXN_5274,SHIP_V_1274,854143,Solar Panels,31,1107,34317,Chittagong
TXN_5275,SHIP_V_1275,854143,Solar Panels,43,911,39173,Singapore
TXN_5276,SHIP_V_1276,610910,Ready-made Garments,57,1988,113316,Dhaka
TXN_5277,SHIP_V_1277,851713,Smartphones,60,131,7860,Singapore
TXN_5278,SHIP_V_1278,382499,Industrial Chemicals,37,1497,55389,Southampton
TXN_5279,SHIP_V_1279,530310,Raw Jute,27,1433,38691,Dhaka
TXN_5280,SHIP_V_1280,530310,Raw Jute,40,210,8400,Southampton
TXN_5281,SHIP_V_1281,610910,Ready-made Garments,60,1273,76380,Dhaka
TXN_5282,SHIP_V_1282,530310,Raw Jute,22,289,6358,Southampton
TXN_5283,SHIP_V_1283,382499,Industrial Chemicals,3944,970,3825680,Chittagong
TXN_5284,SHIP_V_1284,851713,Smartphones,2114,558,1179612,Singapore
TXN_5285,SHIP_V_1285,610910,Ready-made Garments,45,1199,53955,Singapore
TXN_5286,SHIP_V_1286,530310,Raw Jute,54,319,17226,Port of London
TXN_5287,SHIP_V_1287,382499,Industrial Chemicals,16,1983,31728,Singapore
TXN_5288,SHIP_V_1288,382499,Industrial Chemicals,3859,609,2350131,Dhaka
TXN_5289,SHIP_V_1289,851713,Smartphones,37,1638,60606,Singapore
TXN_5290,SHIP_V_1290,530310,Raw Jute,55,1810,99550,Chittagong
TXN_5291,SHIP_V_1291,851713,Smartphones,1518,772,1171896,Dhaka
TXN_5292,SHIP_V_1292,382499,Industrial Chemicals,42,1194,50148,Chittagong
TXN_5293,SHIP_V_1293,382499,Industrial Chemicals,1,1904,1904,Southampton
TXN_5294,SHIP_V_1294,854143,Solar Panels,57,1302,74214,Dhaka
TXN_5295,SHIP_V_1295,382499,Industrial Chemicals,17,961,16337,Dhaka
TXN_5296,SHIP_V_1296,610910,Ready-made Garments,52,1878,97656,Port of London
TXN_5297,SHIP_V_1297,851713,Smartphones,56,480,26880,Dhaka
TXN_5298,SHIP_V_1298,851713,Smartphones,22,358,7876,Southampton
TXN_5299,SHIP_V_1299,851713,Smartphones,59,198,11682,Port of London
TXN_5300,SHIP_V_1300,851713,Smartphones,18,321,5778,Port of London
TXN_5301,SHIP_V_1301,382499,Industrial Chemicals,5,1927,9635,Dhaka
TXN_5302,SHIP_V_1302,610910,Ready-made Garments,37,1675,61975,Dhaka
TXN_5303,SHIP_V_1303,854143,Solar Panels,36,1557,56052,Chittagong
TXN_5304,SHIP_V_1304,382499,Industrial Chemicals,2220,422,936840,Singapore
TXN_5305,SHIP_V_1305,610910,Ready-made Garments,18,1771,31878,Singapore
TXN_5306,SHIP_V_1306,610910,Ready-made Garments,26,1370,35620,Chittagong
TXN_5307,SHIP_V_1307,530310,Raw Jute,42,982,41244,Southampton
TXN_5308,SHIP_V_1308,610910,Ready-made Garments,40,108,4320,Chittagong
TXN_5309,SHIP_V_1309,854143,Solar Panels,37,1734,64158,Dhaka
TXN_5310,SHIP_V_1310,382499,Industrial Chemicals,4023,721,2900583,Dhaka
TXN_5311,SHIP_V_1311,530310,Raw Jute,31,1230,38130,Southampton
TXN_5312,SHIP_V_1312,851713,Smartphones,21,661,13881,Dhaka
TXN_5313,SHIP_V_1313,851713,Smartphones,40,871,34840,Southampton
TXN_5314,SHIP_V_1314,530310,Raw Jute,55,209,11495,Singapore
TXN_5315,SHIP_V_1315,854143,Solar Panels,20,1086,21720,Singapore
TXN_5316,SHIP_V_1316,610910,Ready-made Garments,49,200,9800,Port of London
TXN_5317,SHIP_V_1317,382499,Industrial Chemicals,26,316,8216,Dhaka
TXN_5318,SHIP_V_1318,851713,Smartphones,52,487,25324,Chittagong
TXN_5319,SHIP_V_1319,854143,Solar Panels,43,1759,75637,Singapore
TXN_5320,SHIP_V_1320,851713,Smartphones,29,147,4263,Dhaka
TXN_5321,SHIP_V_1321,851713,Smartphones,32,1030,32960,Dhaka
TXN_5322,SHIP_V_1322,851713,Smartphones,15,155,2325,Port of London
TXN_5323,SHIP_V_1323,610910,Ready-made Garments,37,1891,69967,Dhaka
TXN_5324,SHIP_V_1324,530310,Raw Jute,21,1334,28014,Chittagong
TXN_5325,SHIP_V_1325,382499,Industrial Chemicals,59,186,10974,Dhaka
TXN_5326,SHIP_V_1326,854143,Solar Panels,29,808,23432,Chittagong
TXN_5327,SHIP_V_1327,851713,Smartphones,35,1911,66885,Southampton
TXN_5328,SHIP_V_1328,851713,Smartphones,1486,599,890114,Port of London
TXN_5329,SHIP_V_1329,851713,Smartphones,30,1535,46050,Chittagong
TXN_5330,SHIP_V_1330,851713,Smartphones,17,1576,26792,Southampton
TXN_5331,SHIP_V_1331,851713,Smartphones,43,1384,59512,Southampton
TXN_5332,SHIP_V_1332,851713,Smartphones,5,595,2975,Chittagong
TXN_5333,SHIP_V_1333,530310,Raw Jute,44,1574,69256,Port of London
TXN_5334,SHIP_V_1334,382499,Industrial Chemicals,2139,392,838488,Dhaka
TXN_5335,SHIP_V_1335,854143,Solar Panels,56,1670,93520,Port of London
TXN_5336,SHIP_V_1336,382499,Industrial Chemicals,35,1032,36120,Port of London
TXN_5337,SHIP_V_1337,530310,Raw Jute,18,478,8604,Chittagong
TXN_5338,SHIP_V_1338,530310,Raw Jute,25,1909,47725,Southampton
TXN_5339,SHIP_V_1339,610910,Ready-made Garments,49,134,6566,Chittagong
