doc_id,swift_msg_id,commodity,unit_price,market_avg,qty,vessel_id,price_deviation
SHIP_V_1025,sdv-id-KysrEl,Raw Jute,488,5.0,849,SHIP_V_1025,96.6
SHIP_V_1461,sdv-id-OCNvwJ,Ready-made Garments,345,8.5,1985,SHIP_V_1461,39.588235294117645
SHIP_V_1262,sdv-id-amFXoH,Industrial Chemicals,1415,50.0,1492,SHIP_V_1262,27.3
SHIP_V_1523,sdv-id-IKKlFj,Raw Jute,353,5.0,1861,SHIP_V_1523,69.6
SHIP_V_1354,sdv-id-xbXjVM,Solar Panels,1982,120.0,1497,SHIP_V_1354,15.516666666666667
SHIP_V_1150,sdv-id-PsYFxp,Solar Panels,365,120.0,1841,SHIP_V_1150,2.0416666666666665
SHIP_V_1758,sdv-id-uRERjQ,Industrial Chemicals,1956,50.0,1843,SHIP_V_1758,38.12
SHIP_V_1499,sdv-id-hUJRaa,Industrial Chemicals,117,50.0,645,SHIP_V_1499,1.34
SHIP_V_1222,sdv-id-UDXzuD,Industrial Chemicals,801,50.0,1839,SHIP_V_1222,15.02
SHIP_V_1857,sdv-id-DRrxMg,Raw Jute,193,5.0,532,SHIP_V_1857,37.6
SHIP_V_1579,sdv-id-HikLaz,Ready-made Garments,149,8.5,1044,SHIP_V_1579,16.529411764705884
SHIP_V_1823,sdv-id-Iacicj,Solar Panels,41,120.0,916,SHIP_V_1823,-0.6583333333333333
SHIP_V_1932,sdv-id-DZgSFn,Raw Jute,873,5.0,723,SHIP_V_1932,173.6
SHIP_V_1108,sdv-id-wIfcYA,Ready-made Garments,426,8.5,850,SHIP_V_1108,49.11764705882353
SHIP_V_1134,sdv-id-lwUoFa,Solar Panels,289,120.0,1052,SHIP_V_1134,1.4083333333333334
SHIP_V_1593,sdv-id-Dhluin,Ready-made Garments,369,8.5,963,SHIP_V_1593,42.411764705882355
SHIP_V_1720,sdv-id-zMTXyT,Industrial Chemicals,401,50.0,1409,SHIP_V_1720,7.02
SHIP_V_1925,sdv-id-FfFJxB,Smartphones,500,300.0,392,SHIP_V_1925,0.6666666666666666
SHIP_V_1731,sdv-id-bOffcQ,Industrial Chemicals,145,50.0,849,SHIP_V_1731,1.9
SHIP_V_1496,sdv-id-UqAnqW,Smartphones,1772,300.0,782,SHIP_V_1496,4.906666666666666
SHIP_V_1020,sdv-id-pQQFwK,Solar Panels,518,120.0,1913,SHIP_V_1020,3.316666666666667
SHIP_V_1348,sdv-id-QpFQsv,Raw Jute,618,5.0,1251,SHIP_V_1348,122.6
SHIP_V_1100,sdv-id-SZfDkS,Ready-made Garments,719,8.5,1292,SHIP_V_1100,83.58823529411765
SHIP_V_1168,sdv-id-AySGol,Industrial Chemicals,1129,50.0,601,SHIP_V_1168,21.58
SHIP_V_1689,sdv-id-JmxDSq,Raw Jute,1221,5.0,832,SHIP_V_1689,243.2
SHIP_V_1759,sdv-id-lYkUsu,Smartphones,280,300.0,1608,SHIP_V_1759,-0.0666666666666666
SHIP_V_1946,sdv-id-jIQwGG,Ready-made Garments,728,8.5,980,SHIP_V_1946,84.6470588235294
SHIP_V_1386,sdv-id-vagiii,Solar Panels,158,120.0,453,SHIP_V_1386,0.3166666666666666
SHIP_V_1070,sdv-id-TgchNL,Raw Jute,311,5.0,572,SHIP_V_1070,61.2
SHIP_V_1137,sdv-id-HTOakA,Smartphones,348,300.0,417,SHIP_V_1137,0.16
SHIP_V_1830,sdv-id-BWNSzZ,Ready-made Garments,2078,8.5,481,SHIP_V_1830,243.47058823529412
SHIP_V_1148,sdv-id-HgCUEp,Smartphones,111,300.0,1012,SHIP_V_1148,-0.63
SHIP_V_1815,sdv-id-gTrMle,Smartphones,219,300.0,168,SHIP_V_1815,-0.27
SHIP_V_1450,sdv-id-ATXcSW,Solar Panels,489,120.0,1239,SHIP_V_1450,3.075
SHIP_V_1023,sdv-id-rcqutu,Solar Panels,247,120.0,884,SHIP_V_1023,1.0583333333333331
SHIP_V_1096,sdv-id-fBAyBj,Solar Panels,820,120.0,1357,SHIP_V_1096,5.833333333333333
SHIP_V_1403,sdv-id-kuzFRr,Solar Panels,229,120.0,1418,SHIP_V_1403,0.9083333333333332
SHIP_V_1399,sdv-id-dGbSMS,Raw Jute,125,5.0,1943,SHIP_V_1399,24.0
SHIP_V_1891,sdv-id-SwQNDg,Industrial Chemicals,113,50.0,1619,SHIP_V_1891,1.26
SHIP_V_1044,sdv-id-BeUXQn,Solar Panels,1319,120.0,423,SHIP_V_1044,9.991666666666667
SHIP_V_1060,sdv-id-pevFrg,Raw Jute,498,5.0,458,SHIP_V_1060,98.6
SHIP_V_1038,sdv-id-GHbwSy,Ready-made Garments,114,8.5,1906,SHIP_V_1038,12.411764705882351
SHIP_V_1262,sdv-id-LkdoHv,Smartphones,934,300.0,1119,SHIP_V_1262,2.1133333333333333
SHIP_V_1121,sdv-id-MoJVzg,Smartphones,2141,300.0,722,SHIP_V_1121,6.136666666666667
SHIP_V_1003,sdv-id-MaLaDi,Industrial Chemicals,883,50.0,1109,SHIP_V_1003,16.66
SHIP_V_1093,sdv-id-dPpAQd,Solar Panels,49,120.0,1716,SHIP_V_1093,-0.5916666666666667
SHIP_V_1096,sdv-id-KrqyCo,Raw Jute,815,5.0,1804,SHIP_V_1096,162.0
SHIP_V_1825,sdv-id-HIlSnx,Industrial Chemicals,337,50.0,1935,SHIP_V_1825,5.74
SHIP_V_1544,sdv-id-oXdrEx,Solar Panels,92,120.0,1828,SHIP_V_1544,-0.2333333333333333
SHIP_V_1936,sdv-id-vPtyVs,Ready-made Garments,328,8.5,1845,SHIP_V_1936,37.588235294117645
SHIP_V_1849,sdv-id-eddBTk,Ready-made Garments,223,8.5,813,SHIP_V_1849,25.235294117647054
SHIP_V_1905,sdv-id-mouTCc,Raw Jute,1381,5.0,574,SHIP_V_1905,275.2
SHIP_V_1158,sdv-id-XaPHVM,Industrial Chemicals,253,50.0,955,SHIP_V_1158,4.06
SHIP_V_1839,sdv-id-nByBcI,Raw Jute,747,5.0,1513,SHIP_V_1839,148.4
SHIP_V_1676,sdv-id-pOhgus,Ready-made Garments,517,8.5,1341,SHIP_V_1676,59.8235294117647
SHIP_V_1944,sdv-id-HFsNUw,Industrial Chemicals,516,50.0,1547,SHIP_V_1944,9.32
SHIP_V_1915,sdv-id-CcNIsS,Ready-made Garments,980,8.5,770,SHIP_V_1915,114.29411764705884
SHIP_V_1520,sdv-id-jMRxJv,Smartphones,2064,300.0,1634,SHIP_V_1520,5.88
SHIP_V_1003,sdv-id-KRcbZT,Raw Jute,922,5.0,531,SHIP_V_1003,183.4
SHIP_V_1578,sdv-id-KwTmnW,Raw Jute,1134,5.0,1878,SHIP_V_1578,225.8
SHIP_V_1629,sdv-id-gTwubU,Smartphones,1362,300.0,460,SHIP_V_1629,3.54
SHIP_V_1404,sdv-id-jdZbyC,Raw Jute,2390,5.0,917,SHIP_V_1404,477.0
SHIP_V_1571,sdv-id-dYshVy,Industrial Chemicals,1338,50.0,869,SHIP_V_1571,25.76
SHIP_V_1712,sdv-id-IATEed,Industrial Chemicals,274,50.0,1106,SHIP_V_1712,4.48
SHIP_V_1334,sdv-id-VknqUk,Smartphones,302,300.0,1737,SHIP_V_1334,0.0066666666666666
SHIP_V_1321,sdv-id-ybbVIu,Smartphones,974,300.0,1380,SHIP_V_1321,2.2466666666666666
SHIP_V_1025,sdv-id-dYjrfL,Solar Panels,116,120.0,594,SHIP_V_1025,-0.0333333333333333
SHIP_V_1365,sdv-id-UQCsVy,Solar Panels,2241,120.0,975,SHIP_V_1365,17.675
SHIP_V_1515,sdv-id-UBoLqH,Industrial Chemicals,722,50.0,897,SHIP_V_1515,13.44
SHIP_V_1281,sdv-id-fDhhsL,Raw Jute,2030,5.0,1154,SHIP_V_1281,405.0
SHIP_V_1072,sdv-id-KkaCTJ,Raw Jute,555,5.0,1734,SHIP_V_1072,110.0
SHIP_V_1120,sdv-id-SOwgRJ,Ready-made Garments,101,8.5,933,SHIP_V_1120,10.882352941176473
SHIP_V_1853,sdv-id-yHYotr,Industrial Chemicals,712,50.0,1742,SHIP_V_1853,13.24
SHIP_V_1340,sdv-id-wKFeuk,Solar Panels,591,120.0,524,SHIP_V_1340,3.925
SHIP_V_1249,sdv-id-YTYijC,Smartphones,401,300.0,718,SHIP_V_1249,0.3366666666666666
SHIP_V_1467,sdv-id-qtCTQT,Solar Panels,14,120.0,1880,SHIP_V_1467,-0.8833333333333333
SHIP_V_1473,sdv-id-FqwUkp,Industrial Chemicals,609,50.0,1224,SHIP_V_1473,11.18
SHIP_V_1524,sdv-id-aCglWd,Industrial Chemicals,475,50.0,1002,SHIP_V_1524,8.5
SHIP_V_1355,sdv-id-jABHPZ,Smartphones,1271,300.0,854,SHIP_V_1355,3.236666666666667
SHIP_V_1534,sdv-id-VGJsQF,Solar Panels,1739,120.0,1962,SHIP_V_1534,13.491666666666667
SHIP_V_1568,sdv-id-Alpilw,Smartphones,1764,300.0,1611,SHIP_V_1568,4.88
SHIP_V_1704,sdv-id-uAKCuq,Smartphones,518,300.0,1765,SHIP_V_1704,0.7266666666666667
SHIP_V_1553,sdv-id-boRFyx,Industrial Chemicals,1884,50.0,327,SHIP_V_1553,36.68
SHIP_V_1753,sdv-id-NuSyYu,Smartphones,1263,300.0,1343,SHIP_V_1753,3.21
SHIP_V_1148,sdv-id-cSYryk,Solar Panels,359,120.0,750,SHIP_V_1148,1.9916666666666667
SHIP_V_1453,sdv-id-dOmuBI,Raw Jute,1509,5.0,142,SHIP_V_1453,300.8
SHIP_V_1286,sdv-id-nhJaVF,Solar Panels,446,120.0,509,SHIP_V_1286,2.716666666666667
SHIP_V_1145,sdv-id-bFkTaJ,Raw Jute,706,5.0,1008,SHIP_V_1145,140.2
SHIP_V_1178,sdv-id-SKazDl,Solar Panels,209,120.0,1218,SHIP_V_1178,0.7416666666666667
SHIP_V_1664,sdv-id-euwSJs,Industrial Chemicals,260,50.0,1574,SHIP_V_1664,4.2
SHIP_V_1655,sdv-id-gfNrHF,Raw Jute,550,5.0,1571,SHIP_V_1655,109.0
SHIP_V_1353,sdv-id-NrMueP,Industrial Chemicals,168,50.0,858,SHIP_V_1353,2.36
SHIP_V_1493,sdv-id-XdFMiS,Industrial Chemicals,52,50.0,1787,SHIP_V_1493,0.04
SHIP_V_1251,sdv-id-AIrzoQ,Industrial Chemicals,1359,50.0,528,SHIP_V_1251,26.18
SHIP_V_1957,sdv-id-sQtZQw,Solar Panels,391,120.0,658,SHIP_V_1957,2.2583333333333333
SHIP_V_1156,sdv-id-nykpdN,Industrial Chemicals,630,50.0,421,SHIP_V_1156,11.6
SHIP_V_1306,sdv-id-hIzWcs,Smartphones,488,300.0,1762,SHIP_V_1306,0.6266666666666667
SHIP_V_1466,sdv-id-KHbAkw,Ready-made Garments,454,8.5,1639,SHIP_V_1466,52.411764705882355
SHIP_V_1878,sdv-id-aEPBTy,Ready-made Garments,65,8.5,603,SHIP_V_1878,6.647058823529412
SHIP_V_1467,sdv-id-GODVdL,Industrial Chemicals,554,50.0,1300,SHIP_V_1467,10.08
SHIP_V_1417,sdv-id-LTdIcw,Ready-made Garments,179,8.5,707,SHIP_V_1417,20.058823529411764
SHIP_V_1926,sdv-id-SLUNGK,Smartphones,819,300.0,1222,SHIP_V_1926,1.73
SHIP_V_1310,sdv-id-ofPrCb,Industrial Chemicals,1833,50.0,1422,SHIP_V_1310,35.66
SHIP_V_1558,sdv-id-jRYXvb,Industrial Chemicals,888,50.0,1448,SHIP_V_1558,16.76
SHIP_V_1147,sdv-id-mWNRrw,Smartphones,913,300.0,1879,SHIP_V_1147,2.0433333333333334
SHIP_V_1698,sdv-id-dXgUto,Ready-made Garments,1900,8.5,396,SHIP_V_1698,222.52941176470588
SHIP_V_1921,sdv-id-CcrYAE,Raw Jute,2224,5.0,872,SHIP_V_1921,443.8
SHIP_V_1702,sdv-id-LOhmeO,Raw Jute,1022,5.0,1164,SHIP_V_1702,203.4
SHIP_V_1066,sdv-id-QOjVhp,Raw Jute,597,5.0,1171,SHIP_V_1066,118.4
SHIP_V_1791,sdv-id-wxAhpy,Raw Jute,649,5.0,1578,SHIP_V_1791,128.8
SHIP_V_1744,sdv-id-qkwmZI,Smartphones,1357,300.0,1090,SHIP_V_1744,3.5233333333333334
SHIP_V_1784,sdv-id-mUwCVS,Industrial Chemicals,1356,50.0,390,SHIP_V_1784,26.12
SHIP_V_1248,sdv-id-PbdPjG,Industrial Chemicals,523,50.0,875,SHIP_V_1248,9.46
SHIP_V_1762,sdv-id-iGdcBG,Industrial Chemicals,772,50.0,1517,SHIP_V_1762,14.44
SHIP_V_1994,sdv-id-PRCMbc,Raw Jute,535,5.0,676,SHIP_V_1994,106.0
SHIP_V_1284,sdv-id-eymWek,Industrial Chemicals,1139,50.0,1408,SHIP_V_1284,21.78
SHIP_V_1296,sdv-id-DMIwxl,Ready-made Garments,1077,8.5,875,SHIP_V_1296,125.70588235294116
SHIP_V_1858,sdv-id-bHLkCT,Smartphones,441,300.0,1911,SHIP_V_1858,0.47
SHIP_V_1814,sdv-id-JKokUW,Ready-made Garments,1003,8.5,1130,SHIP_V_1814,117.0
SHIP_V_1317,sdv-id-GLUoGN,Solar Panels,228,120.0,1179,SHIP_V_1317,0.9
SHIP_V_1614,sdv-id-qyuPoF,Smartphones,1610,300.0,1800,SHIP_V_1614,4.366666666666666
SHIP_V_1675,sdv-id-kzKYZX,Raw Jute,206,5.0,795,SHIP_V_1675,40.2
SHIP_V_1746,sdv-id-MguMWp,Industrial Chemicals,201,50.0,787,SHIP_V_1746,3.02
SHIP_V_1385,sdv-id-PtNCUZ,Industrial Chemicals,1510,50.0,1606,SHIP_V_1385,29.2
SHIP_V_1748,sdv-id-QesYdh,Raw Jute,694,5.0,151,SHIP_V_1748,137.8
SHIP_V_1502,sdv-id-VbmsrO,Ready-made Garments,617,8.5,1224,SHIP_V_1502,71.58823529411765
SHIP_V_1350,sdv-id-hZfoBq,Ready-made Garments,61,8.5,242,SHIP_V_1350,6.176470588235294
SHIP_V_1816,sdv-id-ZmQIOl,Industrial Chemicals,545,50.0,1848,SHIP_V_1816,9.9
SHIP_V_1546,sdv-id-lOsdur,Industrial Chemicals,1962,50.0,1009,SHIP_V_1546,38.24
SHIP_V_1106,sdv-id-abyrEi,Solar Panels,172,120.0,1068,SHIP_V_1106,0.4333333333333333
SHIP_V_1471,sdv-id-VmYGio,Ready-made Garments,22,8.5,1843,SHIP_V_1471,1.588235294117647
SHIP_V_1884,sdv-id-RSNyHO,Ready-made Garments,511,8.5,1914,SHIP_V_1884,59.11764705882353
SHIP_V_1289,sdv-id-dPKgQO,Ready-made Garments,256,8.5,1162,SHIP_V_1289,29.11764705882353
SHIP_V_1883,sdv-id-iMYcQL,Raw Jute,257,5.0,1317,SHIP_V_1883,50.4
SHIP_V_1165,sdv-id-bGPXGG,Smartphones,407,300.0,596,SHIP_V_1165,0.3566666666666667
SHIP_V_1074,sdv-id-pZAjRU,Raw Jute,1456,5.0,655,SHIP_V_1074,290.2
SHIP_V_1833,sdv-id-FrSjPu,Smartphones,1077,300.0,424,SHIP_V_1833,2.59
SHIP_V_1105,sdv-id-BazucX,Ready-made Garments,347,8.5,724,SHIP_V_1105,39.8235294117647
SHIP_V_1580,sdv-id-hLZepD,Solar Panels,557,120.0,1360,SHIP_V_1580,3.6416666666666666
SHIP_V_1638,sdv-id-YxOtAR,Smartphones,911,300.0,1882,SHIP_V_1638,2.036666666666666
SHIP_V_1011,sdv-id-LveEPS,Industrial Chemicals,612,50.0,1972,SHIP_V_1011,11.24
SHIP_V_1090,sdv-id-HwLgZA,Smartphones,414,300.0,1657,SHIP_V_1090,0.38
SHIP_V_1748,sdv-id-jJKxtI,Industrial Chemicals,246,50.0,413,SHIP_V_1748,3.92
SHIP_V_1200,sdv-id-LuGNPa,Raw Jute,438,5.0,370,SHIP_V_1200,86.6
SHIP_V_1277,sdv-id-yjEzRU,Solar Panels,587,120.0,633,SHIP_V_1277,3.8916666666666666
SHIP_V_1708,sdv-id-XqaBVq,Raw Jute,100,5.0,583,SHIP_V_1708,19.0
SHIP_V_1721,sdv-id-goCrtN,Industrial Chemicals,674,50.0,148,SHIP_V_1721,12.48
SHIP_V_1135,sdv-id-cbdNoK,Smartphones,2260,300.0,610,SHIP_V_1135,6.533333333333333
SHIP_V_1661,sdv-id-aaVGHA,Industrial Chemicals,537,50.0,1128,SHIP_V_1661,9.74
SHIP_V_1921,sdv-id-OdriMD,Smartphones,237,300.0,1403,SHIP_V_1921,-0.21
SHIP_V_1354,sdv-id-JfQKKG,Raw Jute,1134,5.0,482,SHIP_V_1354,225.8
SHIP_V_1101,sdv-id-zRUeBl,Solar Panels,946,120.0,1149,SHIP_V_1101,6.883333333333334
SHIP_V_1252,sdv-id-CLIksj,Ready-made Garments,1004,8.5,1766,SHIP_V_1252,117.11764705882354
SHIP_V_1714,sdv-id-TfhpIh,Smartphones,1019,300.0,1481,SHIP_V_1714,2.3966666666666665
SHIP_V_1784,sdv-id-JEBeDI,Raw Jute,586,5.0,340,SHIP_V_1784,116.2
SHIP_V_1797,sdv-id-IwvuRA,Raw Jute,314,5.0,551,SHIP_V_1797,61.8
SHIP_V_1031,sdv-id-uXOZED,Smartphones,658,300.0,1250,SHIP_V_1031,1.1933333333333334
SHIP_V_1557,sdv-id-KKupTr,Smartphones,1072,300.0,1310,SHIP_V_1557,2.5733333333333333
SHIP_V_1445,sdv-id-oxPgcA,Ready-made Garments,598,8.5,1700,SHIP_V_1445,69.3529411764706
SHIP_V_1876,sdv-id-ueTYwn,Smartphones,661,300.0,618,SHIP_V_1876,1.2033333333333334
SHIP_V_1279,sdv-id-KNOhrl,Ready-made Garments,793,8.5,601,SHIP_V_1279,92.29411764705884
SHIP_V_1084,sdv-id-NywYTV,Smartphones,634,300.0,1661,SHIP_V_1084,1.1133333333333333
SHIP_V_1834,sdv-id-lvxlkp,Ready-made Garments,734,8.5,145,SHIP_V_1834,85.3529411764706
SHIP_V_1728,sdv-id-bApxyz,Industrial Chemicals,544,50.0,1573,SHIP_V_1728,9.88
SHIP_V_1928,sdv-id-svWgrE,Smartphones,695,300.0,537,SHIP_V_1928,1.3166666666666669
SHIP_V_1662,sdv-id-MEPTUw,Ready-made Garments,710,8.5,138,SHIP_V_1662,82.52941176470588
SHIP_V_1225,sdv-id-bvwcmH,Industrial Chemicals,993,50.0,602,SHIP_V_1225,18.86
SHIP_V_1243,sdv-id-pazSIg,Solar Panels,1220,120.0,1183,SHIP_V_1243,9.166666666666666
SHIP_V_1194,sdv-id-TaGJHF,Raw Jute,61,5.0,1733,SHIP_V_1194,11.2
SHIP_V_1169,sdv-id-IlYTtB,Industrial Chemicals,503,50.0,708,SHIP_V_1169,9.06
SHIP_V_1996,sdv-id-ylYoPh,Industrial Chemicals,811,50.0,1938,SHIP_V_1996,15.22
SHIP_V_1122,sdv-id-aylxOF,Smartphones,1390,300.0,693,SHIP_V_1122,3.6333333333333337
SHIP_V_1079,sdv-id-dIJouu,Smartphones,243,300.0,926,SHIP_V_1079,-0.19
SHIP_V_1070,sdv-id-OZigWg,Solar Panels,1059,120.0,1706,SHIP_V_1070,7.825
SHIP_V_1408,sdv-id-nQtKKI,Ready-made Garments,334,8.5,197,SHIP_V_1408,38.294117647058826
SHIP_V_1696,sdv-id-PnIXHi,Ready-made Garments,910,8.5,1539,SHIP_V_1696,106.05882352941175
SHIP_V_1746,sdv-id-wkkLvX,Raw Jute,909,5.0,760,SHIP_V_1746,180.8
SHIP_V_1422,sdv-id-LKvBZc,Industrial Chemicals,757,50.0,959,SHIP_V_1422,14.14
SHIP_V_1457,sdv-id-rYarYj,Solar Panels,5,120.0,1926,SHIP_V_1457,-0.9583333333333334
SHIP_V_1310,sdv-id-HhVBGu,Solar Panels,673,120.0,1927,SHIP_V_1310,4.608333333333333
SHIP_V_1888,sdv-id-uUfyyG,Smartphones,781,300.0,949,SHIP_V_1888,1.6033333333333333
SHIP_V_1859,sdv-id-aERsYV,Industrial Chemicals,1435,50.0,1096,SHIP_V_1859,27.7
SHIP_V_1621,sdv-id-zbcRpO,Industrial Chemicals,561,50.0,1911,SHIP_V_1621,10.22
SHIP_V_1248,sdv-id-aMquzN,Raw Jute,372,5.0,638,SHIP_V_1248,73.4
SHIP_V_1385,sdv-id-LjAthR,Industrial Chemicals,355,50.0,682,SHIP_V_1385,6.1
SHIP_V_1507,sdv-id-KnPTfN,Solar Panels,557,120.0,1229,SHIP_V_1507,3.6416666666666666
SHIP_V_1998,sdv-id-XvgcWz,Solar Panels,154,120.0,1564,SHIP_V_1998,0.2833333333333333
SHIP_V_1632,sdv-id-vJWMwj,Smartphones,459,300.0,831,SHIP_V_1632,0.53
SHIP_V_1615,sdv-id-NkQQKx,Smartphones,657,300.0,1246,SHIP_V_1615,1.19
SHIP_V_1737,sdv-id-fUArzI,Industrial Chemicals,495,50.0,333,SHIP_V_1737,8.9
SHIP_V_1454,sdv-id-bRGehs,Ready-made Garments,2694,8.5,1718,SHIP_V_1454,315.94117647058823
SHIP_V_1188,sdv-id-JvVTIJ,Solar Panels,145,120.0,1927,SHIP_V_1188,0.2083333333333333
SHIP_V_1121,sdv-id-AlDuHo,Industrial Chemicals,535,50.0,887,SHIP_V_1121,9.7
SHIP_V_1472,sdv-id-veZEpI,Industrial Chemicals,267,50.0,1250,SHIP_V_1472,4.34
SHIP_V_1038,sdv-id-xWjuBO,Industrial Chemicals,290,50.0,1056,SHIP_V_1038,4.8
SHIP_V_1013,sdv-id-AoVfxr,Ready-made Garments,830,8.5,1818,SHIP_V_1013,96.6470588235294
SHIP_V_1669,sdv-id-kecQAU,Industrial Chemicals,651,50.0,644,SHIP_V_1669,12.02
SHIP_V_1007,sdv-id-zGefNF,Ready-made Garments,796,8.5,1968,SHIP_V_1007,92.6470588235294
SHIP_V_1622,sdv-id-rmoVvK,Raw Jute,488,5.0,528,SHIP_V_1622,96.6
SHIP_V_1413,sdv-id-dTeazu,Smartphones,33,300.0,1359,SHIP_V_1413,-0.89
SHIP_V_1762,sdv-id-QDjKEx,Ready-made Garments,960,8.5,458,SHIP_V_1762,111.94117647058825
SHIP_V_1301,sdv-id-lsSdZH,Industrial Chemicals,640,50.0,801,SHIP_V_1301,11.8
SHIP_V_1436,sdv-id-VnavjU,Smartphones,617,300.0,1856,SHIP_V_1436,1.0566666666666666
SHIP_V_1118,sdv-id-YhScKN,Ready-made Garments,300,8.5,1064,SHIP_V_1118,34.294117647058826
SHIP_V_1554,sdv-id-ESkjlQ,Industrial Chemicals,267,50.0,798,SHIP_V_1554,4.34
SHIP_V_1839,sdv-id-BVFWYL,Solar Panels,864,120.0,492,SHIP_V_1839,6.2
SHIP_V_1798,sdv-id-Ylycsh,Smartphones,1702,300.0,922,SHIP_V_1798,4.673333333333333
SHIP_V_1766,sdv-id-PkNyVV,Smartphones,15,300.0,1280,SHIP_V_1766,-0.95
SHIP_V_1804,sdv-id-gbbExF,Industrial Chemicals,826,50.0,1109,SHIP_V_1804,15.52
SHIP_V_1466,sdv-id-jbsSXJ,Ready-made Garments,981,8.5,974,SHIP_V_1466,114.41176470588236
SHIP_V_1398,sdv-id-fcFOub,Raw Jute,262,5.0,1342,SHIP_V_1398,51.4
SHIP_V_1269,sdv-id-yqcUHe,Smartphones,1764,300.0,565,SHIP_V_1269,4.88
SHIP_V_1669,sdv-id-bdMgZA,Smartphones,275,300.0,574,SHIP_V_1669,-0.0833333333333333
SHIP_V_1436,sdv-id-tyAkrv,Ready-made Garments,847,8.5,646,SHIP_V_1436,98.6470588235294
SHIP_V_1129,sdv-id-dVfDOp,Ready-made Garments,33,8.5,165,SHIP_V_1129,2.8823529411764706
SHIP_V_1399,sdv-id-uQIuSI,Solar Panels,476,120.0,934,SHIP_V_1399,2.966666666666667
