doc_id,swift_msg_id,commodity,unit_price,market_avg,qty,vessel_id,price_deviation,declared_weight_kg,actual_weight_kg,ais_status,port_log_status,weight_gap_score,device_entropy
SHIP_V_1136,sdv-id-MVJBKP,Ready-made Garments,571,8.5,1662,GHOST_VESSEL_X,66.17647058823529,20775.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1874,sdv-id-jHcWOP,Smartphones,1214,300.0,369,SHIP_V_1874,3.046666666666667,4612.5,4391.82,Active,Verified,0.0478,0.166750070825485
SHIP_V_1096,sdv-id-dpAPZl,Ready-made Garments,814,8.5,964,GHOST_VESSEL_X,94.76470588235294,12050.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1321,sdv-id-YOMRkx,Ready-made Garments,1626,8.5,192,GHOST_VESSEL_X,190.2941176470588,2400.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1224,sdv-id-foIJgp,Ready-made Garments,187,8.5,1212,SHIP_V_1224,21.0,15150.0,14949.04,Active,Verified,0.0133,0.1594779857485037
SHIP_V_1651,sdv-id-UFCqbv,Raw Jute,10,5.0,464,SHIP_V_1651,1.0,5800.0,5618.57,Active,Verified,0.0313,0.1430305227479329
SHIP_V_1249,sdv-id-jvJXtE,Solar Panels,223,120.0,277,SHIP_V_1249,0.8583333333333333,3462.5,3417.74,Active,Verified,0.0129,0.2127082147802241
SHIP_V_1426,sdv-id-JLvrnm,Raw Jute,327,5.0,141,GHOST_VESSEL_X,64.4,1762.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1431,sdv-id-cFnFyK,Smartphones,1602,300.0,335,SHIP_V_1431,4.34,4187.5,4012.03,Active,Verified,0.0419,0.2425491012461902
SHIP_V_1749,sdv-id-MDoqTx,Ready-made Garments,987,8.5,263,GHOST_VESSEL_X,115.11764705882354,3287.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1316,sdv-id-ASgtaO,Smartphones,328,300.0,1194,SHIP_V_1316,0.0933333333333333,14925.0,14527.78,Active,Verified,0.0266,0.1793001447749817
SHIP_V_1996,sdv-id-VBFLCE,Solar Panels,804,120.0,841,SHIP_V_1996,5.7,10512.5,10108.96,Active,Verified,0.0384,0.1261445643198679
SHIP_V_1554,sdv-id-TkvYsT,Smartphones,333,300.0,1062,SHIP_V_1554,0.11,13275.0,12823.78,Active,Verified,0.034,0.2378103324347699
SHIP_V_1514,sdv-id-TKSFMa,Industrial Chemicals,800,50.0,703,SHIP_V_1514,15.0,8787.5,8673.79,Active,Verified,0.0129,0.207226839340035
SHIP_V_1335,sdv-id-KQOjXU,Smartphones,31,300.0,293,SHIP_V_1335,-0.8966666666666666,3662.5,3620.56,Active,Verified,0.0115,0.1609797954897422
SHIP_V_1188,sdv-id-jUBdZi,Industrial Chemicals,1431,50.0,1411,SHIP_V_1188,27.62,17637.5,16812.66,Active,Verified,0.0468,0.161129314380502
SHIP_V_1534,sdv-id-bOlhfE,Industrial Chemicals,316,50.0,904,SHIP_V_1534,5.32,11300.0,11027.36,Active,Verified,0.0241,0.1540989323837953
SHIP_V_1989,sdv-id-GCmfsT,Ready-made Garments,423,8.5,1839,SHIP_V_1989,48.76470588235294,22987.5,22722.63,Active,Verified,0.0115,0.1259260194835631
SHIP_V_1553,sdv-id-idlRjE,Solar Panels,2142,120.0,974,SHIP_V_1553,16.85,12175.0,12026.12,Active,Verified,0.0122,0.1511562425459368
SHIP_V_1114,sdv-id-eZTQoo,Ready-made Garments,1451,8.5,606,GHOST_VESSEL_X,169.7058823529412,7575.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1141,sdv-id-ndneAh,Ready-made Garments,948,8.5,331,GHOST_VESSEL_X,110.52941176470588,4137.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1306,sdv-id-oGnPXy,Raw Jute,2023,5.0,1794,GHOST_VESSEL_X,403.6,22425.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1837,sdv-id-dxZXhL,Industrial Chemicals,498,50.0,389,SHIP_V_1837,8.96,4862.5,4781.38,Active,Verified,0.0167,0.1751146342100207
SHIP_V_1793,sdv-id-FCqkoI,Industrial Chemicals,393,50.0,1541,SHIP_V_1793,6.86,19262.5,18737.63,Active,Verified,0.0272,0.2277968031426948
SHIP_V_1088,sdv-id-WZZXik,Smartphones,274,300.0,1429,SHIP_V_1088,-0.0866666666666666,17862.5,17117.16,Active,Verified,0.0417,0.1323356886304263
SHIP_V_1278,sdv-id-aRYUlg,Smartphones,1114,300.0,516,SHIP_V_1278,2.713333333333334,6450.0,6361.18,Active,Verified,0.0138,0.1141098526097338
SHIP_V_1601,sdv-id-OAvSSk,Raw Jute,979,5.0,288,GHOST_VESSEL_X,194.8,3600.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1300,sdv-id-FMerrB,Ready-made Garments,1843,8.5,1611,GHOST_VESSEL_X,215.8235294117647,20137.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1499,sdv-id-IaEvXY,Smartphones,502,300.0,350,SHIP_V_1499,0.6733333333333333,4375.0,4312.21,Active,Verified,0.0144,0.1158114507847803
SHIP_V_1141,sdv-id-XlDHcB,Ready-made Garments,551,8.5,221,GHOST_VESSEL_X,63.8235294117647,2762.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1915,sdv-id-NSfGUe,Solar Panels,1240,120.0,826,SHIP_V_1915,9.333333333333334,10325.0,10152.78,Active,Verified,0.0167,0.1144793249833846
SHIP_V_1739,sdv-id-QenkXG,Industrial Chemicals,1095,50.0,839,SHIP_V_1739,20.9,10487.5,10093.01,Active,Verified,0.0376,0.2424579568824323
SHIP_V_1806,sdv-id-CAxhGp,Solar Panels,352,120.0,1472,SHIP_V_1806,1.9333333333333331,18400.0,18099.2,Active,Verified,0.0163,0.1180661956526387
SHIP_V_1352,sdv-id-fqqBHI,Solar Panels,131,120.0,1397,SHIP_V_1352,0.0916666666666666,17462.5,16685.55,Active,Verified,0.0445,0.1665999176480892
SHIP_V_1914,sdv-id-gUYJFa,Smartphones,486,300.0,1751,SHIP_V_1914,0.62,21887.5,21191.28,Active,Verified,0.0318,0.1325375560457212
SHIP_V_1231,sdv-id-rxLlDY,Raw Jute,565,5.0,122,GHOST_VESSEL_X,112.0,1525.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1617,sdv-id-MvxBrE,Ready-made Garments,730,8.5,1941,GHOST_VESSEL_X,84.88235294117646,24262.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1856,sdv-id-OKyCTh,Industrial Chemicals,512,50.0,839,SHIP_V_1856,9.24,10487.5,10342.63,Active,Verified,0.0138,0.171193310607712
SHIP_V_1951,sdv-id-FKvhuP,Solar Panels,709,120.0,468,SHIP_V_1951,4.908333333333333,5850.0,5756.15,Active,Verified,0.016,0.1377737891300314
SHIP_V_1066,sdv-id-mjcmlo,Smartphones,1356,300.0,321,SHIP_V_1066,3.52,4012.5,3879.66,Active,Verified,0.0331,0.1699816027395383
SHIP_V_1553,sdv-id-ibNJLM,Ready-made Garments,47,8.5,1798,SHIP_V_1553,4.529411764705882,22475.0,21512.89,Active,Verified,0.0428,0.1871122203030163
SHIP_V_1858,sdv-id-UDnupz,Solar Panels,590,120.0,475,SHIP_V_1858,3.9166666666666665,5937.5,5852.06,Active,Verified,0.0144,0.1964880842497102
SHIP_V_1595,sdv-id-JtHCDn,Raw Jute,979,5.0,816,GHOST_VESSEL_X,194.8,10200.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1939,sdv-id-QMAvee,Industrial Chemicals,308,50.0,1892,SHIP_V_1939,5.16,23650.0,22816.89,Active,Verified,0.0352,0.1642540149051884
SHIP_V_1125,sdv-id-aDWBCi,Industrial Chemicals,697,50.0,1095,SHIP_V_1125,12.94,13687.5,13252.87,Active,Verified,0.0318,0.1066012570776019
SHIP_V_1057,sdv-id-mmtTQO,Smartphones,2499,300.0,404,SHIP_V_1057,7.33,5050.0,4970.62,Active,Verified,0.0157,0.2195003306291045
SHIP_V_1204,sdv-id-oQpkiV,Smartphones,528,300.0,955,SHIP_V_1204,0.76,11937.5,11363.42,Active,Verified,0.0481,0.2203577237183709
SHIP_V_1305,sdv-id-YmMSoq,Ready-made Garments,48,8.5,1713,SHIP_V_1305,4.647058823529412,21412.5,20781.56,Active,Verified,0.0295,0.1265610005459549
SHIP_V_1301,sdv-id-PdmpHy,Industrial Chemicals,748,50.0,766,SHIP_V_1301,13.96,9575.0,9112.41,Active,Verified,0.0483,0.1761258050275514
SHIP_V_1598,sdv-id-OEyCcS,Ready-made Garments,720,8.5,1664,GHOST_VESSEL_X,83.70588235294117,20800.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1400,sdv-id-KlKRKY,Industrial Chemicals,1499,50.0,1749,SHIP_V_1400,28.98,21862.5,21402.29,Active,Verified,0.0211,0.2414615665632369
SHIP_V_1479,sdv-id-HHxEMz,Solar Panels,539,120.0,1076,SHIP_V_1479,3.4916666666666667,13450.0,12811.14,Active,Verified,0.0475,0.1500129910044244
SHIP_V_1824,sdv-id-pEKxYO,Ready-made Garments,2796,8.5,1573,GHOST_VESSEL_X,327.94117647058823,19662.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1365,sdv-id-jrWObY,Raw Jute,700,5.0,1724,GHOST_VESSEL_X,139.0,21550.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1679,sdv-id-pelSjz,Smartphones,1269,300.0,1743,SHIP_V_1679,3.23,21787.5,21381.14,Active,Verified,0.0187,0.1747337761403006
SHIP_V_1335,sdv-id-nGKerx,Ready-made Garments,241,8.5,223,SHIP_V_1335,27.352941176470587,2787.5,2750.26,Active,Verified,0.0134,0.1636965824866554
SHIP_V_1769,sdv-id-EnvMyh,Ready-made Garments,534,8.5,279,GHOST_VESSEL_X,61.8235294117647,3487.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1149,sdv-id-iQdmtR,Smartphones,410,300.0,414,SHIP_V_1149,0.3666666666666666,5175.0,5056.67,Active,Verified,0.0229,0.1201851758737179
SHIP_V_1836,sdv-id-ZIWGol,Raw Jute,71,5.0,675,SHIP_V_1836,13.2,8437.5,8028.93,Active,Verified,0.0484,0.1292690162647286
SHIP_V_1938,sdv-id-Uvqzob,Smartphones,167,300.0,916,SHIP_V_1938,-0.4433333333333333,11450.0,11259.63,Active,Verified,0.0166,0.197980287067787
SHIP_V_1167,sdv-id-zLgpep,Raw Jute,501,5.0,1839,GHOST_VESSEL_X,99.2,22987.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1270,sdv-id-FYIJhY,Smartphones,411,300.0,155,SHIP_V_1270,0.37,1937.5,1848.31,Active,Verified,0.046,0.2141170590499239
SHIP_V_1102,sdv-id-HqZdSi,Raw Jute,764,5.0,528,GHOST_VESSEL_X,151.8,6600.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1705,sdv-id-MnJGTs,Industrial Chemicals,1265,50.0,1144,SHIP_V_1705,24.3,14300.0,13643.37,Active,Verified,0.0459,0.1572341192185126
SHIP_V_1969,sdv-id-ekQbpN,Ready-made Garments,25,8.5,1647,SHIP_V_1969,1.9411764705882353,20587.5,19606.8,Active,Verified,0.0476,0.1902088005951761
SHIP_V_1804,sdv-id-lTrFsF,Smartphones,2075,300.0,419,SHIP_V_1804,5.916666666666667,5237.5,5086.5,Active,Verified,0.0288,0.2297737175295727
SHIP_V_1059,sdv-id-IlbpOL,Ready-made Garments,459,8.5,535,SHIP_V_1059,53.0,6687.5,6502.38,Active,Verified,0.0277,0.1516328574212753
SHIP_V_1026,sdv-id-Xsmcnm,Ready-made Garments,177,8.5,386,SHIP_V_1026,19.823529411764707,4825.0,4766.81,Active,Verified,0.0121,0.1574442696514821
SHIP_V_1755,sdv-id-MqCRDl,Raw Jute,715,5.0,198,GHOST_VESSEL_X,142.0,2475.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1542,sdv-id-ZAFhHK,Industrial Chemicals,420,50.0,973,SHIP_V_1542,7.4,12162.5,11705.71,Active,Verified,0.0376,0.2127248453739333
SHIP_V_1242,sdv-id-nhaHDj,Industrial Chemicals,1762,50.0,246,SHIP_V_1242,34.24,3075.0,2957.01,Active,Verified,0.0384,0.1742516421292604
SHIP_V_1337,sdv-id-pYZkPk,Industrial Chemicals,1184,50.0,1564,SHIP_V_1337,22.68,19550.0,19257.62,Active,Verified,0.015,0.1043697804807888
SHIP_V_1159,sdv-id-EoHcwu,Solar Panels,156,120.0,1209,SHIP_V_1159,0.3,15112.5,14552.02,Active,Verified,0.0371,0.2153709391758723
SHIP_V_1697,sdv-id-mRrIVp,Industrial Chemicals,467,50.0,774,SHIP_V_1697,8.34,9675.0,9431.74,Active,Verified,0.0251,0.2286647721565198
SHIP_V_1660,sdv-id-FwnmKO,Smartphones,288,300.0,1432,SHIP_V_1660,-0.04,17900.0,17362.83,Active,Verified,0.03,0.2127926532553068
SHIP_V_1176,sdv-id-eLPZQi,Solar Panels,554,120.0,375,SHIP_V_1176,3.6166666666666663,4687.5,4530.97,Active,Verified,0.0334,0.2273520474087448
SHIP_V_1092,sdv-id-LJIZIx,Industrial Chemicals,1650,50.0,478,SHIP_V_1092,32.0,5975.0,5831.2,Active,Verified,0.0241,0.1052275227807452
SHIP_V_1308,sdv-id-ZnYtBj,Smartphones,1384,300.0,229,SHIP_V_1308,3.6133333333333337,2862.5,2774.83,Active,Verified,0.0306,0.1112943253159387
SHIP_V_1332,sdv-id-BUZAlu,Solar Panels,910,120.0,1549,SHIP_V_1332,6.583333333333333,19362.5,18875.85,Active,Verified,0.0251,0.181685877360995
SHIP_V_1326,sdv-id-WdlpzS,Industrial Chemicals,756,50.0,1243,SHIP_V_1326,14.12,15537.5,15150.64,Active,Verified,0.0249,0.2375251144416807
SHIP_V_1322,sdv-id-DQzUAq,Smartphones,2292,300.0,1634,SHIP_V_1322,6.64,20425.0,19470.78,Active,Verified,0.0467,0.1283400126916085
SHIP_V_1272,sdv-id-RwgPum,Raw Jute,1087,5.0,1263,GHOST_VESSEL_X,216.4,15787.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1488,sdv-id-psWRFQ,Industrial Chemicals,589,50.0,722,SHIP_V_1488,10.78,9025.0,8796.43,Active,Verified,0.0253,0.125545582782047
SHIP_V_1239,sdv-id-titMJm,Raw Jute,1112,5.0,1284,GHOST_VESSEL_X,221.4,16050.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1788,sdv-id-GVlKIm,Industrial Chemicals,1472,50.0,1981,SHIP_V_1788,28.44,24762.5,23574.54,Active,Verified,0.048,0.1199805604739595
SHIP_V_1840,sdv-id-vQTyWI,Industrial Chemicals,1181,50.0,695,SHIP_V_1840,22.62,8687.5,8548.48,Active,Verified,0.016,0.1498516154495311
SHIP_V_1016,sdv-id-jdHEQN,Solar Panels,185,120.0,1258,SHIP_V_1016,0.5416666666666666,15725.0,14971.99,Active,Verified,0.0479,0.2229887526921218
SHIP_V_1953,sdv-id-NWIOMf,Ready-made Garments,232,8.5,1916,SHIP_V_1953,26.294117647058822,23950.0,23565.69,Active,Verified,0.016,0.2022778900339578
SHIP_V_1464,sdv-id-itLzJn,Raw Jute,385,5.0,525,GHOST_VESSEL_X,76.0,6562.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1521,sdv-id-ArAayA,Smartphones,462,300.0,105,SHIP_V_1521,0.54,1312.5,1255.98,Active,Verified,0.0431,0.1655038843860579
SHIP_V_1393,sdv-id-OVtSpL,Ready-made Garments,1255,8.5,1816,GHOST_VESSEL_X,146.64705882352942,22700.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1381,sdv-id-uePuKu,Smartphones,1882,300.0,130,SHIP_V_1381,5.273333333333333,1625.0,1591.49,Active,Verified,0.0206,0.2087080380368775
SHIP_V_1862,sdv-id-ZgALdv,Smartphones,785,300.0,308,SHIP_V_1862,1.6166666666666667,3850.0,3680.5,Active,Verified,0.044,0.1699394477575562
SHIP_V_1547,sdv-id-alIxKx,Raw Jute,591,5.0,1131,GHOST_VESSEL_X,117.2,14137.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1405,sdv-id-GapZsB,Raw Jute,369,5.0,523,GHOST_VESSEL_X,72.8,6537.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1445,sdv-id-mYSHxM,Industrial Chemicals,1246,50.0,1868,SHIP_V_1445,23.92,23350.0,22221.78,Active,Verified,0.0483,0.1710959372996743
SHIP_V_1183,sdv-id-bnUZoE,Smartphones,533,300.0,1500,SHIP_V_1183,0.7766666666666666,18750.0,18155.23,Active,Verified,0.0317,0.2392872561798414
SHIP_V_1447,sdv-id-aHfALX,Raw Jute,875,5.0,1876,GHOST_VESSEL_X,174.0,23450.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1334,sdv-id-aKvQXY,Raw Jute,430,5.0,1713,GHOST_VESSEL_X,85.0,21412.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1539,sdv-id-znEjvd,Raw Jute,196,5.0,1888,SHIP_V_1539,38.2,23600.0,23156.46,Active,Verified,0.0188,0.1494104569275545
SHIP_V_1540,sdv-id-pHQDcn,Solar Panels,929,120.0,762,SHIP_V_1540,6.741666666666666,9525.0,9413.47,Active,Verified,0.0117,0.1261070624346802
SHIP_V_1534,sdv-id-HdTzfE,Smartphones,318,300.0,913,SHIP_V_1534,0.06,11412.5,11093.88,Active,Verified,0.0279,0.1053506713449121
SHIP_V_1985,sdv-id-FVSqgh,Ready-made Garments,821,8.5,235,GHOST_VESSEL_X,95.58823529411764,2937.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1692,sdv-id-ojyMtj,Raw Jute,1919,5.0,675,GHOST_VESSEL_X,382.8,8437.5,0.0,Disconnected,No_Record,1.0,0.95296211540633
SHIP_V_1477,sdv-id-SAkRDM,Industrial Chemicals,397,50.0,1719,SHIP_V_1477,6.94,21487.5,20552.25,Active,Verified,0.0435,0.2051186229801753
SHIP_V_1156,sdv-id-ukiswq,Ready-made Garments,161,8.5,814,SHIP_V_1156,17.941176470588236,10175.0,10022.31,Active,Verified,0.015,0.1004685212983479
SHIP_V_1445,sdv-id-mJeZQO,Ready-made Garments,260,8.5,1948,SHIP_V_1445,29.58823529411765,24350.0,23251.26,Active,Verified,0.0451,0.1425750854135558
SHIP_V_1191,sdv-id-FgElIW,Smartphones,1053,300.0,1688,SHIP_V_1191,2.51,21100.0,20314.39,Active,Verified,0.0372,0.1664389492207416
SHIP_V_1130,sdv-id-RkcRCZ,Ready-made Garments,569,8.5,1604,GHOST_VESSEL_X,65.94117647058823,20050.0,0.0,Disconnected,No_Record,1.0,0.95296211540633
