msg_id,sender_id,receiver_id,amount,currency,timestamp,device_ip
sdv-id-EFAxze,ACC_176,ENT_UK_012,21123.06803900614,USD,2026-02-12 13:26:31,b311:c352:f750:477c:a23a:6036:2323:3884
sdv-id-OOGobd,ACC_122,ENT_UK_006,13445.965729491656,USD,2026-03-08 03:49:04,4560:f04d:60d6:9a06:8978:efdc:590:804
sdv-id-HeTMWP,ACC_113,ENT_UK_016,519798.24813258776,USD,2026-02-11 16:37:48,4a69:5cfd:4033:29a5:31f9:8a2d:f64c:8cd0
sdv-id-FpZngq,ACC_287,ENT_UK_010,990.0546718813068,USD,2026-03-14 17:39:33,13d7:af88:ecd7:64da:32ea:ae7f:d78d:ed9b
sdv-id-HjpTLb,ACC_118,ENT_UK_006,294530.2637032987,USD,2026-01-15 00:32:01,a33:c673:31ec:c209:b29b:4e4f:703a:b693
sdv-id-HZeDXj,ACC_122,ENT_UK_002,428585.16159273137,USD,2026-01-04 01:19:06,8556:db6f:8457:5d86:7c4c:875f:9a5:d057
sdv-id-rQAkkY,ACC_194,ENT_UK_007,384950.1905782844,USD,2026-02-11 09:46:03,57c2:a8c0:999f:1269:d013:73c7:2ecb:6aae
sdv-id-SNQnAK,ACC_145,ENT_UK_013,428616.2527906348,USD,2026-03-30 15:24:15,540d:741b:acf3:9fac:4a54:f246:663e:e6fb
sdv-id-dmfxDU,ACC_162,ENT_UK_015,34411.15210132959,USD,2026-01-20 19:06:08,d194:e9d6:7f76:8261:6866:a4c2:dd7f:ad1d
sdv-id-dmXxpQ,ACC_258,ENT_UK_010,274750.1206399096,USD,2026-03-24 09:49:37,e4b3:706e:6501:eb48:53d2:33a9:992b:b53b
sdv-id-mxSIdC,ACC_284,ENT_UK_013,8863.536255707038,USD,2026-02-10 23:10:40,54e4:3d2c:f0:37de:144b:bb03:b3fb:1817
sdv-id-qJanDs,ACC_117,ENT_UK_008,10250.960829408976,USD,2026-03-25 01:24:03,ccfd:9831:8512:9377:79df:6c3e:4239:d400
sdv-id-TorXZQ,ACC_201,ENT_UK_013,941.0511494529468,USD,2026-03-21 20:42:35,ce13:5d9c:b334:1c87:5ddb:3617:378e:1585
sdv-id-KysrEl,ACC_295,ENT_UK_016,19295.04798015091,USD,2026-01-10 10:06:42,76f2:fafc:fbf3:89a5:69fa:2445:364e:b8e6
sdv-id-OCNvwJ,ACC_282,ENT_UK_013,88665.64099850749,USD,2026-01-15 23:04:14,38ad:fa9b:a50:7fee:8a87:468:561c:9ec6
sdv-id-pqspiD,ACC_176,ENT_UK_007,955.9300197578932,USD,2026-03-25 00:10:22,7dc1:8741:103e:1910:7c1b:82d9:30a6:6a88
sdv-id-ubKfSm,ACC_176,ENT_UK_017,146911.60386119178,USD,2026-03-02 08:33:59,a3e3:b8ac:8b87:ecd:9cc1:4582:b82d:1e2
sdv-id-amFXoH,ACC_149,ENT_UK_019,670816.5931792443,USD,2026-02-07 06:55:39,75f7:7096:378b:26c:a492:425d:ab10:e6e5
sdv-id-bXlvbH,ACC_248,ENT_UK_005,101951.9606949243,USD,2026-01-23 19:04:28,5d99:40e:823f:e442:8ab2:b9dd:4d5:e5fb
sdv-id-HBbeTd,ACC_164,ENT_UK_014,94493.3339522406,USD,2026-01-20 00:47:16,48c4:4431:b5bc:1113:1baa:606c:2d5c:2dc5
sdv-id-IKKlFj,ACC_106,ENT_UK_004,27633.65308363088,USD,2026-02-18 14:12:25,6c72:44ad:7e6:cf41:87ce:dfa3:fdcd:e3b6
sdv-id-xbXjVM,ACC_266,ENT_UK_011,1495037.8570512522,USD,2026-01-04 11:32:17,ac27:22a3:6faa:58bc:8f3d:7ccf:4b33:b635
sdv-id-gQVsAo,ACC_155,ENT_UK_008,17772.420594432955,USD,2026-03-12 07:23:06,5d21:ed4d:f1ff:3fcb:103f:f594:a841:ef8d
sdv-id-sAnukt,ACC_273,ENT_UK_005,1139.4299239167435,USD,2026-01-22 09:15:23,91f0:312:13d8:dd8b:c214:c001:b5a1:4dcb
sdv-id-PsYFxp,ACC_239,ENT_UK_007,57920.46237866385,USD,2026-02-26 11:12:20,7613:33d5:6454:6f86:9217:64f3:aedf:e1cc
sdv-id-rTRGvq,ACC_289,ENT_UK_010,16210.801341034958,USD,2026-02-06 21:36:28,70dd:d4e2:4a7b:ec74:9e6b:ee79:8f20:b8f1
sdv-id-yfvMVs,ACC_128,ENT_UK_001,20078.140338703855,USD,2026-01-22 20:41:36,b4d9:940c:54a0:76a8:895b:2128:278:68b4
sdv-id-SseGwh,ACC_148,ENT_UK_019,51194.705482925216,USD,2026-03-06 20:21:37,10b0:4b3c:1f9a:b590:b9ab:2e14:7326:8e6d
sdv-id-uRERjQ,ACC_122,ENT_UK_016,1673241.142371754,USD,2026-02-11 06:51:03,1491:bd7b:fa3a:7ec9:28aa:641b:d6ea:8242
sdv-id-hUJRaa,ACC_177,ENT_UK_014,2928.010661435947,USD,2026-01-17 11:50:26,d877:acc7:5d3d:69a8:8021:3b30:4d54:17e6
sdv-id-UDXzuD,ACC_122,ENT_UK_002,310231.025860621,USD,2026-03-22 00:10:01,bf57:fe4d:710e:d05:a2c1:ab0:83e7:1158
sdv-id-InBqfh,ACC_236,ENT_UK_008,444550.9958292792,USD,2026-01-31 21:07:38,d5a:8cc1:6a3d:8604:20d4:1430:7dc:46dc
sdv-id-lAJvkL,ACC_176,ENT_UK_007,78945.13874902023,USD,2026-03-05 16:08:16,3f78:45a7:af1e:550:61f4:6c3b:3461:b9cd
sdv-id-lBKKsE,ACC_248,ENT_UK_015,83844.42807883366,USD,2026-01-17 11:02:05,edd2:b8b5:ebf6:339e:e2dd:4407:7c39:d868
sdv-id-DRrxMg,ACC_114,ENT_UK_019,2771.3917813030953,USD,2026-01-06 21:43:36,ce6:4e21:3557:c1ba:16b0:c17b:1ba5:b431
sdv-id-HnSxBC,ACC_146,ENT_UK_013,28044.90325836072,USD,2026-01-27 02:20:09,b46b:7691:a64b:106b:425f:bf86:44c9:967f
sdv-id-RniEPm,ACC_171,ENT_UK_017,75257.02289073482,USD,2026-03-03 20:07:58,cdc8:c5a7:cd6a:6c62:cc46:7d5e:c82:1d44
sdv-id-aObYgo,ACC_219,ENT_UK_013,473563.2360041161,USD,2026-01-05 07:46:48,1660:c413:e795:f4e2:8c:1d73:c104:62c8
sdv-id-HikLaz,ACC_114,ENT_UK_012,2592.031751484203,USD,2026-03-22 09:48:57,d37:6b50:97ae:5c92:4b1:a95c:c7d3:21ed
sdv-id-Iacicj,ACC_228,ENT_UK_006,1128.5469126326493,USD,2026-02-08 17:14:49,1be8:ced1:b709:4404:ede0:5c51:303d:ca1f
sdv-id-DZgSFn,ACC_122,ENT_UK_016,176685.10427731025,USD,2026-02-14 16:44:28,694b:8ba6:82fb:a344:3f4c:f8f6:4987:10f4
sdv-id-wIfcYA,ACC_149,ENT_UK_011,17795.544003323685,USD,2026-01-22 23:37:58,3b54:36a9:2e10:c77a:2e60:e205:8cae:4700
sdv-id-lwUoFa,ACC_257,ENT_UK_013,18091.037445928618,USD,2026-03-28 02:12:46,a22f:b76c:8eb7:6540:f47b:edd6:62b3:c4a4
sdv-id-mCQaoC,ACC_180,ENT_UK_019,308583.31379553647,USD,2026-02-17 11:21:12,b667:46c:42c4:5b51:3ddc:361a:d76:3fb7
sdv-id-JFDLhg,ACC_212,ENT_UK_018,26399.32899898592,USD,2026-01-28 15:17:19,26ee:f0a3:7e57:45ef:4590:5f33:2a06:1dfa
sdv-id-Dhluin,ACC_118,ENT_UK_013,34512.50657357408,USD,2026-03-02 17:10:29,cf01:37ef:ea17:5aa:75a4:dc7f:f53b:a1c9
sdv-id-zMTXyT,ACC_122,ENT_UK_004,82655.16932502693,USD,2026-02-05 20:06:55,d779:7f08:bdf2:d81f:8626:a616:bf53:b7d7
sdv-id-NlZxRy,ACC_196,ENT_UK_016,747933.6491051388,USD,2026-03-17 08:20:48,b196:29f2:6a5d:26af:91f1:155a:dffb:115b
sdv-id-gOijaV,ACC_176,ENT_UK_007,74166.09287740184,USD,2026-03-13 05:14:04,5b98:6177:5c5e:fa7e:ac1b:26d9:154c:2215
sdv-id-FfFJxB,ACC_118,ENT_UK_001,27627.745688550465,USD,2026-03-20 08:13:14,42e:4326:9c75:2ae7:fb4:e1c6:bf21:19f0
sdv-id-bOffcQ,ACC_191,ENT_UK_013,3628.209575871361,USD,2026-02-14 00:41:03,d51:922e:4430:4148:1522:1497:c853:bf43
sdv-id-UqAnqW,ACC_117,ENT_UK_016,900941.3674311816,USD,2026-02-22 20:39:44,4078:4899:c279:2de0:4984:4a8a:e463:1f8a
sdv-id-DfnKUN,ACC_256,ENT_UK_016,351144.030300225,USD,2026-02-23 18:25:11,4f86:a9bf:75eb:5ba:7e2f:ffd3:52bc:8f4d
sdv-id-pQQFwK,ACC_149,ENT_UK_007,160123.03116039326,USD,2026-02-04 20:32:51,949e:a33e:9233:dddd:f0d1:153d:9137:99cb
sdv-id-QpFQsv,ACC_177,ENT_UK_006,42710.550922262904,USD,2026-02-04 16:13:45,3541:cf1f:a7d3:561f:c89a:b9fc:e3b1:a48f
sdv-id-QyFifJ,ACC_142,ENT_UK_012,81564.01248701093,USD,2026-02-20 00:00:27,9d0:d26:be83:dfed:54c:eb2c:8f7e:a66a
sdv-id-VHdBHo,ACC_236,ENT_UK_018,63910.23769278228,USD,2026-03-25 03:43:03,a54a:9178:5d4f:b6b7:aec3:d052:291f:f2c8
sdv-id-SZfDkS,ACC_246,ENT_UK_017,157409.61254025804,USD,2026-03-31 15:00:54,3435:e8c9:c6f4:7f51:35b0:cbb:6e45:3504
sdv-id-AySGol,ACC_258,ENT_UK_018,247163.08693063387,USD,2026-01-09 15:36:27,667f:2bf1:ebd2:60b4:d57e:88fe:8df2:8121
sdv-id-JmxDSq,ACC_140,ENT_UK_013,353399.1837857504,USD,2026-03-14 21:29:42,fbbf:7170:df82:beaf:e8af:8cac:c785:eacc
sdv-id-lYkUsu,ACC_106,ENT_UK_011,17021.962740334566,USD,2026-01-31 06:29:21,7532:2dca:9eea:9a1c:b3b3:fcb6:fd1b:912b
sdv-id-umiutQ,ACC_256,ENT_UK_004,2752.966870265593,USD,2026-01-09 09:56:20,6e82:1ace:a007:d969:a481:9761:f68a:4b30
sdv-id-mIXKLO,ACC_174,ENT_UK_014,15239.846338536408,USD,2026-01-27 05:08:07,69bf:6681:fc52:3ac1:b77:a5e6:b929:2291
sdv-id-ydiWAs,ACC_199,ENT_UK_012,496920.0428069775,USD,2026-01-21 10:33:31,b8cf:9a6b:eff3:5884:290d:ce35:5ddd:248d
sdv-id-jIQwGG,ACC_228,ENT_UK_005,132138.6885944958,USD,2026-01-17 11:05:15,4198:cbbc:a90e:f0ea:6c93:11a:963:42a1
sdv-id-vagiii,ACC_166,ENT_UK_003,1399.579500962698,USD,2026-03-19 12:39:26,d662:7273:7774:f420:9061:b660:6b40:3c10
sdv-id-TgchNL,ACC_220,ENT_UK_002,2385.420148823511,USD,2026-03-15 00:16:57,f964:379d:4f43:a432:61d5:a45c:4d39:5388
sdv-id-HTOakA,ACC_166,ENT_UK_014,11224.788391399808,USD,2026-01-01 18:16:46,9cca:13aa:7c1a:1c45:857d:6fae:b502:4e6d
sdv-id-BWNSzZ,ACC_178,ENT_UK_001,844986.0400144936,USD,2026-03-15 13:20:18,c018:c757:5159:1e90:4693:d84e:f67e:4039
sdv-id-DgLKPi,ACC_171,ENT_UK_014,3006.871436966715,USD,2026-03-26 15:40:04,1221:4ef8:3a5a:e118:bc95:5bf8:9ed:37a5
sdv-id-HgCUEp,ACC_132,ENT_UK_004,1204.397554950025,USD,2026-03-29 02:26:56,b245:a560:f694:6354:3ad0:4da:8b8a:33b
sdv-id-ANqLkR,ACC_174,ENT_UK_015,5171.118097856201,USD,2026-03-18 10:32:59,52ab:b7c:87a9:ff55:b55e:ae5c:b6fe:1d9a
sdv-id-gTrMle,ACC_278,ENT_UK_019,1089.3005477311056,USD,2026-03-22 21:34:07,afb3:968e:bbaf:4260:7576:1d4c:328d:525f
sdv-id-ATXcSW,ACC_154,ENT_UK_006,47280.480257892414,USD,2026-03-10 09:20:59,1a6d:3e99:4c62:3322:4bf5:e423:3a:7853
sdv-id-mYiYOB,ACC_262,ENT_UK_014,62709.130452068945,USD,2026-02-13 01:02:30,e482:3366:6f18:8b86:a35:26c0:d347:e83a
sdv-id-rcqutu,ACC_117,ENT_UK_014,4630.831156330318,USD,2026-02-12 16:27:40,4793:651d:293:d263:4df9:a7b0:cdd1:8140
sdv-id-fBAyBj,ACC_117,ENT_UK_016,127160.95132651208,USD,2026-03-18 14:30:38,103d:b58a:35f1:1302:cc2:4725:d582:735f
sdv-id-kuzFRr,ACC_154,ENT_UK_007,6690.652392526283,USD,2026-01-19 22:21:00,66df:4ba8:6de7:b52e:203d:3662:5c3f:8e43
sdv-id-dGbSMS,ACC_239,ENT_UK_003,7816.34197415261,USD,2026-01-11 20:18:14,2fa:eac6:a5e0:8f5f:b0e1:6fa2:c687:401d
sdv-id-SwQNDg,ACC_260,ENT_UK_016,1936.187739774228,USD,2026-02-26 07:48:34,5bf7:5e4:e7ed:aad1:de29:90dc:50f1:fbf2
sdv-id-BeUXQn,ACC_245,ENT_UK_005,214263.6674255364,USD,2026-02-05 13:05:08,cdf5:a8fb:af40:ed6a:50f4:2c85:a2e2:2773
sdv-id-fiIpgE,ACC_227,ENT_UK_002,53893.75519587597,USD,2026-01-12 10:25:36,ebe6:68b7:79a5:6e45:571c:2a3:5a22:2ed6
sdv-id-pevFrg,ACC_117,ENT_UK_006,14909.954884383793,USD,2026-02-13 17:37:16,760:e6e9:17f1:7428:3eb8:f3fa:5406:64aa
sdv-id-GHbwSy,ACC_191,ENT_UK_003,1923.0447316299365,USD,2026-01-12 12:47:58,6817:582e:2b70:c948:63e3:36a1:180a:d39c
sdv-id-LkdoHv,ACC_258,ENT_UK_005,200433.23973989097,USD,2026-02-06 23:32:28,ee09:a370:ba9c:58eb:be59:43ca:cb27:7d88
sdv-id-MoJVzg,ACC_177,ENT_UK_006,1155413.278035931,USD,2026-03-11 09:57:09,a3a7:f5f:50e1:47ff:8b7d:c145:bcb7:3144
sdv-id-Ezppwn,ACC_186,ENT_UK_007,627370.3422950875,USD,2026-03-27 02:11:08,916:4b3e:a126:f466:d8e1:e8be:b217:a742
sdv-id-zPSlRx,ACC_187,ENT_UK_009,942.2586739329116,USD,2026-02-09 23:10:56,4dba:2f1:9be:a790:a092:9c7c:58bf:376f
sdv-id-MaLaDi,ACC_117,ENT_UK_018,164900.5169379401,USD,2026-02-18 04:24:26,62e1:e6b6:262c:43e2:987f:b924:9244:9dca
sdv-id-dPpAQd,ACC_101,ENT_UK_006,1774.4229249183854,USD,2026-02-17 09:39:41,76e1:ad44:f9b9:f314:d1b2:193f:b7c4:e56e
sdv-id-BckGFj,ACC_187,ENT_UK_017,1187.6691319437969,USD,2026-02-03 08:43:07,3c1a:6074:de35:30b7:248d:e1ec:3ae3:d35d
sdv-id-AAWqRk,ACC_206,ENT_UK_018,27377.163291915924,USD,2026-01-09 12:12:43,3692:21f4:14cf:dcc5:6913:6fa:a21d:e277
sdv-id-qGerPJ,ACC_236,ENT_UK_013,2648690.963597153,USD,2026-02-24 12:02:16,6de1:bee5:24c2:461e:a0f9:73b5:a7f2:28de
sdv-id-KrqyCo,ACC_214,ENT_UK_011,249067.1931347021,USD,2026-01-30 01:10:16,c39e:71ac:7336:2ea7:4dd2:8d20:97ed:d5bf
sdv-id-HIlSnx,ACC_252,ENT_UK_003,44702.38349529001,USD,2026-03-29 23:44:24,bf3f:ce0a:ca09:9a11:5100:cbd3:5130:93c1
sdv-id-tvWwDr,ACC_194,ENT_UK_004,4338.698108391023,USD,2026-03-03 10:04:29,efca:3799:a18f:c324:9095:21a0:b1e6:1782
sdv-id-oXdrEx,ACC_252,ENT_UK_008,1265.4541032104426,USD,2026-01-24 02:51:47,b463:8c69:9a06:53f0:e5c9:d3fb:491b:edb7
sdv-id-bSzXvd,ACC_241,ENT_UK_016,406738.8993235222,USD,2026-02-12 04:07:37,2a99:2a16:893b:bbe2:efcc:a974:1b56:637
sdv-id-QUyWvd,ACC_176,ENT_UK_004,974.346285971687,USD,2026-01-27 16:08:33,a002:e029:bd94:19e1:67e2:39fa:beb7:694b
sdv-id-vPtyVs,ACC_185,ENT_UK_005,59068.23061462755,USD,2026-03-04 21:53:34,11f:fc7d:5448:1475:4bda:7ef6:5284:6af8
sdv-id-KEiVor,ACC_243,ENT_UK_003,211566.91399314167,USD,2026-02-16 05:59:33,8574:deff:677c:71e:911b:17e4:34a9:f4f6
sdv-id-eddBTk,ACC_224,ENT_UK_019,9868.953688739375,USD,2026-02-19 02:03:03,3b55:eb83:6a79:cdd3:36e3:8bb:f804:d4dc
sdv-id-mouTCc,ACC_263,ENT_UK_004,304235.20711909584,USD,2026-03-26 02:24:43,ed54:f078:be71:b0b9:7ef3:615a:9420:3fe7
sdv-id-tOvEla,ACC_181,ENT_UK_018,26222.213425407437,USD,2026-03-17 20:59:28,ba5c:f311:997f:22e1:6927:372a:a678:ba2e
sdv-id-XaPHVM,ACC_106,ENT_UK_014,6035.503630495509,USD,2026-01-03 04:52:13,75b6:2671:2b1d:47fd:8d7:8e78:c6a2:94f1
sdv-id-nByBcI,ACC_185,ENT_UK_019,161378.31442779663,USD,2026-03-22 14:41:53,25e6:530b:b416:4c99:1b32:418:ca1b:5c59
sdv-id-pOhgus,ACC_118,ENT_UK_010,80684.4468422698,USD,2026-04-01 08:40:03,dc0f:8dca:e423:678c:b6c8:7686:c72f:8847
sdv-id-SIwLtu,ACC_212,ENT_UK_013,12897.207147034243,USD,2026-03-27 08:46:51,e916:273b:a620:23cd:fed:b699:c120:f503
sdv-id-HFsNUw,ACC_149,ENT_UK_012,47325.63552129634,USD,2026-03-02 20:23:30,ea52:77ba:e452:f9bd:ced1:d873:790c:adab
sdv-id-CcNIsS,ACC_154,ENT_UK_007,240984.0312395858,USD,2026-02-02 19:44:28,b280:5458:4bd3:67b0:cbda:ae52:a4e2:6c1c
sdv-id-pSNpOr,ACC_160,ENT_UK_016,170177.31353864985,USD,2026-02-17 02:54:45,80c7:5dc:1cd7:5ba3:9bd8:d5af:955:b10e
sdv-id-wMvuxa,ACC_212,ENT_UK_009,16387.59135612439,USD,2026-02-27 21:50:51,8468:494d:d4c2:578d:a455:11bc:2fb9:3122
sdv-id-TYejhq,ACC_129,ENT_UK_007,171716.0008587552,USD,2026-01-17 03:52:58,bfb7:b747:676b:a52a:4940:ed24:942f:dedf
sdv-id-BfUdhU,ACC_181,ENT_UK_009,332880.70087118977,USD,2026-03-30 08:40:54,4843:da7d:e219:9266:2e5d:9198:14f7:a766
sdv-id-jMRxJv,ACC_125,ENT_UK_005,1634194.1218136386,USD,2026-03-17 20:48:16,e38c:47b2:6e93:78c2:6cc2:23ab:1e8f:719
sdv-id-HALeaa,ACC_142,ENT_UK_011,7266.992214456963,USD,2026-03-26 09:06:05,ad0c:e076:3b8b:f732:aa94:ff45:cd52:c35f
sdv-id-KRcbZT,ACC_106,ENT_UK_019,140092.54104393488,USD,2026-03-01 20:40:59,6574:75bd:5fa4:70b9:a5ab:ff57:87a3:ac6f
sdv-id-EjmTxr,ACC_196,ENT_UK_018,760246.1874616632,USD,2026-03-18 14:24:57,e41d:bbff:6805:660d:7399:e9e:eb5:5eee
sdv-id-xtEIGX,ACC_160,ENT_UK_011,1133412.8927321448,USD,2026-01-23 12:20:18,c5b4:fc98:462e:eb9a:9473:dd1b:1888:fd5f
sdv-id-KwTmnW,ACC_287,ENT_UK_007,375249.5759001111,USD,2026-03-23 18:03:13,f65:eb5d:a0ab:a72a:1727:7976:1982:e82d
sdv-id-GHSYjL,ACC_236,ENT_UK_002,2077.5427242647143,USD,2026-02-09 19:05:56,8d5c:d623:6a03:718c:ee1d:fb3a:c780:99b6
sdv-id-oCyKYC,ACC_264,ENT_UK_015,4007.517456513238,USD,2026-03-16 07:00:08,462b:707d:ce71:4e72:a192:1959:8f07:cffc
sdv-id-fhTTgS,ACC_253,ENT_UK_012,1977102.7419029884,USD,2026-01-01 20:51:25,bd85:e5e5:6f79:8564:63be:c288:1be4:8c64
sdv-id-vhWTsN,ACC_107,ENT_UK_002,13391.058805728298,USD,2026-03-27 13:54:14,2469:55b7:8c94:d1c1:f0ae:161:98f:4bc9
sdv-id-gTwubU,ACC_224,ENT_UK_007,391454.1209353968,USD,2026-02-07 21:34:32,9a9e:9ed5:b878:89b9:501c:a192:977b:2130
sdv-id-HYcsJR,ACC_256,ENT_UK_002,14880.521097094508,USD,2026-02-03 02:13:36,f5e4:c78f:9a86:336d:6398:3d44:c255:4e3b
