txn_id,account_id,bank_id,amount,currency,timestamp,is_dormant_flag,ship_id,hs_code,commodity,unit_price,quantity,origin_port,device_id_hash,ip_address,proxy_vpn_flag,login_entropy_score,label,fraud_type
TXN_5071,ACC_253,BANK_BD_01,4350,USD,2026-02-21 03:40:00,0,SHIP_V_1071,851713,Smartphones,29,150,Singapore,DEV_HASH_041,103.82.20.80,0,0.10839411281376239,0,NORMAL
TXN_5072,ACC_149,BANK_BD_02,38896,USD,2026-01-09 21:05:00,0,SHIP_V_1072,854143,Solar Panels,44,884,Port of London,DEV_HASH_005,103.179.199.241,0,0.08425476152551047,0,NORMAL
TXN_5073,ACC_106,BANK_BD_01,43692,USD,2026-03-19 11:18:00,0,SHIP_V_1073,610910,Ready-made Garments,22,1986,Southampton,DEV_HASH_037,103.54.9.107,0,0.15351697388860036,0,NORMAL
TXN_5074,ACC_180,BANK_BD_02,1494904,USD,2026-02-24 22:26:00,1,SHIP_V_1074,851713,Smartphones,2789,536,Singapore,DEV_HASH_001,103.71.133.194,1,0.7290499758943765,1,OVER_INVOICING
TXN_5075,ACC_116,BANK_BD_01,34323,USD,2026-02-12 05:31:00,0,SHIP_V_1075,530310,Raw Jute,51,673,Chittagong,DEV_HASH_036,103.74.114.71,0,0.125178136169606,0,NORMAL
TXN_5076,ACC_298,BANK_BD_01,120000,USD,2026-02-25 04:05:00,0,SHIP_V_1076,530310,Raw Jute,60,2000,Dhaka,DEV_HASH_034,103.7.202.40,0,0.13304402183218525,0,NORMAL
TXN_5077,ACC_116,BANK_BD_02,29800,USD,2026-03-01 15:38:00,0,SHIP_V_1077,530310,Raw Jute,40,745,Chittagong,DEV_HASH_027,103.231.245.148,0,0.21155759395309448,0,NORMAL
TXN_5078,ACC_262,BANK_BD_01,3637440,USD,2026-03-18 17:19:00,1,SHIP_V_1078,382499,Industrial Chemicals,4210,864,Port of London,DEV_HASH_002,103.229.86.112,1,0.9221379065651276,1,OVER_INVOICING
TXN_5079,ACC_237,BANK_BD_01,64860,USD,2026-02-08 21:58:00,0,SHIP_V_1079,610910,Ready-made Garments,46,1410,Singapore,DEV_HASH_043,103.5.102.227,0,0.13852958065127993,0,NORMAL
TXN_5080,ACC_196,BANK_UK_02,85277,USD,2026-02-05 14:46:00,0,SHIP_V_1080,854143,Solar Panels,53,1609,Port of London,DEV_HASH_041,103.204.220.157,0,0.2018670278443755,0,NORMAL
TXN_5081,ACC_191,BANK_BD_02,55742,USD,2026-02-23 18:06:00,0,SHIP_V_1081,382499,Industrial Chemicals,47,1186,Port of London,DEV_HASH_035,103.8.248.58,0,0.09226814480792662,0,NORMAL
TXN_5082,ACC_244,BANK_BD_02,41412,USD,2026-03-09 00:33:00,0,SHIP_V_1082,530310,Raw Jute,58,714,Chittagong,DEV_HASH_031,103.3.142.13,0,0.01872420660265181,0,NORMAL
TXN_5083,ACC_105,BANK_UK_02,46695,USD,2026-02-13 07:00:00,0,SHIP_V_1083,382499,Industrial Chemicals,33,1415,Dhaka,DEV_HASH_040,103.70.7.4,0,0.08908648047286982,0,NORMAL
TXN_5084,ACC_142,BANK_BD_01,45816,USD,2026-03-06 02:06:00,0,SHIP_V_1084,851713,Smartphones,23,1992,Southampton,DEV_HASH_042,103.186.157.77,0,0.0992119079360528,0,NORMAL
TXN_5085,ACC_105,BANK_UK_01,59940,USD,2026-03-28 05:12:00,0,SHIP_V_1085,382499,Industrial Chemicals,37,1620,Dhaka,DEV_HASH_041,103.186.215.153,0,0.21102500725618706,0,NORMAL
TXN_5086,ACC_238,BANK_UK_02,20889,USD,2026-01-27 16:42:00,0,SHIP_V_1086,610910,Ready-made Garments,33,633,Port of London,DEV_HASH_041,103.160.136.55,0,0.06637853765246621,0,NORMAL
TXN_5087,ACC_109,BANK_BD_02,29727,USD,2026-03-22 06:46:00,0,SHIP_V_1087,854143,Solar Panels,27,1101,Dhaka,DEV_HASH_044,103.175.59.124,0,0.10435232071924329,0,NORMAL
TXN_5088,ACC_282,BANK_UK_01,722142,USD,2026-03-02 06:17:00,1,SHIP_V_1088,382499,Industrial Chemicals,2322,311,Dhaka,DEV_HASH_005,103.170.76.156,1,0.9420859061452552,1,DEVICE_SHARING
TXN_5089,ACC_292,BANK_UK_01,86944,USD,2026-03-13 17:21:00,0,SHIP_V_1089,854143,Solar Panels,44,1976,Chittagong,DEV_HASH_027,103.166.25.3,0,0.10222144176355503,0,NORMAL
TXN_5090,ACC_160,BANK_UK_02,42288,USD,2026-01-27 02:20:00,0,SHIP_V_1090,610910,Ready-made Garments,48,881,Dhaka,DEV_HASH_004,103.183.246.242,0,0.20047363150317274,0,NORMAL
TXN_5091,ACC_196,BANK_UK_02,4590,USD,2026-03-28 12:46:00,0,SHIP_V_1091,382499,Industrial Chemicals,45,102,Dhaka,DEV_HASH_023,103.171.239.173,0,0.04524125605835461,0,NORMAL
TXN_5092,ACC_292,BANK_UK_01,22338,USD,2026-03-04 08:41:00,0,SHIP_V_1092,610910,Ready-made Garments,34,657,Port of London,DEV_HASH_020,103.171.81.69,0,0.16130301356910165,0,NORMAL
TXN_5093,ACC_238,BANK_BD_01,113680,USD,2026-01-09 22:39:00,0,SHIP_V_1093,854143,Solar Panels,58,1960,Dhaka,DEV_HASH_039,103.29.203.83,0,0.051157072448489826,0,NORMAL
TXN_5094,ACC_145,BANK_BD_02,55347,USD,2026-03-13 14:31:00,0,SHIP_V_1094,854143,Solar Panels,57,971,Singapore,DEV_HASH_023,103.2.1.127,0,0.15252924607267232,0,NORMAL
TXN_5095,ACC_274,BANK_BD_01,45708,USD,2026-01-20 18:26:00,0,SHIP_V_1095,610910,Ready-made Garments,39,1172,Chittagong,DEV_HASH_016,103.128.80.180,0,0.029858490518091835,0,NORMAL
TXN_5096,ACC_134,BANK_BD_02,3119144,USD,2026-01-07 14:11:00,1,SHIP_V_1096,851713,Smartphones,4088,763,Chittagong,DEV_HASH_001,103.137.225.87,1,0.7203915257954083,1,OVER_INVOICING
TXN_5097,ACC_162,BANK_UK_02,2544,USD,2026-01-29 03:51:00,1,SHIP_V_1097,851713,Smartphones,3,848,Southampton,DEV_HASH_002,103.57.114.187,1,0.7284838873262371,1,UNDER_INVOICING
TXN_5098,ACC_114,BANK_UK_02,108960,USD,2026-03-29 13:03:00,0,SHIP_V_1098,530310,Raw Jute,60,1816,Chittagong,DEV_HASH_014,103.197.70.85,0,0.22757288067091877,0,NORMAL
TXN_5099,ACC_283,BANK_UK_02,45024,USD,2026-01-04 17:47:00,0,SHIP_V_1099,530310,Raw Jute,32,1407,Dhaka,DEV_HASH_036,103.99.205.28,0,0.02693313806578513,0,NORMAL
TXN_5100,ACC_150,BANK_BD_01,35560,USD,2026-01-22 12:10:00,0,SHIP_V_1100,854143,Solar Panels,35,1016,Chittagong,DEV_HASH_039,103.236.197.243,0,0.05048596427432457,0,NORMAL
TXN_5101,ACC_115,BANK_BD_02,21978,USD,2026-03-20 16:19:00,0,SHIP_V_1101,854143,Solar Panels,54,407,Southampton,DEV_HASH_033,103.47.232.163,0,0.24168034114371503,0,NORMAL
TXN_5102,ACC_273,BANK_BD_02,5216,USD,2026-01-20 22:05:00,0,SHIP_V_1102,530310,Raw Jute,16,326,Port of London,DEV_HASH_039,103.104.221.112,0,0.017364827078023712,0,NORMAL
TXN_5103,ACC_149,BANK_BD_02,42016,USD,2026-02-02 13:10:00,0,SHIP_V_1103,851713,Smartphones,32,1313,Chittagong,DEV_HASH_040,103.213.15.161,0,0.19460219248336627,0,NORMAL
TXN_5104,ACC_266,BANK_BD_01,24912,USD,2026-01-02 22:48:00,0,SHIP_V_1104,530310,Raw Jute,16,1557,Dhaka,DEV_HASH_039,103.221.23.123,0,0.17216295875251175,0,NORMAL
TXN_5105,ACC_237,BANK_UK_01,42592,USD,2026-01-04 06:32:00,0,SHIP_V_1105,530310,Raw Jute,32,1331,Singapore,DEV_HASH_036,103.61.161.25,0,0.02359002927474048,0,NORMAL
TXN_5106,ACC_180,BANK_BD_01,29040,USD,2026-02-25 10:04:00,0,SHIP_V_1106,854143,Solar Panels,24,1210,Southampton,DEV_HASH_037,103.30.195.189,0,0.10319092482211571,0,NORMAL
TXN_5107,ACC_180,BANK_UK_01,77056,USD,2026-01-02 12:23:00,0,SHIP_V_1107,610910,Ready-made Garments,56,1376,Singapore,DEV_HASH_012,103.1.210.237,0,0.16924982267589428,0,NORMAL
TXN_5108,ACC_122,BANK_UK_02,19140,USD,2026-01-02 14:15:00,0,SHIP_V_1108,854143,Solar Panels,20,957,Chittagong,DEV_HASH_031,103.165.147.210,0,0.02691022596338117,0,NORMAL
TXN_5109,ACC_246,BANK_BD_01,3672,USD,2026-02-03 09:22:00,0,SHIP_V_1109,610910,Ready-made Garments,34,108,Chittagong,DEV_HASH_033,103.87.239.14,0,0.1838120937051605,0,NORMAL
TXN_5110,ACC_274,BANK_UK_02,38080,USD,2026-01-10 12:03:00,0,SHIP_V_1110,610910,Ready-made Garments,35,1088,Singapore,DEV_HASH_040,103.159.11.194,0,0.2306941628234698,0,NORMAL
TXN_5111,ACC_278,BANK_BD_02,39644,USD,2026-01-21 04:04:00,0,SHIP_V_1111,530310,Raw Jute,22,1802,Southampton,DEV_HASH_019,103.205.92.1,0,0.05436213438913295,0,NORMAL
TXN_5112,ACC_117,BANK_UK_02,48444,USD,2026-03-13 00:30:00,0,SHIP_V_1112,854143,Solar Panels,44,1101,Dhaka,DEV_HASH_042,103.39.129.164,0,0.06190779418708975,0,NORMAL
TXN_5113,ACC_132,BANK_BD_02,44256,USD,2026-03-09 13:09:00,0,SHIP_V_1113,854143,Solar Panels,24,1844,Southampton,DEV_HASH_025,103.158.80.178,0,0.15100437575759096,0,NORMAL
TXN_5114,ACC_183,BANK_BD_01,11577,USD,2026-01-07 05:10:00,0,SHIP_V_1114,851713,Smartphones,51,227,Dhaka,DEV_HASH_020,103.170.114.219,0,0.0998303320275543,0,NORMAL
TXN_5115,ACC_174,BANK_BD_02,35420,USD,2026-04-01 02:41:00,0,SHIP_V_1115,382499,Industrial Chemicals,46,770,Dhaka,DEV_HASH_036,103.20.11.217,0,0.06553241073059954,0,NORMAL
TXN_5116,ACC_256,BANK_UK_01,1539567,USD,2026-01-04 17:38:00,1,SHIP_V_1116,851713,Smartphones,2061,747,Chittagong,DEV_HASH_003,103.84.222.1,1,0.7255821608366421,1,OVER_INVOICING
TXN_5117,ACC_276,BANK_BD_02,44370,USD,2026-03-27 09:21:00,0,SHIP_V_1117,610910,Ready-made Garments,34,1305,Southampton,DEV_HASH_008,103.238.205.27,0,0.20339785250359982,0,NORMAL
TXN_5118,ACC_245,BANK_UK_01,29756,USD,2026-02-27 15:26:00,0,SHIP_V_1118,610910,Ready-made Garments,43,692,Southampton,DEV_HASH_027,103.14.211.224,0,0.19572994573344532,0,NORMAL
TXN_5119,ACC_149,BANK_UK_01,52290,USD,2026-01-19 12:24:00,0,SHIP_V_1119,854143,Solar Panels,35,1494,Singapore,DEV_HASH_030,103.179.211.233,0,0.02976127735179309,0,NORMAL
TXN_5120,ACC_138,BANK_BD_02,42975,USD,2026-03-09 13:09:00,0,SHIP_V_1120,530310,Raw Jute,45,955,Port of London,DEV_HASH_027,103.106.99.174,0,0.016416211031876734,0,NORMAL
TXN_5121,ACC_297,BANK_BD_01,43704,USD,2026-02-16 02:43:00,0,SHIP_V_1121,854143,Solar Panels,36,1214,Dhaka,DEV_HASH_022,103.181.21.135,0,0.053296295413058525,0,NORMAL
TXN_5122,ACC_180,BANK_UK_01,87132,USD,2026-01-17 18:12:00,0,SHIP_V_1122,530310,Raw Jute,53,1644,Port of London,DEV_HASH_011,103.166.155.170,0,0.19020956389316088,0,NORMAL
