txn_id,account_id,device_id_hash,ip_address,proxy_vpn_flag,login_entropy_score
sdv-id-EISgrt,ACC_125,DEV_HASH_033,477e:f0dc:ff1e:4eab:818a:4484:592:e559,0,0.14186267732580352
sdv-id-UBStqt,ACC_225,DEV_HASH_008,8e08:6c83:6e95:40cb:adfd:221e:4618:91d4,0,0.11475328074420718
sdv-id-ruphKh,ACC_108,DEV_HASH_028,24c2:e72f:941a:270a:26ee:83b9:42f9:4d49,0,0.012761271687701576
sdv-id-zAKmjR,ACC_158,DEV_HASH_037,7836:6f79:9f04:e22b:1a85:a947:f29f:2567,0,0.45845052123483615
sdv-id-GhqUci,ACC_282,DEV_HASH_048,1098:1a28:3f1b:56a3:55e3:256d:68ae:63b3,0,0.16091326047190507
sdv-id-gAZnmo,ACC_145,DEV_HASH_005,6217:f84b:35c0:2879:1e43:789d:d55b:a040,0,0.2914723984176676
sdv-id-ACRIkp,ACC_292,DEV_HASH_044,4e09:f6c2:43ff:9c0a:2d80:da47:1a0b:a8f9,0,0.460697074535195
sdv-id-hiUdtI,ACC_271,DEV_HASH_034,556:c028:15a:d56a:9c9:2fa1:b78f:91ef,0,0.02104888083858352
sdv-id-wqQZwu,ACC_203,DEV_HASH_037,29d7:bc14:d1f:ff6e:e1b2:a8bd:609f:d47b,0,0.061948812201467585
sdv-id-RHsvsI,ACC_185,DEV_HASH_022,d9a7:7517:e3a:92e2:f6ee:3b41:fc2:2d01,0,0.4342178886649083
sdv-id-SkaLVx,ACC_274,DEV_HASH_040,38c3:7a4:6f10:4e36:41dc:9b6e:d44b:a4d7,0,0.7386786872349121
sdv-id-coWuKm,ACC_222,DEV_HASH_046,4b8a:4eda:be68:44c:86f9:829f:ce1f:69cd,0,0.19791921907593146
sdv-id-KXeRco,ACC_194,DEV_HASH_014,2641:735b:94b0:4731:9762:ecc4:a859:3243,0,0.05986831495940529
sdv-id-UQejnw,ACC_204,DEV_HASH_045,6446:6d36:5a0f:81f1:6b4c:4bb6:76a6:9cdc,0,0.48672205996609336
sdv-id-FynkmE,ACC_220,DEV_HASH_003,298c:77c7:101e:f0e6:d92:38e1:70ca:8a16,0,0.3360310312632472
sdv-id-kBhhvY,ACC_170,DEV_HASH_045,6e20:512e:4ba8:9c5:d393:ee47:c15:731e,0,0.04281976003443195
sdv-id-SbABiV,ACC_135,DEV_HASH_016,57de:3189:90a3:7a0e:6bf3:a8d3:7289:4f8c,0,0.3082119102381294
sdv-id-aWdLTK,ACC_129,DEV_HASH_019,edde:d40d:9b9d:bb78:5a5a:5201:b9cf:f418,0,0.7662958866024869
sdv-id-LlBXIn,ACC_102,DEV_HASH_016,97f9:297a:d700:f59a:5306:9cc2:2aa5:5201,0,0.3211429697894789
sdv-id-rWGwWT,ACC_122,DEV_HASH_004,6bda:604e:922e:ac15:a758:d780:d0c8:82bd,1,0.3155508993761992
sdv-id-CzpBVg,ACC_239,DEV_HASH_036,c1d6:93f:4961:a4aa:6a32:25a0:6e3a:fca1,0,0.17421780745845525
sdv-id-DkoVul,ACC_271,DEV_HASH_005,5c20:dc7f:3425:ab2c:2c81:7647:768d:b904,0,0.483558575422972
sdv-id-rzNwCt,ACC_100,DEV_HASH_014,684f:4710:96cf:8a37:9e2a:d576:6d40:6da2,0,0.5979765860734814
sdv-id-IQskgm,ACC_185,DEV_HASH_002,7719:7e25:26f:8b21:9618:d5b2:4ca6:c69d,0,0.29136240560748344
sdv-id-NJdeQb,ACC_171,DEV_HASH_009,38d0:7432:6a1e:2bf4:8db9:8600:27c4:6f5d,0,0.17012670547951317
sdv-id-xZSJAS,ACC_198,DEV_HASH_011,7323:42f1:bd13:790b:8f62:3a14:6d33:3ce1,1,0.25840647517585424
sdv-id-XAlyzT,ACC_260,DEV_HASH_003,291:dfe1:e214:4f28:6bb:910e:8d62:be5e,0,0.4781198456825387
sdv-id-CiQJjK,ACC_218,DEV_HASH_028,9c68:e6d8:b613:d40a:17a9:61f1:8567:c37,0,0.172552094084757
sdv-id-sZaOmw,ACC_216,DEV_HASH_049,ca6b:2fa5:9220:a5b0:ab78:a9ae:a1d0:dc7c,0,0.13599760813019135
sdv-id-sxKiUQ,ACC_185,DEV_HASH_004,35:cf31:8786:b3e:2488:399c:d65a:4031,0,0.42628399243606413
sdv-id-iHrFSi,ACC_185,DEV_HASH_022,88a2:2b1e:b5ce:a1e7:ced1:47e5:3422:aa0,0,0.0745827737575013
sdv-id-ZYGRxW,ACC_103,DEV_HASH_004,522f:d5ca:ffab:f791:4c82:4c97:c225:a5af,0,0.21815938987849384
sdv-id-ZcAoIg,ACC_108,DEV_HASH_008,3caa:bc8a:d290:ede8:648d:94b:20c7:2bcc,0,0.594615832130741
sdv-id-GyVBqW,ACC_109,DEV_HASH_032,8308:1a82:74d3:28f7:b863:35c6:d576:9d82,0,0.2979031553452607
sdv-id-QrqkrD,ACC_269,DEV_HASH_023,cb03:24a3:901b:7de3:1457:4b14:7d41:b289,0,0.08692907192086932
sdv-id-oQZrsO,ACC_258,DEV_HASH_044,2bad:cf46:4386:156f:9ab8:b079:16a8:7e35,0,0.1451588192605176
sdv-id-XTJAED,ACC_119,DEV_HASH_009,1958:320f:d1d3:688c:afcb:ac3b:1e6f:8457,0,0.15231495381190063
sdv-id-WPfcfk,ACC_185,DEV_HASH_001,e4cc:1da5:bb07:76b6:34d5:7414:eeb1:ab63,0,0.26547440772957487
sdv-id-ZtxfJu,ACC_222,DEV_HASH_036,cb89:e04:86:33a3:121e:c003:3096:c025,0,0.02306201933242657
sdv-id-HLkkyn,ACC_160,DEV_HASH_002,97e5:6d7f:54ff:706d:8cd1:475d:bff2:c287,1,0.16019242294493932
sdv-id-HpVjJZ,ACC_280,DEV_HASH_043,6c84:9f7a:49a1:b57c:8c18:91a6:682:f221,0,0.3386324537295719
sdv-id-XNJdtU,ACC_282,DEV_HASH_007,d11f:d432:c4c1:21e5:1cb5:c02a:2bf1:704,0,0.31718859879113476
sdv-id-AIqSlD,ACC_274,DEV_HASH_033,b12c:f1ff:f401:5681:68ad:2c0c:7718:276f,0,0.6415310031921256
sdv-id-wTLfBX,ACC_273,DEV_HASH_002,1caa:8824:89a8:410b:45e7:197a:e9c2:d787,0,0.058261565949209664
sdv-id-PMcoRX,ACC_142,DEV_HASH_026,6c4c:7584:c774:fd80:4fb3:4876:5f82:cd97,0,0.019020542019535926
sdv-id-uWQVBW,ACC_142,DEV_HASH_022,1837:878:2b78:7565:1d64:d635:104c:64ab,0,0.20495978457812208
sdv-id-MslVHP,ACC_124,DEV_HASH_014,11a5:47e5:1129:ab9:62d1:34b1:c858:4ba2,0,0.07115939712502806
sdv-id-ZSGyQf,ACC_275,DEV_HASH_035,7493:486b:630f:1338:15a1:d017:521:3ac6,0,0.2567178621044376
sdv-id-TrOYsb,ACC_224,DEV_HASH_013,7a2a:76be:7397:19:7c40:be36:ad79:992f,0,0.20641231856589173
sdv-id-CbRtzv,ACC_294,DEV_HASH_009,520f:6f91:9332:703b:1c0a:d079:f2c7:c0de,0,0.2243565569834461
sdv-id-PYcOVq,ACC_127,DEV_HASH_046,e19a:c4d4:59cc:84c8:de83:eb4e:7360:441,0,0.20097603837926967
sdv-id-Waaslq,ACC_286,DEV_HASH_003,9f07:a0dd:21a8:fdcd:7967:da33:2b42:74cb,0,0.6964003003732315
sdv-id-gQFhzP,ACC_162,DEV_HASH_011,2300:6ef2:fc36:5638:9c6a:cb32:7414:9489,0,0.1335428599272141
sdv-id-JKcCxQ,ACC_121,DEV_HASH_003,c1eb:ba6c:74ee:63fe:742f:596:a24e:5e08,0,0.4332236437433427
sdv-id-bOLOCX,ACC_290,DEV_HASH_001,2445:122e:d5c3:79c8:e3de:60f:e9e5:7e93,0,0.29590811566260233
sdv-id-yzPnTf,ACC_239,DEV_HASH_018,737c:954c:687e:4e6d:aa35:2350:6b5a:5a54,0,0.3956502348613428
sdv-id-DtEtpz,ACC_146,DEV_HASH_026,c168:5547:6ee5:686e:5d86:6ffe:b540:4612,0,0.4152840513478342
sdv-id-QzBlia,ACC_172,DEV_HASH_004,bae2:a070:a55d:7239:9105:2b14:9131:2e5e,0,0.03223974448023696
sdv-id-iWQJBp,ACC_107,DEV_HASH_042,5862:9d8d:aa93:c0bd:f637:3cd0:4bdc:a42a,0,0.1048408671850583
sdv-id-rOxscH,ACC_253,DEV_HASH_019,32d6:bd50:2978:1f18:7fd2:eb66:38da:4be0,1,0.36040122335756014
sdv-id-ttawsG,ACC_164,DEV_HASH_031,1a1a:903b:4ef7:97ce:4545:9650:3f66:9f8b,0,0.09918081151590516
sdv-id-LPnayA,ACC_158,DEV_HASH_033,7ac4:2859:1160:3e30:f02e:ead6:24c1:2d01,0,0.10958767078853088
sdv-id-VbzZiq,ACC_194,DEV_HASH_033,e74f:44ac:89eb:7126:ddb5:dbd3:3569:7878,0,0.06729422019015538
sdv-id-YANvEa,ACC_218,DEV_HASH_007,403f:c97:6060:8253:433a:6fe2:eeed:96e9,0,0.1743450512612001
sdv-id-RnnATu,ACC_207,DEV_HASH_018,3188:253f:4a6a:8386:13e4:b6e4:332:8f04,1,0.13859922199339345
sdv-id-BemcBU,ACC_204,DEV_HASH_046,77d:716d:57f3:239:7d1:2eac:6e2d:a54c,0,0.3912751863125998
sdv-id-IJgKWA,ACC_278,DEV_HASH_012,7bc5:97ff:e2b0:9ea2:34a:5879:81c2:c15e,0,0.02827178610916155
sdv-id-TqiUiz,ACC_258,DEV_HASH_017,c41c:88f2:3b02:1be0:43b6:ff80:5113:47e7,1,0.2762202781387439
sdv-id-BmCHRj,ACC_281,DEV_HASH_018,8a6f:e9e:44cb:2397:abc:52b1:dacd:f7ea,0,0.24844409303388776
sdv-id-tvWhPv,ACC_104,DEV_HASH_022,858b:ad49:be17:4013:e054:ab7d:6f7c:87fb,0,0.5579101763686373
sdv-id-phKauK,ACC_158,DEV_HASH_035,c316:2b79:e1c6:7efa:77a:70cb:3c8a:e141,0,0.06846222677703284
sdv-id-JqFcCZ,ACC_226,DEV_HASH_048,d700:4705:ec70:414a:9acf:d6f8:7827:727d,0,0.2563179068367042
sdv-id-IAJELq,ACC_263,DEV_HASH_026,60bf:68fa:b9af:7bd8:4f6:3a40:72dd:17c8,0,0.38873427566589835
sdv-id-zjHCfT,ACC_290,DEV_HASH_027,3e4f:de62:5cd9:629f:73ee:6c8d:fe0a:f871,0,0.1232491702831568
sdv-id-dEDjvK,ACC_116,DEV_HASH_001,92e1:feb5:6856:8dee:642:bdd8:79eb:5ac4,1,0.5076441369856913
sdv-id-fBZnAg,ACC_171,DEV_HASH_008,8582:96ea:7715:b42d:b2f6:7aa9:10e:ade9,0,0.1712046984047532
sdv-id-hlMqDx,ACC_228,DEV_HASH_048,a47c:6bcd:43e0:f4d:d976:46fc:9287:9a5f,0,0.04680618788484067
sdv-id-wxHFFs,ACC_232,DEV_HASH_049,8cd4:7e8d:c8bf:cfc2:464e:cc38:67ae:3a2f,1,0.6540809374842884
sdv-id-NfGoLB,ACC_136,DEV_HASH_004,859e:6341:1318:7df5:8a42:a5c:a265:763d,0,0.43785927800987434
sdv-id-AZKYoY,ACC_224,DEV_HASH_023,843f:2aaf:42e3:7925:b452:56b7:12aa:c6ee,0,0.11190760644930331
sdv-id-dNmwuK,ACC_165,DEV_HASH_033,7846:17f:7c08:8e85:574b:9266:2c97:bc77,0,0.6895409391552072
sdv-id-btStSh,ACC_257,DEV_HASH_035,3d81:e5c3:6160:af11:b162:4d57:3589:5583,0,0.5355209007600383
sdv-id-tEIxWz,ACC_114,DEV_HASH_049,51a7:3475:72af:491d:98e3:b0aa:6104:41f4,0,0.1723603342099038
sdv-id-wwVyHm,ACC_189,DEV_HASH_048,6f85:123b:680a:e041:dd35:144:8bf0:f318,0,0.09457766731050873
sdv-id-YtQuan,ACC_199,DEV_HASH_029,fa92:b765:1186:e37e:8c30:6d57:9c7a:61f5,0,0.6067582657006201
sdv-id-NTwZPF,ACC_269,DEV_HASH_040,23c9:110f:4578:db2d:3b01:a5da:6528:6bc5,0,0.30591797411132593
sdv-id-JNmljh,ACC_125,DEV_HASH_010,329:16a6:bee8:c046:88e:25e8:81fb:4384,0,0.3705859592032169
sdv-id-YcjoYQ,ACC_167,DEV_HASH_034,3b19:f56e:4da8:dac5:bf5f:6cbd:a8b9:27db,0,0.2668673543561941
sdv-id-bWGMXm,ACC_164,DEV_HASH_003,93c6:327d:a9c9:6d3c:13d7:b454:92f3:2d2a,0,0.2600281551314353
sdv-id-mlDdXy,ACC_112,DEV_HASH_042,9599:3b4b:5606:b422:d4ae:94c9:1056:e5e9,0,0.03654140791810778
sdv-id-yxYSjL,ACC_125,DEV_HASH_038,912a:ec48:8e0d:19c2:c155:fb1f:81dc:40a1,0,0.29613533401943753
sdv-id-CkKZzv,ACC_263,DEV_HASH_019,7cbd:c265:f5b6:6b0b:778d:78fb:f0df:c888,0,0.04183579325863744
sdv-id-EUebhZ,ACC_197,DEV_HASH_017,b3ed:c660:53a7:2a81:b237:9b65:b94a:8829,1,0.33107627056068306
sdv-id-NBqWwI,ACC_224,DEV_HASH_009,410a:b35e:fa1b:1ddd:65da:cf9f:2799:a63d,0,0.406934071003304
sdv-id-sYWaln,ACC_283,DEV_HASH_046,9d9e:ed3:817c:2b17:655f:7280:bce9:6991,0,0.5670612482389848
sdv-id-ahWkiv,ACC_197,DEV_HASH_032,9d79:8fbc:3a8d:639f:c6ed:237c:22f1:be5c,0,0.07475776683795399
sdv-id-WNcwlx,ACC_220,DEV_HASH_039,6789:67a1:251b:e294:2dab:9d28:735b:9f9,0,0.6891552330800816
sdv-id-MAMYkP,ACC_117,DEV_HASH_042,6101:187:bb72:a33e:32f0:2b8:5bf6:368c,0,0.7006044869373173
sdv-id-IZrDmc,ACC_222,DEV_HASH_020,7e0d:b436:603e:5a76:10be:c831:6245:2fd1,0,0.5326902397541501
sdv-id-raXtLE,ACC_277,DEV_HASH_010,a270:ebb6:4866:e6be:cc66:65a7:3f96:6db1,1,0.5535854090408862
sdv-id-HeGuiL,ACC_196,DEV_HASH_031,a97b:47bc:bc6c:3adc:9373:2ac9:e51d:3dcb,1,0.06955101889483328
sdv-id-qJRiFK,ACC_266,DEV_HASH_048,a430:9ef0:e395:a74b:3e6f:d120:346a:82a4,0,0.1335640055455778
sdv-id-bAXZWQ,ACC_287,DEV_HASH_009,88d6:cb3c:7734:4539:e9ba:c0e2:4378:f27,0,0.4699997263403934
sdv-id-EWkvyZ,ACC_131,DEV_HASH_005,5b10:a910:60d7:4c90:8a62:7f8e:263:ac79,1,0.2550760184674887
sdv-id-JNrPzr,ACC_274,DEV_HASH_002,b398:6918:af39:b199:d207:36e2:818e:84f7,1,0.6279442124786394
sdv-id-JtdEdf,ACC_109,DEV_HASH_027,dc32:1c60:47a0:84e3:9fe6:354b:ca77:2611,0,0.378942499106232
sdv-id-vRKkbK,ACC_123,DEV_HASH_035,6ff3:e0ff:42c8:dfd4:2c15:65da:686e:8a52,0,0.220051849664114
sdv-id-uGPcNM,ACC_263,DEV_HASH_049,50e:80e:983b:9c79:7dea:4af2:1447:f5c1,0,0.1463924086167457
sdv-id-ttGxjd,ACC_170,DEV_HASH_049,30bc:dea3:a6af:f638:c45a:7056:bc50:e17d,0,0.5707881129144943
sdv-id-OFFkfk,ACC_115,DEV_HASH_014,ce08:e456:cd5f:41b6:f501:1f33:58ca:7503,0,0.265792418371409
sdv-id-YGruGT,ACC_146,DEV_HASH_028,91e0:8172:d875:a534:5d4:a758:5f8b:1429,0,0.2933092474811425
sdv-id-zURVIi,ACC_260,DEV_HASH_018,78e7:b814:9d68:4a9e:20ac:e790:bc7d:7f21,0,0.3908692780483854
sdv-id-LNRtro,ACC_124,DEV_HASH_045,d6bf:fdd2:9883:dcf5:a58:dba1:aa63:4fa7,0,0.04078678061436876
sdv-id-XOFFiB,ACC_185,DEV_HASH_037,75c7:91ba:67c4:1eae:6d1:71aa:ee34:d3ac,0,0.1323181979327661
sdv-id-PiPEqs,ACC_116,DEV_HASH_045,8e54:b490:219:1bf5:612:edea:291b:7e9c,0,0.6493796238658237
sdv-id-cnCfWz,ACC_149,DEV_HASH_045,462e:6382:8435:5830:cec2:f1ca:2271:72cb,0,0.19270715141733186
sdv-id-WChhBD,ACC_263,DEV_HASH_005,7fee:d074:b84f:41be:6268:b44d:3f25:5d88,0,0.11657894226641768
sdv-id-ktANpY,ACC_149,DEV_HASH_044,867:8cec:167c:14ea:964e:7e40:6bec:fada,0,0.19050027858758475
sdv-id-vkCnEy,ACC_250,DEV_HASH_004,8633:598e:707c:9fba:f947:53c5:a0c8:a1e7,0,0.08911601745867176
sdv-id-UkigSM,ACC_105,DEV_HASH_009,a2b4:23a3:cd98:fc13:2ffb:cd74:e5f0:99c5,0,0.1376924010128598
sdv-id-JENHrA,ACC_242,DEV_HASH_048,1bae:d317:9ad9:6ba9:acde:38aa:fa9f:ac53,0,0.31508177086034345
sdv-id-xTlGsI,ACC_259,DEV_HASH_020,e975:b26a:3a1a:c2fc:24ed:8598:e7ec:b8e,0,0.023231209538128832
sdv-id-xOkEKz,ACC_225,DEV_HASH_003,acb4:3332:6d43:a37f:39ba:9182:4663:2f7,0,0.23597416203902066
sdv-id-ZJtjDU,ACC_145,DEV_HASH_010,29d9:5551:6bf2:d903:46e:5622:11b2:99d6,0,0.4451192699439334
sdv-id-McJTYT,ACC_116,DEV_HASH_028,45ba:3dce:e0eb:7b73:1a29:f2e8:ec94:145c,0,0.17473305336987116
sdv-id-OleMsC,ACC_185,DEV_HASH_012,ff1e:87bc:16f8:218e:9b48:464e:489:3d95,0,0.37320862713070985
sdv-id-yzgBur,ACC_185,DEV_HASH_035,8369:773:2133:756a:8a25:1714:4e47:2345,0,0.0434111330675754
sdv-id-iqQTZd,ACC_150,DEV_HASH_004,eebe:aee8:1a41:670b:252d:9ddf:94c0:8bbc,0,0.31499346259359384
sdv-id-KGctrR,ACC_129,DEV_HASH_029,59e0:87a0:e4ae:508d:8914:c28f:98f9:b6db,0,0.15944357300437448
sdv-id-zezyad,ACC_198,DEV_HASH_005,69a3:e514:535d:9f6f:907c:a493:6825:bc35,0,0.25000754128205677
sdv-id-ZMvZSo,ACC_109,DEV_HASH_004,23d:76d6:787d:86db:cc2e:563b:f1c2:ee7a,0,0.16893079784638138
sdv-id-imzdrz,ACC_103,DEV_HASH_001,5533:8f45:1b27:c085:5856:d1be:2cff:501a,0,0.07098778216529869
sdv-id-KBSugE,ACC_118,DEV_HASH_003,91eb:ce8b:3d67:93c8:e9d9:b134:9017:ff80,0,0.636264607569401
sdv-id-pQleER,ACC_102,DEV_HASH_015,3702:a79a:d9b9:c9d5:d2bb:e5e3:2492:ec66,0,0.6318078359788079
sdv-id-AYLXED,ACC_190,DEV_HASH_012,4697:c09b:d9f:fdd2:4eb5:8844:e5e9:31e8,0,0.22483278949494304
sdv-id-DbHjdt,ACC_235,DEV_HASH_025,fb6e:9284:45a8:9bda:fded:8600:12bf:5bdf,0,0.3919298443996471
sdv-id-EYzZUF,ACC_253,DEV_HASH_029,e2b9:b941:e8cf:e11a:6207:30:6979:22ec,0,0.1381259771695157
sdv-id-sMDAlO,ACC_142,DEV_HASH_019,98f:7748:7de3:cc59:3199:3d78:2228:995b,0,0.15197235907812784
sdv-id-QMcRfH,ACC_251,DEV_HASH_003,9d70:a9be:dbfc:8e49:5fa2:8f02:2318:74b1,1,0.5325416821148253
sdv-id-hmhvQf,ACC_251,DEV_HASH_028,8f4f:e487:b9a8:42be:c80c:4641:20f5:fd0a,0,0.012336418424799649
sdv-id-IReuSf,ACC_239,DEV_HASH_003,8186:1fb:652b:d77b:8d2f:308b:e910:631,0,0.24453703841669275
sdv-id-WKdxcw,ACC_156,DEV_HASH_001,1b64:79a8:4eab:671a:6e21:56b8:5550:9b6e,0,0.17324417383248195
sdv-id-KBeHkl,ACC_272,DEV_HASH_023,19f5:abdc:61d4:6665:952:846e:8e6c:b453,0,0.4558795574930214
sdv-id-MWFlAv,ACC_103,DEV_HASH_041,8686:4cc5:60e8:3cd9:6e75:ff21:7836:8cb3,0,0.017440350677937255
sdv-id-binzqA,ACC_178,DEV_HASH_044,e348:f13c:168c:8bb6:40f2:3a13:5dd:b656,1,0.7929013025451237
sdv-id-pGaaqQ,ACC_263,DEV_HASH_004,d3f3:8b59:3f51:2d8:c2c8:2787:e570:d416,0,0.09356366126352722
sdv-id-nXVdFc,ACC_124,DEV_HASH_007,afb:c2e2:4665:7f05:197:1dc8:6186:7bd2,0,0.2842791856794322
sdv-id-KJFdBf,ACC_202,DEV_HASH_005,fc2f:e9db:1c0b:5d57:8472:d9b7:cbb:22a9,0,0.6710429876306827
sdv-id-rhvpYm,ACC_153,DEV_HASH_034,9078:b61e:7d22:8373:e499:71c5:492a:566a,0,0.3563584802419411
sdv-id-yTHcMx,ACC_203,DEV_HASH_004,b26d:5dd0:3b1b:d126:3a4c:382e:5306:f178,0,0.019116662007835773
sdv-id-vdmrzj,ACC_294,DEV_HASH_019,e971:c041:6c9:aaec:3bf6:637:126e:8fa1,0,0.057253380451504646
sdv-id-shubnd,ACC_120,DEV_HASH_005,d04b:3f85:d68f:2bbb:968b:cf23:a47:dd6d,0,0.5267832629718847
sdv-id-CbKJju,ACC_183,DEV_HASH_024,99e9:5261:a098:e6d4:4fde:454d:2686:5e55,0,0.5491791559391755
sdv-id-eUTRjM,ACC_221,DEV_HASH_035,151a:c60f:27ca:36fc:d38d:c4e1:ba97:d548,1,0.24188188984024558
sdv-id-cEhFdv,ACC_222,DEV_HASH_003,a68e:b416:ab12:77ec:3017:6227:498d:5950,0,0.2478184406169504
sdv-id-bsKSBd,ACC_180,DEV_HASH_042,5a6d:fed8:79d5:2160:593:7486:aa6e:9209,0,0.09171122126625758
sdv-id-wIaixJ,ACC_233,DEV_HASH_003,4e75:43b8:aa27:f9e2:8578:b450:881b:5e89,0,0.06835987184775333
sdv-id-SsYgDd,ACC_101,DEV_HASH_011,e861:469d:d975:1c7f:48e2:2682:fdc7:ed54,0,0.019070361553467197
sdv-id-OpCkDZ,ACC_211,DEV_HASH_002,4285:f3b8:c621:1f2:ea19:a52f:c17d:5e53,0,0.050678458544928466
sdv-id-IFnOCh,ACC_246,DEV_HASH_019,9992:d249:8350:ac67:ec69:acd3:ac24:8afc,1,0.7717404800666995
sdv-id-IYxRzy,ACC_294,DEV_HASH_012,a359:d600:ad88:4f78:80d9:a162:4281:5f6,0,0.07002224707772789
sdv-id-gQjBcF,ACC_258,DEV_HASH_037,418c:ef12:fccd:6e63:8c9:eaa2:f3b5:c00b,0,0.17132616794576755
sdv-id-gyMtsN,ACC_265,DEV_HASH_016,8495:bb23:8d06:aa8d:28d8:4408:795f:2df7,1,0.20562335224624084
sdv-id-OSJcmi,ACC_285,DEV_HASH_028,4328:c67d:1fd:e682:1d4f:3ae3:7310:4538,1,0.36344503119218846
sdv-id-gdQFkv,ACC_130,DEV_HASH_047,3a17:cbd4:55:ea28:811e:4c65:6b30:e666,0,0.29036709754339596
sdv-id-eQNtcD,ACC_158,DEV_HASH_006,e4f9:16e4:60ba:369d:4a1b:dca4:cf5e:b860,1,0.18659991233480105
sdv-id-UtcdmX,ACC_101,DEV_HASH_003,9bc9:4dd5:f49:e085:2e2c:fa5b:e489:1a5d,0,0.22690833150799072
sdv-id-ruMorw,ACC_245,DEV_HASH_001,89d9:1e6b:9a2c:74d4:58a9:3022:1f:eafc,0,0.3645009813762361
sdv-id-rMfiin,ACC_178,DEV_HASH_018,c212:bd08:fdb5:34e5:b2aa:806a:b76c:177b,0,0.027141608881145564
sdv-id-Rxtrgc,ACC_144,DEV_HASH_012,ba6f:51e1:2d5d:d0f9:5c68:7af7:ee38:46c2,0,0.23309575548351405
